"automated_textmining","coexpression","combined_score","database_annotated","experimentally_determined_interaction","gene_fusion","homology","interaction","name","neighborhood_on_chromosome","node1_string_id","node2_string_id","phylogenetic_cooccurrence","selected","shared interaction","shared name"
"0.446","0.796","0.888","0.0","0.091","0.0","0.0","interacts with","CCNB2 (interacts with) HMMR","0.0","9606.ENSP00000288207","9606.ENSP00000377492","0.0","false","interacts with","CCNB2 (interacts with) HMMR"
"0.717","0.67","0.902","0.0","0.0","0.0","0.0","interacts with","CCNB2 (interacts with) NEK2","0.0","9606.ENSP00000288207","9606.ENSP00000355966","0.0","false","interacts with","CCNB2 (interacts with) NEK2"
"0.564","0.792","0.905","0.0","0.0","0.0","0.0","interacts with","CCNB2 (interacts with) HJURP","0.0","9606.ENSP00000288207","9606.ENSP00000414109","0.0","false","interacts with","CCNB2 (interacts with) HJURP"
"0.529","0.811","0.907","0.0","0.0","0.0","0.0","interacts with","CCNB2 (interacts with) CEP55","0.0","9606.ENSP00000288207","9606.ENSP00000360540","0.0","false","interacts with","CCNB2 (interacts with) CEP55"
"0.808","0.566","0.913","0.0","0.0","0.0","0.0","interacts with","CCNB2 (interacts with) RRM2","0.0","9606.ENSP00000288207","9606.ENSP00000353770","0.0","false","interacts with","CCNB2 (interacts with) RRM2"
"0.176","0.049","0.919","0.9","0.099","0.0","0.0","interacts with","CCNB2 (interacts with) SFN","0.0","9606.ENSP00000288207","9606.ENSP00000340989","0.0","false","interacts with","CCNB2 (interacts with) SFN"
"0.735","0.539","0.92","0.4","0.0","0.0","0.0","interacts with","CCNB2 (interacts with) ZWINT","0.0","9606.ENSP00000288207","9606.ENSP00000363055","0.0","false","interacts with","CCNB2 (interacts with) ZWINT"
"0.624","0.842","0.938","0.0","0.0","0.0","0.0","interacts with","CCNB2 (interacts with) KIF20A","0.0","9606.ENSP00000288207","9606.ENSP00000378356","0.0","false","interacts with","CCNB2 (interacts with) KIF20A"
"0.764","0.784","0.95","0.0","0.095","0.0","0.0","interacts with","CCNB2 (interacts with) CDC45","0.0","9606.ENSP00000288207","9606.ENSP00000405726","0.0","false","interacts with","CCNB2 (interacts with) CDC45"
"0.725","0.835","0.953","0.0","0.045","0.0","0.0","interacts with","CCNB2 (interacts with) TPX2","0.0","9606.ENSP00000288207","9606.ENSP00000300403","0.0","false","interacts with","CCNB2 (interacts with) TPX2"
"0.736","0.852","0.96","0.0","0.071","0.0","0.0","interacts with","CCNB2 (interacts with) TTK","0.0","9606.ENSP00000288207","9606.ENSP00000358813","0.0","false","interacts with","CCNB2 (interacts with) TTK"
"0.761","0.848","0.962","0.0","0.0","0.0","0.0","interacts with","CCNB2 (interacts with) NUSAP1","0.0","9606.ENSP00000288207","9606.ENSP00000499238","0.0","false","interacts with","CCNB2 (interacts with) NUSAP1"
"0.774","0.861","0.968","0.0","0.072","0.0","0.0","interacts with","CCNB2 (interacts with) UBE2C","0.0","9606.ENSP00000288207","9606.ENSP00000348838","0.0","false","interacts with","CCNB2 (interacts with) UBE2C"
"0.838","0.754","0.974","0.4","0.0","0.0","0.0","interacts with","CCNB2 (interacts with) CDCA8","0.0","9606.ENSP00000288207","9606.ENSP00000362146","0.0","false","interacts with","CCNB2 (interacts with) CDCA8"
"0.767","0.828","0.974","0.4","0.0","0.0","0.0","interacts with","CCNB2 (interacts with) CENPF","0.0","9606.ENSP00000288207","9606.ENSP00000355922","0.0","false","interacts with","CCNB2 (interacts with) CENPF"
"0.822","0.852","0.975","0.0","0.126","0.0","0.0","interacts with","CCNB2 (interacts with) MELK","0.0","9606.ENSP00000288207","9606.ENSP00000298048","0.0","false","interacts with","CCNB2 (interacts with) MELK"
"0.809","0.875","0.975","0.0","0.052","0.0","0.0","interacts with","CCNB2 (interacts with) TOP2A","0.0","9606.ENSP00000288207","9606.ENSP00000411532","0.0","false","interacts with","CCNB2 (interacts with) TOP2A"
"0.659","0.786","0.993","0.9","0.245","0.0","0.0","interacts with","CCNB2 (interacts with) CDC25C","0.0","9606.ENSP00000288207","9606.ENSP00000321656","0.0","false","interacts with","CCNB2 (interacts with) CDC25C"
"0.87","0.947","0.999","0.9","0.312","0.0","0.0","interacts with","CCNB2 (interacts with) CDC20","0.0","9606.ENSP00000288207","9606.ENSP00000361540","0.0","false","interacts with","CCNB2 (interacts with) CDC20"
"0.793","0.099","0.805","0.0","0.0","0.0","0.0","interacts with","CD19 (interacts with) GZMB","0.0","9606.ENSP00000313419","9606.ENSP00000216341","0.0","false","interacts with","CD19 (interacts with) GZMB"
"0.833","0.188","0.859","0.0","0.0","0.0","0.0","interacts with","CD19 (interacts with) CD69","0.0","9606.ENSP00000313419","9606.ENSP00000228434","0.0","false","interacts with","CD19 (interacts with) CD69"
"0.747","0.185","0.785","0.0","0.0","0.0","0.0","interacts with","CD19 (interacts with) CXCL13","0.0","9606.ENSP00000313419","9606.ENSP00000286758","0.0","false","interacts with","CD19 (interacts with) CXCL13"
"0.799","0.083","0.808","0.0","0.0","0.0","0.0","interacts with","CD19 (interacts with) IL7R","0.0","9606.ENSP00000313419","9606.ENSP00000306157","0.0","false","interacts with","CD19 (interacts with) IL7R"
"0.785","0.092","0.796","0.0","0.0","0.0","0.0","interacts with","CD19 (interacts with) CD24","0.0","9606.ENSP00000313419","9606.ENSP00000481841","0.0","false","interacts with","CD19 (interacts with) CD24"
"0.816","0.0","0.816","0.0","0.0","0.0","0.0","interacts with","CD19 (interacts with) CD274","0.0","9606.ENSP00000313419","9606.ENSP00000370989","0.0","false","interacts with","CD19 (interacts with) CD274"
"0.834","0.056","0.836","0.0","0.0","0.0","0.0","interacts with","CD19 (interacts with) IL6","0.0","9606.ENSP00000313419","9606.ENSP00000385675","0.0","false","interacts with","CD19 (interacts with) IL6"
"0.888","0.0","0.888","0.0","0.0","0.0","0.0","interacts with","CD19 (interacts with) CD36","0.0","9606.ENSP00000313419","9606.ENSP00000415743","0.0","false","interacts with","CD19 (interacts with) CD36"
"0.591","0.838","0.931","0.0","0.0","0.0","0.0","interacts with","CD19 (interacts with) FCRLA","0.0","9606.ENSP00000313419","9606.ENSP00000356936","0.0","false","interacts with","CD19 (interacts with) FCRLA"
"0.954","0.0","0.954","0.0","0.0","0.0","0.0","interacts with","CD19 (interacts with) MME","0.0","9606.ENSP00000313419","9606.ENSP00000418525","0.0","false","interacts with","CD19 (interacts with) MME"
"0.997","0.07","0.997","0.0","0.0","0.0","0.0","interacts with","CD19 (interacts with) FCGR3B","0.0","9606.ENSP00000313419","9606.ENSP00000433642","0.0","false","interacts with","CD19 (interacts with) FCGR3B"
"0.997","0.062","0.997","0.0","0.0","0.0","0.0","interacts with","CD19 (interacts with) FCGR3A","0.0","9606.ENSP00000313419","9606.ENSP00000356946","0.0","false","interacts with","CD19 (interacts with) FCGR3A"
"0.998","0.465","0.999","0.5","0.51","0.0","0.0","interacts with","CD19 (interacts with) CR2","0.0","9606.ENSP00000313419","9606.ENSP00000356024","0.0","false","interacts with","CD19 (interacts with) CR2"
"0.744","0.099","0.759","0.0","0.0","0.0","0.0","interacts with","CD1A (interacts with) MME","0.0","9606.ENSP00000289429","9606.ENSP00000418525","0.0","false","interacts with","CD1A (interacts with) MME"
"0.937","0.628","0.975","0.0","0.0","0.0","0.0","interacts with","CD1A (interacts with) CD207","0.0","9606.ENSP00000289429","9606.ENSP00000386378","0.0","false","interacts with","CD1A (interacts with) CD207"
"0.75","0.054","0.753","0.0","0.0","0.0","0.0","interacts with","CD207 (interacts with) LAMP3","0.0","9606.ENSP00000386378","9606.ENSP00000265598","0.0","false","interacts with","CD207 (interacts with) LAMP3"
"0.701","0.203","0.752","0.0","0.0","0.0","0.0","interacts with","CD24 (interacts with) CDH1","0.0","9606.ENSP00000481841","9606.ENSP00000261769","0.0","false","interacts with","CD24 (interacts with) CDH1"
"0.806","0.0","0.806","0.0","0.0","0.0","0.0","interacts with","CD24 (interacts with) EGFR","0.0","9606.ENSP00000481841","9606.ENSP00000275493","0.0","false","interacts with","CD24 (interacts with) EGFR"
"0.72","0.088","0.734","0.0","0.0","0.0","0.0","interacts with","CD24 (interacts with) SOX2","0.0","9606.ENSP00000481841","9606.ENSP00000323588","0.0","false","interacts with","CD24 (interacts with) SOX2"
"0.892","0.105","0.899","0.0","0.0","0.0","0.0","interacts with","CD24 (interacts with) SELE","0.0","9606.ENSP00000481841","9606.ENSP00000331736","0.0","false","interacts with","CD24 (interacts with) SELE"
"0.724","0.056","0.729","0.0","0.0","0.0","0.0","interacts with","CD24 (interacts with) CR2","0.0","9606.ENSP00000481841","9606.ENSP00000356024","0.0","false","interacts with","CD24 (interacts with) CR2"
"0.847","0.0","0.847","0.0","0.0","0.0","0.0","interacts with","CD24 (interacts with) PECAM1","0.0","9606.ENSP00000481841","9606.ENSP00000457421","0.0","false","interacts with","CD24 (interacts with) PECAM1"
"0.779","0.067","0.784","0.0","0.0","0.0","0.0","interacts with","CD274 (interacts with) GZMB","0.0","9606.ENSP00000370989","9606.ENSP00000216341","0.0","false","interacts with","CD274 (interacts with) GZMB"
"0.772","0.053","0.774","0.0","0.0","0.0","0.0","interacts with","CD274 (interacts with) KRAS","0.0","9606.ENSP00000370989","9606.ENSP00000256078","0.0","false","interacts with","CD274 (interacts with) KRAS"
"0.718","0.0","0.718","0.0","0.0","0.0","0.0","interacts with","CD274 (interacts with) CDH1","0.0","9606.ENSP00000370989","9606.ENSP00000261769","0.0","false","interacts with","CD274 (interacts with) CDH1"
"0.798","0.0","0.798","0.0","0.0","0.0","0.0","interacts with","CD274 (interacts with) ERBB2","0.0","9606.ENSP00000370989","9606.ENSP00000269571","0.0","false","interacts with","CD274 (interacts with) ERBB2"
"0.87","0.0","0.87","0.0","0.0","0.0","0.0","interacts with","CD274 (interacts with) EGFR","0.0","9606.ENSP00000370989","9606.ENSP00000275493","0.0","false","interacts with","CD274 (interacts with) EGFR"
"0.74","0.055","0.743","0.0","0.0","0.0","0.0","interacts with","CD274 (interacts with) MET","0.0","9606.ENSP00000370989","9606.ENSP00000317272","0.0","false","interacts with","CD274 (interacts with) MET"
"0.706","0.049","0.708","0.0","0.0","0.0","0.0","interacts with","CD274 (interacts with) CXCR2","0.0","9606.ENSP00000370989","9606.ENSP00000319635","0.0","false","interacts with","CD274 (interacts with) CXCR2"
"0.779","0.048","0.78","0.0","0.0","0.0","0.0","interacts with","CD274 (interacts with) KLRD1","0.0","9606.ENSP00000370989","9606.ENSP00000338130","0.0","false","interacts with","CD274 (interacts with) KLRD1"
"0.866","0.127","0.878","0.0","0.0","0.0","0.0","interacts with","CD274 (interacts with) FCGR3A","0.0","9606.ENSP00000370989","9606.ENSP00000356946","0.0","false","interacts with","CD274 (interacts with) FCGR3A"
"0.76","0.045","0.761","0.0","0.0","0.0","0.0","interacts with","CD274 (interacts with) ROS1","0.0","9606.ENSP00000370989","9606.ENSP00000357494","0.0","false","interacts with","CD274 (interacts with) ROS1"
"0.714","0.0","0.714","0.0","0.0","0.0","0.0","interacts with","CD274 (interacts with) PTEN","0.0","9606.ENSP00000370989","9606.ENSP00000361021","0.0","false","interacts with","CD274 (interacts with) PTEN"
"0.719","0.0","0.719","0.0","0.0","0.0","0.0","interacts with","CD274 (interacts with) DDX53","0.0","9606.ENSP00000370989","9606.ENSP00000368667","0.0","false","interacts with","CD274 (interacts with) DDX53"
"0.717","0.049","0.719","0.0","0.0","0.0","0.0","interacts with","CD274 (interacts with) PRF1","0.0","9606.ENSP00000370989","9606.ENSP00000398568","0.0","false","interacts with","CD274 (interacts with) PRF1"
"0.747","0.077","0.757","0.0","0.0","0.0","0.0","interacts with","CD274 (interacts with) CXCL12","0.0","9606.ENSP00000370989","9606.ENSP00000379140","0.0","false","interacts with","CD274 (interacts with) CXCL12"
"0.772","0.157","0.799","0.0","0.0","0.0","0.0","interacts with","CD274 (interacts with) IL6","0.0","9606.ENSP00000370989","9606.ENSP00000385675","0.0","false","interacts with","CD274 (interacts with) IL6"
"0.867","0.127","0.879","0.0","0.0","0.0","0.0","interacts with","CD274 (interacts with) FCGR3B","0.0","9606.ENSP00000370989","9606.ENSP00000433642","0.0","false","interacts with","CD274 (interacts with) FCGR3B"
"0.688","0.127","0.716","0.0","0.0","0.0","0.0","interacts with","CD300LG (interacts with) EMCN","0.0","9606.ENSP00000321005","9606.ENSP00000296420","0.0","false","interacts with","CD300LG (interacts with) EMCN"
"0.542","0.072","0.953","0.9","0.0","0.0","0.0","interacts with","CD36 (interacts with) COMP","0.0","9606.ENSP00000415743","9606.ENSP00000222271","0.0","false","interacts with","CD36 (interacts with) COMP"
"0.72","0.044","0.72","0.0","0.0","0.0","0.0","interacts with","CD36 (interacts with) COL1A1","0.0","9606.ENSP00000415743","9606.ENSP00000225964","0.0","false","interacts with","CD36 (interacts with) COL1A1"
"0.881","0.521","0.969","0.5","0.0","0.0","0.0","interacts with","CD36 (interacts with) FABP4","0.0","9606.ENSP00000415743","9606.ENSP00000256104","0.0","false","interacts with","CD36 (interacts with) FABP4"
"0.77","0.179","0.803","0.0","0.0","0.0","0.0","interacts with","CD36 (interacts with) VWF","0.0","9606.ENSP00000415743","9606.ENSP00000261405","0.0","false","interacts with","CD36 (interacts with) VWF"
"0.734","0.045","0.735","0.0","0.0","0.0","0.0","interacts with","CD36 (interacts with) COL1A2","0.0","9606.ENSP00000415743","9606.ENSP00000297268","0.0","false","interacts with","CD36 (interacts with) COL1A2"
"0.704","0.1","0.724","0.0","0.046","0.0","0.0","interacts with","CD36 (interacts with) SELE","0.0","9606.ENSP00000415743","9606.ENSP00000331736","0.0","false","interacts with","CD36 (interacts with) SELE"
"0.953","0.086","0.995","0.9","0.0","0.0","0.0","interacts with","CD36 (interacts with) THBS2","0.0","9606.ENSP00000415743","9606.ENSP00000355751","0.0","false","interacts with","CD36 (interacts with) THBS2"
"0.916","0.186","0.928","0.0","0.0","0.0","0.0","interacts with","CD36 (interacts with) FCGR3A","0.0","9606.ENSP00000415743","9606.ENSP00000356946","0.0","false","interacts with","CD36 (interacts with) FCGR3A"
"0.71","0.105","0.73","0.0","0.0","0.0","0.0","interacts with","CD36 (interacts with) IL6","0.0","9606.ENSP00000415743","9606.ENSP00000385675","0.0","false","interacts with","CD36 (interacts with) IL6"
"0.682","0.285","0.851","0.4","0.0","0.0","0.0","interacts with","CD36 (interacts with) PECAM1","0.0","9606.ENSP00000415743","9606.ENSP00000457421","0.0","false","interacts with","CD36 (interacts with) PECAM1"
"0.84","0.266","0.877","0.0","0.0","0.0","0.0","interacts with","CD36 (interacts with) LPL","0.0","9606.ENSP00000415743","9606.ENSP00000497642","0.0","false","interacts with","CD36 (interacts with) LPL"
"0.916","0.128","0.923","0.0","0.0","0.0","0.0","interacts with","CD36 (interacts with) FCGR3B","0.0","9606.ENSP00000415743","9606.ENSP00000433642","0.0","false","interacts with","CD36 (interacts with) FCGR3B"
"0.805","0.197","0.838","0.0","0.046","0.0","0.0","interacts with","CD69 (interacts with) GZMB","0.0","9606.ENSP00000228434","9606.ENSP00000216341","0.0","false","interacts with","CD69 (interacts with) GZMB"
"0.688","0.139","0.72","0.0","0.0","0.0","0.0","interacts with","CD69 (interacts with) IL6","0.0","9606.ENSP00000228434","9606.ENSP00000385675","0.0","false","interacts with","CD69 (interacts with) IL6"
"0.7","0.221","0.756","0.0","0.0","0.0","0.0","interacts with","CD69 (interacts with) CXCL8","0.0","9606.ENSP00000228434","9606.ENSP00000306512","0.0","false","interacts with","CD69 (interacts with) CXCL8"
"0.75","0.085","0.761","0.0","0.0","0.0","0.0","interacts with","CD69 (interacts with) CR2","0.0","9606.ENSP00000228434","9606.ENSP00000356024","0.0","false","interacts with","CD69 (interacts with) CR2"
"0.764","0.183","0.799","0.0","0.045","0.0","0.0","interacts with","CD69 (interacts with) PRF1","0.0","9606.ENSP00000228434","9606.ENSP00000398568","0.0","false","interacts with","CD69 (interacts with) PRF1"
"0.807","0.12","0.823","0.0","0.0","0.0","0.0","interacts with","CD69 (interacts with) FCGR3B","0.0","9606.ENSP00000228434","9606.ENSP00000433642","0.0","false","interacts with","CD69 (interacts with) FCGR3B"
"0.81","0.122","0.826","0.0","0.0","0.0","0.0","interacts with","CD69 (interacts with) FCGR3A","0.0","9606.ENSP00000228434","9606.ENSP00000356946","0.0","false","interacts with","CD69 (interacts with) FCGR3A"
"0.852","0.193","0.9","0.0","0.0","0.0","0.0","interacts with","CD69 (interacts with) IL7R","0.0","9606.ENSP00000228434","9606.ENSP00000306157","0.232","false","interacts with","CD69 (interacts with) IL7R"
"0.993","0.124","0.995","0.0","0.301","0.0","0.0","interacts with","CD69 (interacts with) S1PR1","0.0","9606.ENSP00000228434","9606.ENSP00000305416","0.0","false","interacts with","CD69 (interacts with) S1PR1"
"0.562","0.512","0.792","0.0","0.107","0.0","0.0","interacts with","CD93 (interacts with) PECAM1","0.0","9606.ENSP00000246006","9606.ENSP00000457421","0.0","false","interacts with","CD93 (interacts with) PECAM1"
"0.735","0.931","0.981","0.0","0.0","0.0","0.0","interacts with","CDC20 (interacts with) DLGAP5","0.0","9606.ENSP00000361540","9606.ENSP00000247191","0.0","false","interacts with","CDC20 (interacts with) DLGAP5"
"0.722","0.789","0.938","0.0","0.0","0.0","0.0","interacts with","CDC20 (interacts with) CDCA5","0.0","9606.ENSP00000361540","9606.ENSP00000275517","0.0","false","interacts with","CDC20 (interacts with) CDCA5"
"0.665","0.897","0.964","0.0","0.046","0.0","0.0","interacts with","CDC20 (interacts with) MELK","0.0","9606.ENSP00000361540","9606.ENSP00000298048","0.0","false","interacts with","CDC20 (interacts with) MELK"
"0.551","0.747","0.881","0.0","0.0","0.0","0.0","interacts with","CDC20 (interacts with) PCLAF","0.0","9606.ENSP00000361540","9606.ENSP00000300035","0.0","false","interacts with","CDC20 (interacts with) PCLAF"
"0.736","0.858","0.961","0.0","0.0","0.0","0.0","interacts with","CDC20 (interacts with) TPX2","0.0","9606.ENSP00000361540","9606.ENSP00000300403","0.0","false","interacts with","CDC20 (interacts with) TPX2"
"0.47","0.56","0.757","0.0","0.0","0.0","0.0","interacts with","CDC20 (interacts with) TYMS","0.0","9606.ENSP00000361540","9606.ENSP00000315644","0.0","false","interacts with","CDC20 (interacts with) TYMS"
"0.757","0.569","0.9","0.0","0.119","0.0","0.0","interacts with","CDC20 (interacts with) CDC25C","0.0","9606.ENSP00000361540","9606.ENSP00000321656","0.0","false","interacts with","CDC20 (interacts with) CDC25C"
"0.499","0.357","0.828","0.0","0.51","0.0","0.0","interacts with","CDC20 (interacts with) E2F1","0.0","9606.ENSP00000361540","9606.ENSP00000345571","0.0","false","interacts with","CDC20 (interacts with) E2F1"
"0.891","0.951","0.999","0.54","0.957","0.0","0.0","interacts with","CDC20 (interacts with) UBE2C","0.0","9606.ENSP00000361540","9606.ENSP00000348838","0.0","false","interacts with","CDC20 (interacts with) UBE2C"
"0.51","0.0","0.808","0.0","0.625","0.0","0.0","interacts with","CDC20 (interacts with) RASSF1","0.0","9606.ENSP00000361540","9606.ENSP00000349547","0.0","false","interacts with","CDC20 (interacts with) RASSF1"
"0.609","0.77","0.907","0.0","0.049","0.0","0.0","interacts with","CDC20 (interacts with) RRM2","0.0","9606.ENSP00000361540","9606.ENSP00000353770","0.0","false","interacts with","CDC20 (interacts with) RRM2"
"0.555","0.559","0.796","0.0","0.045","0.0","0.0","interacts with","CDC20 (interacts with) EXO1","0.042","9606.ENSP00000361540","9606.ENSP00000355506","0.0","false","interacts with","CDC20 (interacts with) EXO1"
"0.801","0.777","0.99","0.8","0.0","0.0","0.0","interacts with","CDC20 (interacts with) CENPF","0.0","9606.ENSP00000361540","9606.ENSP00000355922","0.0","false","interacts with","CDC20 (interacts with) CENPF"
"0.667","0.833","0.999","0.5","0.994","0.0","0.0","interacts with","CDC20 (interacts with) NEK2","0.0","9606.ENSP00000361540","9606.ENSP00000355966","0.0","false","interacts with","CDC20 (interacts with) NEK2"
"0.869","0.905","0.99","0.0","0.327","0.0","0.0","interacts with","CDC20 (interacts with) TTK","0.0","9606.ENSP00000361540","9606.ENSP00000358813","0.0","false","interacts with","CDC20 (interacts with) TTK"
"0.728","0.825","0.95","0.0","0.0","0.0","0.0","interacts with","CDC20 (interacts with) CEP55","0.0","9606.ENSP00000361540","9606.ENSP00000360540","0.0","false","interacts with","CDC20 (interacts with) CEP55"
"0.488","0.551","0.761","0.0","0.0","0.0","0.0","interacts with","CDC20 (interacts with) DEPDC1","0.044","9606.ENSP00000361540","9606.ENSP00000412292","0.0","false","interacts with","CDC20 (interacts with) DEPDC1"
"0.416","0.794","0.882","0.0","0.099","0.0","0.0","interacts with","CDC20 (interacts with) HMMR","0.0","9606.ENSP00000361540","9606.ENSP00000377492","0.0","false","interacts with","CDC20 (interacts with) HMMR"
"0.664","0.549","0.883","0.0","0.292","0.0","0.0","interacts with","CDC20 (interacts with) TK1","0.0","9606.ENSP00000361540","9606.ENSP00000468425","0.0","false","interacts with","CDC20 (interacts with) TK1"
"0.396","0.881","0.925","0.0","0.0","0.0","0.0","interacts with","CDC20 (interacts with) HJURP","0.0","9606.ENSP00000361540","9606.ENSP00000414109","0.0","false","interacts with","CDC20 (interacts with) HJURP"
"0.639","0.843","0.941","0.0","0.0","0.0","0.0","interacts with","CDC20 (interacts with) KIF4A","0.0","9606.ENSP00000361540","9606.ENSP00000363524","0.0","false","interacts with","CDC20 (interacts with) KIF4A"
"0.735","0.806","0.946","0.0","0.0","0.0","0.0","interacts with","CDC20 (interacts with) CDC45","0.0","9606.ENSP00000361540","9606.ENSP00000405726","0.0","false","interacts with","CDC20 (interacts with) CDC45"
"0.629","0.862","0.946","0.0","0.0","0.0","0.0","interacts with","CDC20 (interacts with) NUSAP1","0.0","9606.ENSP00000361540","9606.ENSP00000499238","0.0","false","interacts with","CDC20 (interacts with) NUSAP1"
"0.543","0.574","0.968","0.8","0.292","0.0","0.0","interacts with","CDC20 (interacts with) ZWINT","0.0","9606.ENSP00000361540","9606.ENSP00000363055","0.0","false","interacts with","CDC20 (interacts with) ZWINT"
"0.797","0.908","0.98","0.0","0.0","0.0","0.0","interacts with","CDC20 (interacts with) TOP2A","0.0","9606.ENSP00000361540","9606.ENSP00000411532","0.0","false","interacts with","CDC20 (interacts with) TOP2A"
"0.781","0.92","0.981","0.0","0.0","0.0","0.0","interacts with","CDC20 (interacts with) KIF20A","0.0","9606.ENSP00000361540","9606.ENSP00000378356","0.0","false","interacts with","CDC20 (interacts with) KIF20A"
"0.813","0.923","0.992","0.5","0.053","0.0","0.0","interacts with","CDC20 (interacts with) CDCA8","0.0","9606.ENSP00000361540","9606.ENSP00000362146","0.0","false","interacts with","CDC20 (interacts with) CDCA8"
"0.491","0.793","0.89","0.0","0.0","0.0","0.0","interacts with","CDC25C (interacts with) DLGAP5","0.0","9606.ENSP00000321656","9606.ENSP00000247191","0.0","false","interacts with","CDC25C (interacts with) DLGAP5"
"0.41","0.045","0.772","0.0","0.628","0.0","0.0","interacts with","CDC25C (interacts with) EGFR","0.0","9606.ENSP00000321656","9606.ENSP00000275493","0.0","false","interacts with","CDC25C (interacts with) EGFR"
"0.553","0.442","0.739","0.0","0.0","0.0","0.0","interacts with","CDC25C (interacts with) CDCA5","0.0","9606.ENSP00000321656","9606.ENSP00000275517","0.0","false","interacts with","CDC25C (interacts with) CDCA5"
"0.477","0.65","0.821","0.0","0.103","0.0","0.0","interacts with","CDC25C (interacts with) MELK","0.0","9606.ENSP00000321656","9606.ENSP00000298048","0.0","false","interacts with","CDC25C (interacts with) MELK"
"0.223","0.654","0.72","0.0","0.0","0.0","0.0","interacts with","CDC25C (interacts with) HMMR","0.0","9606.ENSP00000321656","9606.ENSP00000377492","0.0","false","interacts with","CDC25C (interacts with) HMMR"
"0.391","0.665","0.787","0.0","0.0","0.0","0.0","interacts with","CDC25C (interacts with) TTK","0.0","9606.ENSP00000321656","9606.ENSP00000358813","0.0","false","interacts with","CDC25C (interacts with) TTK"
"0.603","0.495","0.797","0.0","0.071","0.0","0.0","interacts with","CDC25C (interacts with) TOP2A","0.0","9606.ENSP00000321656","9606.ENSP00000411532","0.0","false","interacts with","CDC25C (interacts with) TOP2A"
"0.45","0.648","0.798","0.0","0.0","0.0","0.0","interacts with","CDC25C (interacts with) KIF4A","0.0","9606.ENSP00000321656","9606.ENSP00000363524","0.0","false","interacts with","CDC25C (interacts with) KIF4A"
"0.201","0.77","0.808","0.0","0.0","0.0","0.0","interacts with","CDC25C (interacts with) DEPDC1","0.0","9606.ENSP00000321656","9606.ENSP00000412292","0.0","false","interacts with","CDC25C (interacts with) DEPDC1"
"0.486","0.652","0.814","0.0","0.0","0.0","0.0","interacts with","CDC25C (interacts with) NEK2","0.0","9606.ENSP00000321656","9606.ENSP00000355966","0.0","false","interacts with","CDC25C (interacts with) NEK2"
"0.514","0.635","0.816","0.0","0.048","0.0","0.0","interacts with","CDC25C (interacts with) UBE2C","0.0","9606.ENSP00000321656","9606.ENSP00000348838","0.0","false","interacts with","CDC25C (interacts with) UBE2C"
"0.586","0.585","0.821","0.0","0.0","0.0","0.0","interacts with","CDC25C (interacts with) CDCA8","0.0","9606.ENSP00000321656","9606.ENSP00000362146","0.0","false","interacts with","CDC25C (interacts with) CDCA8"
"0.324","0.786","0.849","0.0","0.0","0.0","0.0","interacts with","CDC25C (interacts with) KIF20A","0.0","9606.ENSP00000321656","9606.ENSP00000378356","0.0","false","interacts with","CDC25C (interacts with) KIF20A"
"0.756","0.435","0.856","0.0","0.0","0.0","0.0","interacts with","CDC25C (interacts with) CDC45","0.0","9606.ENSP00000321656","9606.ENSP00000405726","0.0","false","interacts with","CDC25C (interacts with) CDC45"
"0.43","0.774","0.865","0.0","0.0","0.0","0.0","interacts with","CDC25C (interacts with) HJURP","0.0","9606.ENSP00000321656","9606.ENSP00000414109","0.0","false","interacts with","CDC25C (interacts with) HJURP"
"0.883","0.042","0.966","0.5","0.475","0.0","0.0","interacts with","CDC25C (interacts with) SFN","0.0","9606.ENSP00000321656","9606.ENSP00000340989","0.0","false","interacts with","CDC25C (interacts with) SFN"
"0.564","0.827","0.921","0.0","0.0","0.0","0.0","interacts with","CDC45 (interacts with) DLGAP5","0.0","9606.ENSP00000405726","9606.ENSP00000247191","0.0","false","interacts with","CDC45 (interacts with) DLGAP5"
"0.841","0.795","0.999","0.54","0.996","0.0","0.0","interacts with","CDC45 (interacts with) GINS2","0.0","9606.ENSP00000405726","9606.ENSP00000253462","0.0","false","interacts with","CDC45 (interacts with) GINS2"
"0.931","0.392","0.999","0.54","0.996","0.0","0.0","interacts with","CDC45 (interacts with) GINS1","0.0","9606.ENSP00000405726","9606.ENSP00000262460","0.0","false","interacts with","CDC45 (interacts with) GINS1"
"0.678","0.813","0.937","0.0","0.0","0.0","0.0","interacts with","CDC45 (interacts with) CDCA5","0.0","9606.ENSP00000405726","9606.ENSP00000275517","0.0","false","interacts with","CDC45 (interacts with) CDCA5"
"0.366","0.813","0.876","0.0","0.0","0.0","0.0","interacts with","CDC45 (interacts with) MELK","0.0","9606.ENSP00000405726","9606.ENSP00000298048","0.0","false","interacts with","CDC45 (interacts with) MELK"
"0.248","0.787","0.833","0.0","0.0","0.0","0.0","interacts with","CDC45 (interacts with) PCLAF","0.0","9606.ENSP00000405726","9606.ENSP00000300035","0.0","false","interacts with","CDC45 (interacts with) PCLAF"
"0.387","0.635","0.766","0.0","0.0","0.0","0.0","interacts with","CDC45 (interacts with) TPX2","0.0","9606.ENSP00000405726","9606.ENSP00000300403","0.0","false","interacts with","CDC45 (interacts with) TPX2"
"0.31","0.839","0.884","0.0","0.0","0.0","0.0","interacts with","CDC45 (interacts with) TYMS","0.0","9606.ENSP00000405726","9606.ENSP00000315644","0.0","false","interacts with","CDC45 (interacts with) TYMS"
