"automated_textmining","coexpression","combined_score","database_annotated","experimentally_determined_interaction","gene_fusion","homology","interaction","name","neighborhood_on_chromosome","node1_string_id","node2_string_id","phylogenetic_cooccurrence","selected","shared interaction","shared name"
"0.333","0.788","0.853","0.0","0.0","0.0","0.0","interacts with","CENPF (interacts with) UBE2T","0.0","9606.ENSP00000355922","9606.ENSP00000494957","0.0","false","interacts with","CENPF (interacts with) UBE2T"
"0.571","0.73","0.879","0.0","0.0","0.0","0.0","interacts with","CENPF (interacts with) KIF4A","0.0","9606.ENSP00000355922","9606.ENSP00000363524","0.0","false","interacts with","CENPF (interacts with) KIF4A"
"0.669","0.787","0.927","0.0","0.045","0.0","0.0","interacts with","CENPF (interacts with) HMMR","0.0","9606.ENSP00000355922","9606.ENSP00000377492","0.0","false","interacts with","CENPF (interacts with) HMMR"
"0.631","0.855","0.944","0.0","0.0","0.0","0.0","interacts with","CENPF (interacts with) NUSAP1","0.0","9606.ENSP00000355922","9606.ENSP00000499238","0.0","false","interacts with","CENPF (interacts with) NUSAP1"
"0.64","0.856","0.946","0.0","0.0","0.0","0.0","interacts with","CENPF (interacts with) HJURP","0.0","9606.ENSP00000355922","9606.ENSP00000414109","0.0","false","interacts with","CENPF (interacts with) HJURP"
"0.877","0.638","0.953","0.0","0.0","0.0","0.0","interacts with","CENPF (interacts with) ZWINT","0.0","9606.ENSP00000355922","9606.ENSP00000363055","0.0","false","interacts with","CENPF (interacts with) ZWINT"
"0.745","0.847","0.959","0.0","0.0","0.0","0.0","interacts with","CENPF (interacts with) CEP55","0.0","9606.ENSP00000355922","9606.ENSP00000360540","0.0","false","interacts with","CENPF (interacts with) CEP55"
"0.627","0.899","0.96","0.0","0.0","0.0","0.0","interacts with","CENPF (interacts with) KIF20A","0.0","9606.ENSP00000355922","9606.ENSP00000378356","0.0","false","interacts with","CENPF (interacts with) KIF20A"
"0.723","0.886","0.967","0.0","0.0","0.0","0.0","interacts with","CENPF (interacts with) TTK","0.0","9606.ENSP00000355922","9606.ENSP00000358813","0.0","false","interacts with","CENPF (interacts with) TTK"
"0.759","0.882","0.97","0.0","0.0","0.0","0.0","interacts with","CENPF (interacts with) NEK2","0.0","9606.ENSP00000355922","9606.ENSP00000355966","0.0","false","interacts with","CENPF (interacts with) NEK2"
"0.804","0.876","0.974","0.0","0.0","0.0","0.0","interacts with","CENPF (interacts with) TOP2A","0.0","9606.ENSP00000355922","9606.ENSP00000411532","0.0","false","interacts with","CENPF (interacts with) TOP2A"
"0.755","0.999","0.999","0.0","0.0","0.0","0.0","interacts with","CEP55 (interacts with) DLGAP5","0.0","9606.ENSP00000360540","9606.ENSP00000247191","0.0","false","interacts with","CEP55 (interacts with) DLGAP5"
"0.249","0.789","0.834","0.0","0.0","0.0","0.0","interacts with","CEP55 (interacts with) DEPDC1B","0.0","9606.ENSP00000360540","9606.ENSP00000265036","0.0","false","interacts with","CEP55 (interacts with) DEPDC1B"
"0.751","0.83","0.956","0.0","0.0","0.0","0.0","interacts with","CEP55 (interacts with) MELK","0.0","9606.ENSP00000360540","9606.ENSP00000298048","0.0","false","interacts with","CEP55 (interacts with) MELK"
"0.5","0.733","0.861","0.0","0.0","0.0","0.0","interacts with","CEP55 (interacts with) PCLAF","0.0","9606.ENSP00000360540","9606.ENSP00000300035","0.0","false","interacts with","CEP55 (interacts with) PCLAF"
"0.727","0.804","0.944","0.0","0.0","0.0","0.0","interacts with","CEP55 (interacts with) TPX2","0.0","9606.ENSP00000360540","9606.ENSP00000300403","0.0","false","interacts with","CEP55 (interacts with) TPX2"
"0.53","0.524","0.767","0.0","0.0","0.0","0.0","interacts with","CEP55 (interacts with) TYMS","0.0","9606.ENSP00000360540","9606.ENSP00000315644","0.0","false","interacts with","CEP55 (interacts with) TYMS"
"0.691","0.81","0.938","0.0","0.0","0.0","0.0","interacts with","CEP55 (interacts with) UBE2C","0.0","9606.ENSP00000360540","9606.ENSP00000348838","0.0","false","interacts with","CEP55 (interacts with) UBE2C"
"0.739","0.801","0.945","0.0","0.0","0.0","0.0","interacts with","CEP55 (interacts with) RRM2","0.0","9606.ENSP00000360540","9606.ENSP00000353770","0.0","false","interacts with","CEP55 (interacts with) RRM2"
"0.541","0.816","0.912","0.0","0.0","0.0","0.0","interacts with","CEP55 (interacts with) NEK2","0.0","9606.ENSP00000360540","9606.ENSP00000355966","0.0","false","interacts with","CEP55 (interacts with) NEK2"
"0.66","0.846","0.945","0.0","0.0","0.0","0.0","interacts with","CEP55 (interacts with) TTK","0.0","9606.ENSP00000360540","9606.ENSP00000358813","0.0","false","interacts with","CEP55 (interacts with) TTK"
"0.48","0.557","0.76","0.0","0.0","0.0","0.0","interacts with","CEP55 (interacts with) UHRF1","0.0","9606.ENSP00000360540","9606.ENSP00000479617","0.0","false","interacts with","CEP55 (interacts with) UHRF1"
"0.585","0.465","0.768","0.0","0.0","0.0","0.0","interacts with","CEP55 (interacts with) UBE2T","0.0","9606.ENSP00000360540","9606.ENSP00000494957","0.0","false","interacts with","CEP55 (interacts with) UBE2T"
"0.622","0.498","0.802","0.0","0.0","0.0","0.0","interacts with","CEP55 (interacts with) TK1","0.0","9606.ENSP00000360540","9606.ENSP00000468425","0.0","false","interacts with","CEP55 (interacts with) TK1"
"0.418","0.781","0.867","0.0","0.0","0.0","0.0","interacts with","CEP55 (interacts with) ZWINT","0.0","9606.ENSP00000360540","9606.ENSP00000363055","0.0","false","interacts with","CEP55 (interacts with) ZWINT"
"0.417","0.799","0.877","0.0","0.0","0.0","0.0","interacts with","CEP55 (interacts with) DEPDC1","0.0","9606.ENSP00000360540","9606.ENSP00000412292","0.0","false","interacts with","CEP55 (interacts with) DEPDC1"
"0.623","0.798","0.921","0.0","0.0","0.0","0.0","interacts with","CEP55 (interacts with) HJURP","0.0","9606.ENSP00000360540","9606.ENSP00000414109","0.0","false","interacts with","CEP55 (interacts with) HJURP"
"0.443","0.873","0.926","0.0","0.0","0.0","0.0","interacts with","CEP55 (interacts with) HMMR","0.0","9606.ENSP00000360540","9606.ENSP00000377492","0.0","false","interacts with","CEP55 (interacts with) HMMR"
"0.596","0.829","0.928","0.0","0.0","0.0","0.0","interacts with","CEP55 (interacts with) TOP2A","0.0","9606.ENSP00000360540","9606.ENSP00000411532","0.0","false","interacts with","CEP55 (interacts with) TOP2A"
"0.584","0.839","0.93","0.0","0.0","0.0","0.0","interacts with","CEP55 (interacts with) NUSAP1","0.0","9606.ENSP00000360540","9606.ENSP00000499238","0.0","false","interacts with","CEP55 (interacts with) NUSAP1"
"0.748","0.814","0.951","0.0","0.0","0.0","0.0","interacts with","CEP55 (interacts with) KIF4A","0.0","9606.ENSP00000360540","9606.ENSP00000363524","0.0","false","interacts with","CEP55 (interacts with) KIF4A"
"0.782","0.833","0.962","0.0","0.053","0.0","0.0","interacts with","CEP55 (interacts with) KIF20A","0.0","9606.ENSP00000360540","9606.ENSP00000378356","0.0","false","interacts with","CEP55 (interacts with) KIF20A"
"0.606","0.065","0.887","0.72","0.0","0.0","0.0","interacts with","CETP (interacts with) CLU","0.0","9606.ENSP00000200676","9606.ENSP00000315130","0.0","false","interacts with","CETP (interacts with) CLU"
"0.874","0.056","0.94","0.54","0.0","0.0","0.0","interacts with","CETP (interacts with) LPL","0.0","9606.ENSP00000200676","9606.ENSP00000497642","0.0","false","interacts with","CETP (interacts with) LPL"
"0.793","0.215","0.845","0.0","0.125","0.0","0.0","interacts with","CFD (interacts with) CFP","0.0","9606.ENSP00000468253","9606.ENSP00000247153","0.0","false","interacts with","CFD (interacts with) CFP"
"0.724","0.056","0.748","0.0","0.113","0.0","0.0","interacts with","CFP (interacts with) COMP","0.0","9606.ENSP00000247153","9606.ENSP00000222271","0.0","false","interacts with","CFP (interacts with) COMP"
"0.675","0.044","0.704","0.0","0.125","0.0","0.0","interacts with","CFP (interacts with) MASP1","0.0","9606.ENSP00000247153","9606.ENSP00000296280","0.0","false","interacts with","CFP (interacts with) MASP1"
"0.61","0.06","0.717","0.0","0.292","0.0","0.0","interacts with","CFP (interacts with) CLU","0.0","9606.ENSP00000247153","9606.ENSP00000315130","0.0","false","interacts with","CFP (interacts with) CLU"
"0.595","0.522","0.809","0.0","0.091","0.0","0.0","interacts with","CFP (interacts with) FCN1","0.0","9606.ENSP00000247153","9606.ENSP00000360871","0.0","false","interacts with","CFP (interacts with) FCN1"
"0.204","0.047","0.711","0.65","0.0","0.0","0.0","interacts with","CLDN11 (interacts with) ESAM","0.0","9606.ENSP00000064724","9606.ENSP00000278927","0.0","false","interacts with","CLDN11 (interacts with) ESAM"
"0.236","0.066","0.728","0.65","0.0","0.0","0.722","interacts with","CLDN11 (interacts with) CLDN5","0.0","9606.ENSP00000064724","9606.ENSP00000385477","0.0","false","interacts with","CLDN11 (interacts with) CLDN5"
"0.189","0.042","0.704","0.65","0.0","0.0","0.743","interacts with","CLDN18 (interacts with) CLDN5","0.0","9606.ENSP00000340939","9606.ENSP00000385477","0.0","false","interacts with","CLDN18 (interacts with) CLDN5"
"0.669","0.77","0.92","0.0","0.0","0.0","0.0","interacts with","CLDN5 (interacts with) VWF","0.0","9606.ENSP00000385477","9606.ENSP00000261405","0.0","false","interacts with","CLDN5 (interacts with) VWF"
"0.753","0.686","0.97","0.65","0.0","0.0","0.0","interacts with","CLDN5 (interacts with) ESAM","0.0","9606.ENSP00000385477","9606.ENSP00000278927","0.0","false","interacts with","CLDN5 (interacts with) ESAM"
"0.344","0.608","0.732","0.0","0.0","0.0","0.0","interacts with","CLDN5 (interacts with) ROBO4","0.0","9606.ENSP00000385477","9606.ENSP00000304945","0.0","false","interacts with","CLDN5 (interacts with) ROBO4"
"0.745","0.083","0.756","0.0","0.0","0.0","0.0","interacts with","CLDN5 (interacts with) MMP9","0.0","9606.ENSP00000385477","9606.ENSP00000361405","0.0","false","interacts with","CLDN5 (interacts with) MMP9"
"0.708","0.043","0.708","0.0","0.0","0.0","0.0","interacts with","CLDN5 (interacts with) IL6","0.0","9606.ENSP00000385477","9606.ENSP00000385675","0.0","false","interacts with","CLDN5 (interacts with) IL6"
"0.8","0.26","0.845","0.0","0.0","0.0","0.0","interacts with","CLDN5 (interacts with) PECAM1","0.0","9606.ENSP00000385477","9606.ENSP00000457421","0.0","false","interacts with","CLDN5 (interacts with) PECAM1"
"0.864","0.263","0.927","0.0","0.334","0.0","0.0","interacts with","CLEC14A (interacts with) MMRN2","0.0","9606.ENSP00000353013","9606.ENSP00000361097","0.0","false","interacts with","CLEC14A (interacts with) MMRN2"
"0.7","0.184","0.794","0.0","0.226","0.0","0.0","interacts with","CLU (interacts with) CP","0.0","9606.ENSP00000315130","9606.ENSP00000264613","0.0","false","interacts with","CLU (interacts with) CP"
"0.614","0.054","0.718","0.0","0.292","0.0","0.0","interacts with","CLU (interacts with) MMP9","0.0","9606.ENSP00000315130","9606.ENSP00000361405","0.0","false","interacts with","CLU (interacts with) MMP9"
"0.7","0.137","0.73","0.0","0.0","0.0","0.0","interacts with","CLU (interacts with) SPP1","0.0","9606.ENSP00000315130","9606.ENSP00000378517","0.0","false","interacts with","CLU (interacts with) SPP1"
"0.519","0.059","0.773","0.54","0.0","0.0","0.0","interacts with","CLU (interacts with) LPL","0.0","9606.ENSP00000315130","9606.ENSP00000497642","0.0","false","interacts with","CLU (interacts with) LPL"
"0.636","0.067","0.861","0.0","0.625","0.0","0.0","interacts with","CLU (interacts with) SNCA","0.0","9606.ENSP00000315130","9606.ENSP00000500990","0.0","false","interacts with","CLU (interacts with) SNCA"
"0.865","0.076","0.896","0.0","0.235","0.0","0.0","interacts with","CLU (interacts with) SERPINA1","0.0","9606.ENSP00000315130","9606.ENSP00000416066","0.0","false","interacts with","CLU (interacts with) SERPINA1"
"0.617","0.524","0.812","0.0","0.05","0.0","0.0","interacts with","COL10A1 (interacts with) MMP11","0.0","9606.ENSP00000327368","9606.ENSP00000215743","0.0","false","interacts with","COL10A1 (interacts with) MMP11"
"0.546","0.479","0.768","0.0","0.099","0.0","0.0","interacts with","COL10A1 (interacts with) COMP","0.0","9606.ENSP00000327368","9606.ENSP00000222271","0.0","false","interacts with","COL10A1 (interacts with) COMP"
"0.521","0.208","0.781","0.4","0.0","0.0","0.744","interacts with","COL10A1 (interacts with) COL1A1","0.0","9606.ENSP00000327368","9606.ENSP00000225964","0.152","false","interacts with","COL10A1 (interacts with) COL1A1"
"0.732","0.234","0.787","0.0","0.045","0.0","0.0","interacts with","COL10A1 (interacts with) IBSP","0.0","9606.ENSP00000327368","9606.ENSP00000226284","0.0","false","interacts with","COL10A1 (interacts with) IBSP"
"0.903","0.362","0.936","0.0","0.05","0.0","0.0","interacts with","COL10A1 (interacts with) MMP13","0.0","9606.ENSP00000327368","9606.ENSP00000260302","0.0","false","interacts with","COL10A1 (interacts with) MMP13"
"0.496","0.136","0.755","0.4","0.0","0.0","0.718","interacts with","COL10A1 (interacts with) COL1A2","0.0","9606.ENSP00000327368","9606.ENSP00000297268","0.173","false","interacts with","COL10A1 (interacts with) COL1A2"
"0.453","0.245","0.762","0.4","0.0","0.0","0.75","interacts with","COL10A1 (interacts with) COL3A1","0.0","9606.ENSP00000327368","9606.ENSP00000304408","0.155","false","interacts with","COL10A1 (interacts with) COL3A1"
"0.454","0.213","0.753","0.4","0.0","0.0","0.719","interacts with","COL10A1 (interacts with) COL5A2","0.0","9606.ENSP00000327368","9606.ENSP00000364000","0.156","false","interacts with","COL10A1 (interacts with) COL5A2"
"0.472","0.623","0.877","0.4","0.0","0.0","0.765","interacts with","COL10A1 (interacts with) COL11A1","0.0","9606.ENSP00000327368","9606.ENSP00000359114","0.091","false","interacts with","COL10A1 (interacts with) COL11A1"
"0.616","0.323","0.732","0.0","0.05","0.0","0.0","interacts with","COL11A1 (interacts with) MMP11","0.0","9606.ENSP00000359114","9606.ENSP00000215743","0.0","false","interacts with","COL11A1 (interacts with) MMP11"
"0.841","0.244","0.965","0.72","0.0","0.0","0.847","interacts with","COL11A1 (interacts with) COL1A1","0.0","9606.ENSP00000359114","9606.ENSP00000225964","0.095","false","interacts with","COL11A1 (interacts with) COL1A1"
"0.899","0.295","0.992","0.9","0.069","0.0","0.841","interacts with","COL11A1 (interacts with) COL1A2","0.0","9606.ENSP00000359114","9606.ENSP00000297268","0.093","false","interacts with","COL11A1 (interacts with) COL1A2"
"0.817","0.353","0.965","0.72","0.0","0.0","0.84","interacts with","COL11A1 (interacts with) COL3A1","0.0","9606.ENSP00000359114","9606.ENSP00000304408","0.092","false","interacts with","COL11A1 (interacts with) COL3A1"
"0.858","0.269","0.898","0.0","0.099","0.0","0.0","interacts with","COL11A1 (interacts with) THBS2","0.0","9606.ENSP00000359114","9606.ENSP00000355751","0.0","false","interacts with","COL11A1 (interacts with) THBS2"
"0.479","0.217","0.877","0.72","0.0","0.0","0.975","interacts with","COL11A1 (interacts with) COL5A1","0.0","9606.ENSP00000359114","9606.ENSP00000360882","0.053","false","interacts with","COL11A1 (interacts with) COL5A1"
"0.855","0.405","0.976","0.72","0.099","0.0","0.84","interacts with","COL11A1 (interacts with) COL5A2","0.0","9606.ENSP00000359114","9606.ENSP00000364000","0.079","false","interacts with","COL11A1 (interacts with) COL5A2"
"0.935","0.178","0.972","0.5","0.068","0.0","0.0","interacts with","COL17A1 (interacts with) LAMA3","0.0","9606.ENSP00000497653","9606.ENSP00000324532","0.0","false","interacts with","COL17A1 (interacts with) LAMA3"
"0.68","0.099","0.702","0.0","0.05","0.0","0.0","interacts with","COL1A1 (interacts with) MMP13","0.0","9606.ENSP00000225964","9606.ENSP00000260302","0.0","false","interacts with","COL1A1 (interacts with) MMP13"
"0.458","0.075","0.703","0.4","0.129","0.0","0.0","interacts with","COL1A1 (interacts with) PCOLCE2","0.0","9606.ENSP00000225964","9606.ENSP00000295992","0.0","false","interacts with","COL1A1 (interacts with) PCOLCE2"
"0.705","0.063","0.713","0.0","0.045","0.0","0.0","interacts with","COL1A1 (interacts with) IBSP","0.0","9606.ENSP00000225964","9606.ENSP00000226284","0.0","false","interacts with","COL1A1 (interacts with) IBSP"
"0.742","0.061","0.747","0.0","0.0","0.0","0.0","interacts with","COL1A1 (interacts with) SPP1","0.0","9606.ENSP00000225964","9606.ENSP00000378517","0.0","false","interacts with","COL1A1 (interacts with) SPP1"
"0.341","0.062","0.765","0.65","0.0","0.0","0.0","interacts with","COL1A1 (interacts with) ITGA8","0.0","9606.ENSP00000225964","9606.ENSP00000367316","0.0","false","interacts with","COL1A1 (interacts with) ITGA8"
"0.738","0.139","0.767","0.0","0.05","0.0","0.0","interacts with","COL1A1 (interacts with) MMP1","0.0","9606.ENSP00000225964","9606.ENSP00000322788","0.0","false","interacts with","COL1A1 (interacts with) MMP1"
"0.706","0.333","0.795","0.0","0.0","0.0","0.0","interacts with","COL1A1 (interacts with) CTHRC1","0.0","9606.ENSP00000225964","9606.ENSP00000330523","0.0","false","interacts with","COL1A1 (interacts with) CTHRC1"
"0.722","0.368","0.828","0.0","0.099","0.0","0.0","interacts with","COL1A1 (interacts with) THBS2","0.0","9606.ENSP00000225964","9606.ENSP00000355751","0.0","false","interacts with","COL1A1 (interacts with) THBS2"
"0.83","0.089","0.84","0.0","0.05","0.0","0.0","interacts with","COL1A1 (interacts with) MMP9","0.0","9606.ENSP00000225964","9606.ENSP00000361405","0.0","false","interacts with","COL1A1 (interacts with) MMP9"
"0.821","0.103","0.877","0.0","0.294","0.0","0.0","interacts with","COL1A1 (interacts with) VWF","0.0","9606.ENSP00000225964","9606.ENSP00000261405","0.0","false","interacts with","COL1A1 (interacts with) VWF"
"0.65","0.095","0.879","0.65","0.0","0.0","0.0","interacts with","COL1A1 (interacts with) ITGA1","0.0","9606.ENSP00000225964","9606.ENSP00000282588","0.0","false","interacts with","COL1A1 (interacts with) ITGA1"
"0.744","0.743","0.968","0.0","0.554","0.0","0.0","interacts with","COL1A1 (interacts with) SPARC","0.0","9606.ENSP00000225964","9606.ENSP00000231061","0.0","false","interacts with","COL1A1 (interacts with) SPARC"
"0.88","0.795","0.994","0.72","0.23","0.0","0.845","interacts with","COL1A1 (interacts with) COL5A1","0.0","9606.ENSP00000225964","9606.ENSP00000360882","0.091","false","interacts with","COL1A1 (interacts with) COL5A1"
"0.912","0.839","0.995","0.72","0.0","0.0","0.948","interacts with","COL1A1 (interacts with) COL5A2","0.0","9606.ENSP00000225964","9606.ENSP00000364000","0.064","false","interacts with","COL1A1 (interacts with) COL5A2"
"0.965","0.958","0.999","0.9","0.0","0.0","0.95","interacts with","COL1A1 (interacts with) COL3A1","0.0","9606.ENSP00000225964","9606.ENSP00000304408","0.065","false","interacts with","COL1A1 (interacts with) COL3A1"
"0.981","0.964","0.999","0.9","0.649","0.0","0.957","interacts with","COL1A1 (interacts with) COL1A2","0.0","9606.ENSP00000225964","9606.ENSP00000297268","0.061","false","interacts with","COL1A1 (interacts with) COL1A2"
"0.733","0.849","0.959","0.0","0.07","0.0","0.0","interacts with","COL1A2 (interacts with) SPARC","0.0","9606.ENSP00000297268","9606.ENSP00000231061","0.0","false","interacts with","COL1A2 (interacts with) SPARC"
"0.575","0.107","0.855","0.65","0.0","0.0","0.0","interacts with","COL1A2 (interacts with) ITGA1","0.0","9606.ENSP00000297268","9606.ENSP00000282588","0.0","false","interacts with","COL1A2 (interacts with) ITGA1"
"0.626","0.3","0.727","0.0","0.0","0.0","0.0","interacts with","COL1A2 (interacts with) CXCL12","0.0","9606.ENSP00000297268","9606.ENSP00000379140","0.0","false","interacts with","COL1A2 (interacts with) CXCL12"
"0.276","0.084","0.747","0.65","0.0","0.0","0.0","interacts with","COL1A2 (interacts with) ITGA8","0.0","9606.ENSP00000297268","9606.ENSP00000367316","0.0","false","interacts with","COL1A2 (interacts with) ITGA8"
"0.716","0.489","0.858","0.0","0.099","0.0","0.0","interacts with","COL1A2 (interacts with) THBS2","0.0","9606.ENSP00000297268","9606.ENSP00000355751","0.0","false","interacts with","COL1A2 (interacts with) THBS2"
"0.9","0.075","0.904","0.0","0.05","0.0","0.0","interacts with","COL1A2 (interacts with) MMP9","0.0","9606.ENSP00000297268","9606.ENSP00000361405","0.0","false","interacts with","COL1A2 (interacts with) MMP9"
"0.864","0.66","0.989","0.72","0.259","0.0","0.834","interacts with","COL1A2 (interacts with) COL5A1","0.0","9606.ENSP00000297268","9606.ENSP00000360882","0.091","false","interacts with","COL1A2 (interacts with) COL5A1"
"0.949","0.884","0.998","0.72","0.098","0.0","0.934","interacts with","COL1A2 (interacts with) COL5A2","0.0","9606.ENSP00000297268","9606.ENSP00000364000","0.072","false","interacts with","COL1A2 (interacts with) COL5A2"
"0.966","0.999","0.999","0.9","0.229","0.0","0.928","interacts with","COL1A2 (interacts with) COL3A1","0.0","9606.ENSP00000297268","9606.ENSP00000304408","0.076","false","interacts with","COL1A2 (interacts with) COL3A1"
"0.499","0.553","0.911","0.0","0.635","0.0","0.0","interacts with","COL3A1 (interacts with) SPARC","0.0","9606.ENSP00000304408","9606.ENSP00000231061","0.0","false","interacts with","COL3A1 (interacts with) SPARC"
"0.566","0.443","0.748","0.0","0.0","0.0","0.0","interacts with","COL3A1 (interacts with) SULF1","0.0","9606.ENSP00000304408","9606.ENSP00000260128","0.0","false","interacts with","COL3A1 (interacts with) SULF1"
"0.624","0.112","0.723","0.0","0.236","0.0","0.0","interacts with","COL3A1 (interacts with) ITGA1","0.0","9606.ENSP00000304408","9606.ENSP00000282588","0.0","false","interacts with","COL3A1 (interacts with) ITGA1"
"0.598","0.377","0.739","0.0","0.0","0.0","0.0","interacts with","COL3A1 (interacts with) CXCL12","0.0","9606.ENSP00000304408","9606.ENSP00000379140","0.0","false","interacts with","COL3A1 (interacts with) CXCL12"
"0.728","0.091","0.745","0.0","0.05","0.0","0.0","interacts with","COL3A1 (interacts with) MMP9","0.0","9606.ENSP00000304408","9606.ENSP00000361405","0.0","false","interacts with","COL3A1 (interacts with) MMP9"
"0.727","0.082","0.75","0.0","0.084","0.0","0.0","interacts with","COL3A1 (interacts with) TGFBR2","0.0","9606.ENSP00000304408","9606.ENSP00000351905","0.0","false","interacts with","COL3A1 (interacts with) TGFBR2"
"0.693","0.347","0.804","0.0","0.099","0.0","0.0","interacts with","COL3A1 (interacts with) THBS2","0.0","9606.ENSP00000304408","9606.ENSP00000355751","0.0","false","interacts with","COL3A1 (interacts with) THBS2"
"0.731","0.786","0.983","0.72","0.0","0.0","0.835","interacts with","COL3A1 (interacts with) COL5A1","0.0","9606.ENSP00000304408","9606.ENSP00000360882","0.094","false","interacts with","COL3A1 (interacts with) COL5A1"
"0.962","0.906","0.998","0.72","0.0","0.0","0.929","interacts with","COL3A1 (interacts with) COL5A2","0.0","9606.ENSP00000304408","9606.ENSP00000364000","0.075","false","interacts with","COL3A1 (interacts with) COL5A2"
"0.574","0.381","0.742","0.0","0.099","0.0","0.0","interacts with","COL5A1 (interacts with) THBS2","0.0","9606.ENSP00000360882","9606.ENSP00000355751","0.0","false","interacts with","COL5A1 (interacts with) THBS2"
"0.928","0.777","0.996","0.8","0.126","0.0","0.832","interacts with","COL5A1 (interacts with) COL5A2","0.0","9606.ENSP00000360882","9606.ENSP00000364000","0.087","false","interacts with","COL5A1 (interacts with) COL5A2"
"0.696","0.41","0.824","0.0","0.099","0.0","0.0","interacts with","COL5A2 (interacts with) THBS2","0.0","9606.ENSP00000364000","9606.ENSP00000355751","0.0","false","interacts with","COL5A2 (interacts with) THBS2"
"0.347","0.062","0.767","0.65","0.0","0.0","0.0","interacts with","COL6A6 (interacts with) ITGA8","0.0","9606.ENSP00000351310","9606.ENSP00000367316","0.0","false","interacts with","COL6A6 (interacts with) ITGA8"
"0.225","0.049","0.72","0.65","0.045","0.0","0.0","interacts with","COMP (interacts with) ITGA1","0.0","9606.ENSP00000222271","9606.ENSP00000282588","0.0","false","interacts with","COMP (interacts with) ITGA1"
"0.923","0.128","0.944","0.0","0.238","0.0","0.0","interacts with","CP (interacts with) SERPINA1","0.0","9606.ENSP00000264613","9606.ENSP00000416066","0.0","false","interacts with","CP (interacts with) SERPINA1"
"0.537","0.511","0.764","0.0","0.0","0.0","0.0","interacts with","CPB2 (interacts with) SERPIND1","0.0","9606.ENSP00000181383","9606.ENSP00000215727","0.0","false","interacts with","CPB2 (interacts with) SERPIND1"
"0.958","0.0","0.958","0.0","0.0","0.0","0.0","interacts with","CPB2 (interacts with) THBD","0.0","9606.ENSP00000181383","9606.ENSP00000366307","0.0","false","interacts with","CPB2 (interacts with) THBD"
"0.791","0.061","0.795","0.0","0.0","0.0","0.0","interacts with","CR2 (interacts with) MME","0.0","9606.ENSP00000356024","9606.ENSP00000418525","0.0","false","interacts with","CR2 (interacts with) MME"
"0.811","0.0","0.902","0.5","0.05","0.0","0.0","interacts with","CRABP2 (interacts with) RARA","0.0","9606.ENSP00000482841","9606.ENSP00000254066","0.0","false","interacts with","CRABP2 (interacts with) RARA"
"0.724","0.084","0.736","0.0","0.0","0.0","0.0","interacts with","CRYAB (interacts with) LDB3","0.0","9606.ENSP00000433560","9606.ENSP00000401437","0.0","false","interacts with","CRYAB (interacts with) LDB3"
"0.381","0.062","0.863","0.0","0.784","0.0","0.0","interacts with","CRYAB (interacts with) SNCA","0.0","9606.ENSP00000433560","9606.ENSP00000500990","0.0","false","interacts with","CRYAB (interacts with) SNCA"
"0.667","0.182","0.716","0.0","0.0","0.0","0.0","interacts with","CSF3 (interacts with) SELE","0.0","9606.ENSP00000225474","9606.ENSP00000331736","0.0","false","interacts with","CSF3 (interacts with) SELE"
"0.786","0.0","0.786","0.0","0.0","0.0","0.0","interacts with","CSF3 (interacts with) CXCL12","0.0","9606.ENSP00000225474","9606.ENSP00000379140","0.0","false","interacts with","CSF3 (interacts with) CXCL12"
"0.42","0.049","0.79","0.65","0.0","0.0","0.0","interacts with","CSF3 (interacts with) IL7R","0.0","9606.ENSP00000225474","9606.ENSP00000306157","0.0","false","interacts with","CSF3 (interacts with) IL7R"
"0.5","0.042","0.817","0.65","0.0","0.0","0.0","interacts with","CSF3 (interacts with) LIFR","0.0","9606.ENSP00000225474","9606.ENSP00000398368","0.0","false","interacts with","CSF3 (interacts with) LIFR"
"0.789","0.196","0.823","0.0","0.0","0.0","0.0","interacts with","CSF3 (interacts with) CXCL5","0.0","9606.ENSP00000225474","9606.ENSP00000296027","0.0","false","interacts with","CSF3 (interacts with) CXCL5"
"0.681","0.174","0.856","0.5","0.0","0.0","0.0","interacts with","CSF3 (interacts with) SOCS3","0.0","9606.ENSP00000225474","9606.ENSP00000330341","0.0","false","interacts with","CSF3 (interacts with) SOCS3"
"0.61","0.042","0.857","0.65","0.0","0.0","0.0","interacts with","CSF3 (interacts with) EGFR","0.0","9606.ENSP00000225474","9606.ENSP00000275493","0.0","false","interacts with","CSF3 (interacts with) EGFR"
"0.797","0.222","0.897","0.4","0.0","0.0","0.0","interacts with","CSF3 (interacts with) CXCL2","0.0","9606.ENSP00000225474","9606.ENSP00000427279","0.0","false","interacts with","CSF3 (interacts with) CXCL2"
"0.957","0.0","0.957","0.0","0.0","0.0","0.0","interacts with","CSF3 (interacts with) EGF","0.0","9606.ENSP00000225474","9606.ENSP00000265171","0.0","false","interacts with","CSF3 (interacts with) EGF"
"0.96","0.087","0.961","0.0","0.0","0.0","0.0","interacts with","CSF3 (interacts with) FGF2","0.0","9606.ENSP00000225474","9606.ENSP00000264498","0.0","false","interacts with","CSF3 (interacts with) FGF2"
"0.945","0.201","0.971","0.4","0.0","0.0","0.0","interacts with","CSF3 (interacts with) CXCL8","0.0","9606.ENSP00000225474","9606.ENSP00000306512","0.0","false","interacts with","CSF3 (interacts with) CXCL8"
