ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
217046_s_at	6.23e-36	2.05e-40	-20.1877271	81.125866	-3.46291867	AGER	advanced glycosylation end-product specific receptor
215918_s_at	6.23e-36	2.28e-40	-20.1646894	81.022301	-2.5091	SPTBN1	spectrin beta, non-erythrocytic 1
202524_s_at	5.57e-34	3.06e-38	-19.1170533	76.238592	-2.47131367	SPOCK2	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2
230469_at	8.87e-33	6.49e-37	-18.4781767	73.249942	-3.4138185	RTKN2	rhotekin 2
228540_at	9.94e-33	9.09e-37	-18.4083506	72.920015	-1.21880167	QKI	QKI, KH domain containing RNA binding
239650_at	2.66e-32	2.92e-36	-18.1678775	71.778846	-3.105129	NCKAP5	NCK associated protein 5
1557729_at	6.01e-32	7.70e-36	-17.9687728	70.828207	-1.770033	GRK5	G protein-coupled receptor kinase 5
206208_at	9.29e-32	1.36e-35	-17.8525178	70.270721	-2.5027335	CA4	carbonic anhydrase 4
206209_s_at	4.14e-31	6.82e-35	-17.5249524	68.690367	-3.86942117	CA4	carbonic anhydrase 4
217771_at	7.18e-31	1.31e-34	17.3926827	68.048243	2.06918167	GOLM1	golgi membrane protein 1
229893_at	8.51e-31	1.71e-34	-17.3392031	67.787969	-1.8765855	FRMD3	FERM domain containing 3
207302_at	1.05e-30	2.31e-34	-17.2788376	67.493736	-2.08049317	SGCG	sarcoglycan gamma
205941_s_at	1.27e-30	3.01e-34	17.2253691	67.232724	3.798228	COL10A1	collagen type X alpha 1 chain
213715_s_at	1.68e-30	4.31e-34	-17.1537446	66.8825	-2.01435583	KANK3	KN motif and ankyrin repeat domains 3
204396_s_at	1.06e-29	2.91e-33	-16.7725983	65.007658	-2.52072517	GRK5	G protein-coupled receptor kinase 5
229641_at	2.15e-29	6.30e-33	-16.6196768	64.250206	-2.33121867	CCBE1	collagen and calcium binding EGF domains 1
209470_s_at	3.52e-29	1.10e-32	-16.5102329	63.706281	-4.19842517	GPM6A	glycoprotein M6A
210081_at	1.15e-28	3.80e-32	-16.2657186	62.485607	-4.397615	AGER	advanced glycosylation end-product specific receptor
231991_at	1.75e-28	6.07e-32	-16.1739855	62.02572	-1.7766025	CCM2L	CCM2 like scaffolding protein
205637_s_at	2.07e-28	7.58e-32	-16.1302888	61.806287	-1.59067167	SH3GL3	SH3 domain containing GRB2 like 3, endophilin A3
230132_at	2.71e-28	1.04e-31	-16.0681123	61.493644	-1.98682667	PCAT19	prostate cancer associated transcript 19 (non-protein coding)
217428_s_at	3.70e-28	1.49e-31	15.9986989	61.144048	4.25829733	COL10A1	collagen type X alpha 1 chain
209469_at	4.16e-28	1.75e-31	-15.9671282	60.984847	-3.61581183	GPM6A	glycoprotein M6A
203435_s_at	4.30e-28	1.89e-31	-15.9522038	60.909546	-2.194316	MME	membrane metallo-endopeptidase
205107_s_at	8.10e-28	3.70e-31	15.8213358	60.248081	1.6109275	EFNA4	ephrin A4
241672_at	8.13e-28	3.87e-31	-15.8129633	60.205691	-2.7189875	SERTM1	serine rich and transmembrane domain containing 1
220027_s_at	8.16e-28	4.03e-31	-15.8048784	60.164749	-1.95229083	RASIP1	Ras interacting protein 1
232224_at	1.09e-27	5.60e-31	-15.7412062	59.84204	-1.50618583	MASP1	mannan binding lectin serine peptidase 1
217177_s_at	1.73e-27	9.15e-31	-15.6459978	59.35858	-1.93427367	PTPRB	protein tyrosine phosphatase, receptor type B
205200_at	2.47e-27	1.36e-30	-15.5700505	58.972144	-2.87982467	EXOSC7///CLEC3B	exosome component 7///C-type lectin domain family 3 member B
226028_at	3.38e-27	1.92e-30	-15.5033369	58.632123	-2.39167417	ROBO4	roundabout guidance receptor 4
242324_x_at	3.87e-27	2.32e-30	-15.466115	58.442183	-1.79576217	CCBE1	collagen and calcium binding EGF domains 1
209904_at	3.87e-27	2.34e-30	-15.4651814	58.437417	-3.11718933	TNNC1	troponin C1, slow skeletal and cardiac type
221861_at	6.30e-27	3.92e-30	-15.365652	57.928711	-1.21062633	ARRB1	arrestin beta 1
238062_at	6.65e-27	4.26e-30	-15.3496082	57.8466	-2.2897235	GPIHBP1	glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1
49111_at	6.95e-27	4.57e-30	-15.3359245	57.776544	-1.3245365	ARRB1	arrestin beta 1
235228_at	1.18e-26	7.95e-30	-15.2297636	57.232292	-2.581462	CCDC85A	coiled-coil domain containing 85A
1556579_s_at	1.40e-26	9.72e-30	-15.1913178	57.03487	-2.85504283	IGSF10	immunoglobulin superfamily member 10
209875_s_at	1.55e-26	1.10e-29	15.1671986	56.910929	4.503354	SPP1	secreted phosphoprotein 1
222416_at	1.93e-26	1.41e-29	15.1198493	56.667419	1.08628883	ALDH18A1	aldehyde dehydrogenase 18 family member A1
226950_at	2.03e-26	1.52e-29	-15.1058737	56.595496	-1.99019167	ACVRL1	activin A receptor like type 1
219719_at	3.56e-26	2.73e-29	-14.9938004	56.01792	-1.897787	HIGD1B	HIG1 hypoxia inducible domain family member 1B
227780_s_at	7.55e-26	5.94e-29	-14.8460506	55.254309	-1.80960617	ECSCR	endothelial cell surface expressed chemotaxis and apoptosis regulator
202523_s_at	1.18e-25	9.48e-29	-14.7573303	54.794606	-1.29999133	SPOCK2	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2
225314_at	1.18e-25	9.70e-29	14.752881	54.771529	1.78812083	OCIAD2	OCIA domain containing 2
204271_s_at	1.18e-25	9.93e-29	-14.7484621	54.748608	-2.76943683	EDNRB	endothelin receptor type B
207547_s_at	1.18e-25	1.02e-28	-14.7437418	54.72412	-2.6494565	FAM107A	family with sequence similarity 107 member A
209793_at	1.23e-25	1.08e-28	-14.7328354	54.667533	-1.99308467	GRIA1	glutamate ionotropic receptor AMPA type subunit 1
226244_at	2.22e-25	1.99e-28	-14.6171286	54.066384	-1.56608983	CLEC14A	C-type lectin domain family 14 member A
227929_at	2.79e-25	2.55e-28	-14.5698461	53.820311	-2.2304325	LIN7A	lin-7 homolog A, crumbs cell polarity complex component
222738_at	3.75e-25	3.57e-28	-14.5062405	53.488907	-1.91168483	WWC2///CLDN22	WW and C2 domain containing 2///claudin 22
210608_s_at	3.75e-25	3.65e-28	14.5018336	53.465929	1.865823	FUT2	fucosyltransferase 2
235670_at	3.75e-25	3.66e-28	-14.5015467	53.464434	-2.68905867	STX11	syntaxin 11
227779_at	3.75e-25	3.71e-28	-14.4991171	53.451765	-1.7158715	ECSCR	endothelial cell surface expressed chemotaxis and apoptosis regulator
206283_s_at	4.01e-25	4.03e-28	-14.4833745	53.369662	-2.21433667	TAL1	TAL bHLH transcription factor 1, erythroid differentiation factor
43511_s_at	4.74e-25	4.86e-28	-14.4481726	53.185978	-1.38764733	ARRB1	arrestin beta 1
212115_at	5.44e-25	5.67e-28	14.4189594	53.033443	1.095486	HN1L	hematological and neurological expressed 1 like
209074_s_at	6.01e-25	6.37e-28	-14.3969966	52.918706	-3.4444825	FAM107A	family with sequence similarity 107 member A
228568_at	6.65e-25	7.18e-28	-14.3745248	52.801257	-2.30643967	MYZAP	myocardial zonula adherens protein
200878_at	6.88e-25	7.56e-28	-14.3648916	52.750893	-1.630025	EPAS1	endothelial PAS domain protein 1
239942_at	8.96e-25	9.99e-28	-14.3122956	52.475741	-2.24147367	GNG11	G protein subunit gamma 11
230670_at	8.96e-25	1.02e-27	-14.3092171	52.459628	-1.87920333	IGSF10	immunoglobulin superfamily member 10
1552797_s_at	1.03e-24	1.19e-27	14.2801057	52.3072	2.58946683	PROM2	prominin 2
235108_at	1.27e-24	1.48e-27	-14.2382415	52.087846	-2.0032765	KCNK3	potassium two pore domain channel subfamily K member 3
204677_at	1.29e-24	1.53e-27	-14.2317533	52.053833	-2.2025655	CDH5	cadherin 5
227463_at	1.32e-24	1.59e-27	-14.2248299	52.017535	-1.3293345	ACE	angiotensin I converting enzyme
242600_at	1.70e-24	2.09e-27	-14.1740142	51.750966	-1.152041	FRMD3	FERM domain containing 3
238206_at	1.70e-24	2.11e-27	-14.1717583	51.739126	-2.00599833	RXFP1	relaxin/insulin like family peptide receptor 1
210838_s_at	2.07e-24	2.62e-27	-14.1315578	51.528046	-1.13336983	ACVRL1	activin A receptor like type 1
227874_at	2.22e-24	2.85e-27	-14.1157896	51.445207	-2.92047883	EMCN	endomucin
233903_s_at	2.25e-24	2.92e-27	-14.1110559	51.420334	-2.22339717	ARHGEF26	Rho guanine nucleotide exchange factor 26
225681_at	2.40e-24	3.16e-27	14.0963355	51.342971	3.193161	CTHRC1	collagen triple helix repeat containing 1
223449_at	2.63e-24	3.51e-27	-14.0762406	51.237326	-1.61518283	SEMA6A	semaphorin 6A
228434_at	2.79e-24	3.77e-27	-14.0629366	51.167361	-2.91837833	BTNL9	butyrophilin like 9
206702_at	2.85e-24	3.91e-27	-14.0563166	51.132541	-2.6043515	TEK	TEK receptor tyrosine kinase
236154_at	2.93e-24	4.09e-27	-14.0479027	51.088278	-1.61395183	QKI	QKI, KH domain containing RNA binding
1552388_at	2.93e-24	4.12e-27	-14.0463074	51.079885	-0.91816067	FLJ30901///SCUBE1	uncharacterized protein FLJ30901///signal peptide, CUB domain and EGF like domain containing 1
230482_at	3.01e-24	4.30e-27	-14.0385771	51.03921	-1.9456845	ST6GALNAC5	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5
201004_at	3.25e-24	4.69e-27	14.0222089	50.953067	0.92875833	SSR4	signal sequence receptor subunit 4
202148_s_at	3.84e-24	5.63e-27	13.9881867	50.773928	1.31495883	PYCR1	pyrroline-5-carboxylate reductase 1
204500_s_at	4.58e-24	6.79e-27	-13.9529543	50.588298	-1.0663335	AGTPBP1	ATP/GTP binding protein 1
226673_at	4.93e-24	7.39e-27	-13.9372646	50.505593	-1.5508275	SH2D3C	SH2 domain containing 3C
226694_at	5.68e-24	8.62e-27	-13.9084606	50.353697	-1.73913117	PALM2-AKAP2///AKAP2	PALM2-AKAP2 readthrough///A-kinase anchoring protein 2
205978_at	5.69e-24	8.74e-27	-13.905752	50.33941	-2.27307617	KL	klotho
208981_at	5.90e-24	9.17e-27	-13.8968894	50.292654	-1.55655583	PECAM1	platelet and endothelial cell adhesion molecule 1
63305_at	6.70e-24	1.06e-26	-13.8696123	50.148706	-1.2342025	PKNOX2	PBX/knotted 1 homeobox 2
220677_s_at	6.70e-24	1.07e-26	-13.8687634	50.144225	-1.72410267	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8
203571_s_at	1.15e-23	1.86e-26	-13.7652066	49.597068	-2.566354	ADIRF	adipogenesis regulatory factor
209789_at	1.26e-23	2.05e-26	-13.7464307	49.497754	-1.57073017	CORO2B	coronin 2B
212975_at	1.26e-23	2.07e-26	-13.7448605	49.489447	-1.37773017	DENND3	DENN domain containing 3
216620_s_at	1.32e-23	2.19e-26	-13.7346254	49.435293	-1.10972333	ARHGEF10	Rho guanine nucleotide exchange factor 10
227178_at	1.67e-23	2.81e-26	-13.6878912	49.187899	-1.355449	CELF2	CUGBP, Elav-like family member 2
219125_s_at	1.78e-23	3.02e-26	13.6748119	49.118626	1.12638517	SLC50A1	solute carrier family 50 member 1
226140_s_at	1.79e-23	3.08e-26	-13.6712215	49.099607	-1.2990245	OTUD1	OTU deubiquitinase 1
228665_at	1.80e-23	3.15e-26	-13.6671741	49.078166	-1.76472783	CYYR1	cysteine and tyrosine rich 1
243813_at	1.80e-23	3.17e-26	-13.6659552	49.071708	-2.32953967	LINC00968	long intergenic non-protein coding RNA 968
241782_at	1.82e-23	3.24e-26	-13.6619726	49.050608	-1.96185117	NEBL	nebulette
225660_at	1.90e-23	3.40e-26	-13.6527887	49.001946	-1.82189867	SEMA6A	semaphorin 6A
213316_at	2.40e-23	4.35e-26	-13.6070488	48.759471	-2.17507833	KIAA1462	KIAA1462
212636_at	2.48e-23	4.54e-26	-13.5988716	48.716102	-1.7168855	QKI	QKI, KH domain containing RNA binding
204642_at	2.57e-23	4.75e-26	-13.590606	48.672258	-1.98711933	S1PR1	sphingosine-1-phosphate receptor 1
208982_at	2.73e-23	5.09e-26	-13.577665	48.603601	-1.49800017	PECAM1	platelet and endothelial cell adhesion molecule 1
229172_at	2.80e-23	5.27e-26	-13.5714198	48.570463	-1.53015	HSPA12B	heat shock protein family A (Hsp70) member 12B
219059_s_at	3.47e-23	6.65e-26	-13.5281948	48.341004	-2.29578633	LYVE1	lymphatic vessel endothelial hyaluronan receptor 1
213900_at	3.47e-23	6.66e-26	-13.5278165	48.338996	-1.79586033	FAM189A2	family with sequence similarity 189 member A2
237390_at	4.33e-23	8.40e-26	-13.4847222	48.110063	-1.89206833	ADRA1A	adrenoceptor alpha 1A
227419_x_at	5.35e-23	1.05e-25	-13.4440993	47.894107	-2.06921467	PLAC9	placenta specific 9
202759_s_at	8.04e-23	1.59e-25	-13.3668835	47.483222	-2.0768775	PALM2-AKAP2///AKAP2	PALM2-AKAP2 readthrough///A-kinase anchoring protein 2
225372_at	8.36e-23	1.67e-25	-13.3579789	47.435805	-1.17950867	C10orf54	chromosome 10 open reading frame 54
244455_at	1.04e-22	2.09e-25	-13.3159511	47.211915	-2.1602865	KCNT2	potassium sodium-activated channel subfamily T member 2
213103_at	1.08e-22	2.19e-25	-13.3071409	47.164962	-1.34765233	STARD13	StAR related lipid transfer domain containing 13
228339_at	1.17e-22	2.40e-25	-13.2903067	47.075228	-1.79842333	ECSCR	endothelial cell surface expressed chemotaxis and apoptosis regulator
236088_at	1.28e-22	2.64e-25	-13.2725918	46.980774	-1.37876667	NTNG1	netrin G1
220994_s_at	1.42e-22	2.96e-25	-13.2517411	46.869566	-2.13920817	STXBP6	syntaxin binding protein 6
203065_s_at	1.46e-22	3.07e-25	-13.2450393	46.833814	-2.65232817	CAV1	caveolin 1
208674_x_at	1.48e-22	3.15e-25	13.2404761	46.809468	0.71721583	DDOST	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit
227452_at	1.48e-22	3.18e-25	13.238613	46.799528	2.24942533	LINC00673///LINC00511	long intergenic non-protein coding RNA 673///long intergenic non-protein coding RNA 511
231947_at	1.70e-22	3.67e-25	-13.2120174	46.657597	-1.87116283	MYCT1	myc target 1
224762_at	1.90e-22	4.13e-25	13.1900397	46.540267	1.6963555	SERINC2	serine incorporator 2
213317_at	1.92e-22	4.22e-25	-13.1860992	46.519226	-3.45981	CLIC5	chloride intracellular channel 5
212822_at	2.00e-22	4.42e-25	-13.177576	46.47371	-1.43910283	HEG1	heart development protein with EGF like domains 1
226985_at	2.11e-22	4.70e-25	-13.1662043	46.412974	-1.496624	FGD5	FYVE, RhoGEF and PH domain containing 5
219213_at	2.32e-22	5.22e-25	-13.1469992	46.310375	-1.64523	JAM2	junctional adhesion molecule 2
208837_at	2.45e-22	5.56e-25	13.1352681	46.247689	1.0615035	TMED3	transmembrane p24 trafficking protein 3
230560_at	2.51e-22	5.73e-25	-13.1297694	46.218303	-3.6274755	STXBP6	syntaxin binding protein 6
219761_at	2.54e-22	5.85e-25	-13.1259684	46.197988	-1.46432817	CLEC1A	C-type lectin domain family 1 member A
236383_at	2.57e-22	5.97e-25	-13.1222774	46.17826	-1.96095617		
208789_at	2.58e-22	6.03e-25	-13.1202577	46.167465	-1.21035117	PTRF	polymerase I and transcript release factor
61297_at	2.90e-22	6.84e-25	-13.0971378	46.043862	-1.29226883	CASKIN2	CASK interacting protein 2
203980_at	3.04e-22	7.24e-25	-13.0867176	45.98814	-3.7473685	FABP4	fatty acid binding protein 4
204468_s_at	3.08e-22	7.38e-25	-13.0830617	45.968588	-1.82840783	TIE1	tyrosine kinase with immunoglobulin like and EGF like domains 1
218723_s_at	3.20e-22	7.72e-25	-13.0747141	45.923941	-2.05028133	RGCC	regulator of cell cycle
204482_at	3.91e-22	9.52e-25	-13.0361713	45.717722	-2.111611	CLDN5	claudin 5
230645_at	4.09e-22	1.00e-24	-13.0265068	45.665995	-2.29135833	FRMD3	FERM domain containing 3
228268_at	4.25e-22	1.05e-24	-13.0182702	45.621904	-2.54368683	FMO2	flavin containing monooxygenase 2
206701_x_at	4.25e-22	1.06e-24	-13.0166418	45.613187	-2.93438933	EDNRB	endothelin receptor type B
219508_at	4.25e-22	1.06e-24	13.015553	45.607357	2.47473017	GCNT3	glucosaminyl (N-acetyl) transferase 3, mucin type
235306_at	4.38e-22	1.11e-24	-13.0085827	45.57004	-2.20489667	GIMAP8	GTPase, IMAP family member 8
229308_at	4.48e-22	1.14e-24	-13.0032232	45.541344	-2.31070633	ANKRD29	ankyrin repeat domain 29
204017_at	4.58e-22	1.17e-24	12.9977446	45.512007	1.69142183	KDELR3	KDEL endoplasmic reticulum protein retention receptor 3
206481_s_at	5.21e-22	1.34e-24	-12.9729087	45.378989	-2.141649	LDB2	LIM domain binding 2
225369_at	5.25e-22	1.36e-24	-12.9699283	45.363023	-1.53142867	ESAM	endothelial cell adhesion molecule
225078_at	5.34e-22	1.40e-24	-12.9656713	45.340218	-1.86773733	EMP2	epithelial membrane protein 2
228546_at	5.80e-22	1.53e-24	-12.9493224	45.25262	-1.698975	DPP6	dipeptidyl peptidase like 6
235642_at	6.16e-22	1.63e-24	-12.9367497	45.185241	-1.47801533		
1557094_at	6.26e-22	1.67e-24	-12.9325769	45.162876	-1.59601967	LOC100996760	uncharacterized LOC100996760
243172_at	6.47e-22	1.74e-24	-12.9253015	45.123879	-1.64315167		
204273_at	6.92e-22	1.87e-24	-12.9115568	45.050193	-3.190866	EDNRB	endothelin receptor type B
238332_at	7.18e-22	1.96e-24	-12.9037077	45.008108	-2.52142983	ANKRD29	ankyrin repeat domain 29
229518_at	8.31e-22	2.28e-24	-12.8755487	44.857087	-1.73376367	FAM46B	family with sequence similarity 46 member B
222885_at	9.29e-22	2.57e-24	-12.8536688	44.7397	-2.22194617	EMCN	endomucin
211626_x_at	9.29e-22	2.58e-24	-12.8526073	44.734004	-1.09738083	ERG	ERG, ETS transcription factor
225373_at	9.33e-22	2.61e-24	-12.8505473	44.72295	-1.05718267	C10orf54	chromosome 10 open reading frame 54
206382_s_at	9.71e-22	2.75e-24	-12.8408688	44.671011	-1.638902	BDNF	brain derived neurotrophic factor
205326_at	9.71e-22	2.75e-24	-12.8408583	44.670955	-2.0076975	RAMP3	receptor (G protein-coupled) activity modifying protein 3
223311_s_at	1.04e-21	2.96e-24	12.827879	44.601291	0.81891217	MTA3	metastasis associated 1 family member 3
243805_at	1.07e-21	3.08e-24	-12.820052	44.559276	-1.5875085	CCBE1	collagen and calcium binding EGF domains 1
227307_at	1.10e-21	3.18e-24	-12.8144857	44.529393	-1.36120783	TSPAN18	tetraspanin 18
242340_at	1.24e-21	3.62e-24	-12.7907268	44.401818	-1.82122483		
222717_at	1.49e-21	4.37e-24	-12.7561366	44.21601	-2.89410017	SDPR	serum deprivation response
227197_at	1.55e-21	4.57e-24	-12.7480388	44.172499	-2.40493483	ARHGEF26	Rho guanine nucleotide exchange factor 26
1552509_a_at	1.57e-21	4.66e-24	-12.7444098	44.152997	-2.269785	CD300LG	CD300 molecule like family member g
204931_at	1.61e-21	4.81e-24	-12.7382877	44.120098	-2.62291733	TCF21	transcription factor 21
223531_x_at	1.64e-21	4.92e-24	12.7343416	44.09889	0.764023	GPR89A///GPR89B	G protein-coupled receptor 89A///G protein-coupled receptor 89B
235649_at	1.73e-21	5.21e-24	-12.7238966	44.042749	-2.21697733	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8
200048_s_at	1.79e-21	5.44e-24	12.7158598	43.999548	0.507355	JTB	jumping translocation breakpoint
205003_at	2.22e-21	6.78e-24	-12.6756524	43.783345	-1.45429017	DOCK4	dedicator of cytokinesis 4
212552_at	2.24e-21	6.89e-24	-12.6726007	43.76693	-0.829407	HPCAL1	hippocalcin like 1
228807_at	2.28e-21	7.05e-24	-12.6682579	43.743571	-0.77383683	ASPA	aspartoacylase
221886_at	2.29e-21	7.11e-24	-12.6668545	43.736022	-1.22800033	DENND2A	DENN domain containing 2A
204579_at	2.82e-21	8.81e-24	-12.6275423	43.5245	-1.751201	FGFR4	fibroblast growth factor receptor 4
217897_at	3.00e-21	9.43e-24	-12.6149888	43.456934	-1.4187385	FXYD6	FXYD domain containing ion transport regulator 6
205935_at	3.01e-21	9.53e-24	-12.6131385	43.446974	-2.011578	FOXF1	forkhead box F1
1553243_at	3.04e-21	9.68e-24	-12.6101966	43.431138	-1.239751	ITIH5	inter-alpha-trypsin inhibitor heavy chain family member 5
208161_s_at	4.25e-21	1.36e-23	12.5479461	43.09591	2.13360933	ABCC3	ATP binding cassette subfamily C member 3
1558397_at	4.46e-21	1.43e-23	-12.538312	43.044007	-1.884348	PECAM1	platelet and endothelial cell adhesion molecule 1
226397_s_at	4.77e-21	1.54e-23	-12.5249103	42.971795	-1.342703	PHACTR1	phosphatase and actin regulator 1
230250_at	4.81e-21	1.57e-23	-12.5221844	42.957105	-2.53984383	PTPRB	protein tyrosine phosphatase, receptor type B
215380_s_at	5.35e-21	1.75e-23	12.5015932	42.846128	1.1696895	GGCT	gamma-glutamylcyclotransferase
217628_at	5.74e-21	1.89e-23	-12.4879379	42.772517	-2.31135433	CLIC5	chloride intracellular channel 5
202747_s_at	6.16e-21	2.04e-23	-12.4740435	42.697605	-1.51531467	ITM2A	integral membrane protein 2A
228770_at	6.28e-21	2.09e-23	-12.4694509	42.672841	-1.64063267	GPR146	G protein-coupled receptor 146
238151_at	6.74e-21	2.26e-23	-12.4553577	42.596841	-1.47748667		
203329_at	6.75e-21	2.27e-23	-12.4543115	42.591198	-0.9366505	PTPRM	protein tyrosine phosphatase, receptor type M
208056_s_at	6.76e-21	2.29e-23	-12.452981	42.584022	-1.15608417	CBFA2T3	CBFA2/RUNX1 translocation partner 3
224448_s_at	6.99e-21	2.38e-23	12.445944	42.546069	1.22481233	MIR3934///UQCC2	microRNA 3934///ubiquinol-cytochrome c reductase complex assembly factor 2
228618_at	7.02e-21	2.40e-23	-12.4441489	42.536386	-1.53081817	PEAR1	platelet endothelial aggregation receptor 1
226456_at	7.24e-21	2.50e-23	12.436697	42.49619	1.53165333	RMI2	RecQ mediated genome instability 2
1553844_a_at	7.24e-21	2.50e-23	-12.4365445	42.495367	-0.96769683	C10orf67	chromosome 10 open reading frame 67
236081_at	7.32e-21	2.55e-23	-12.4333963	42.478384	-1.05709083	SNCA	synuclein alpha
239952_at	8.01e-21	2.80e-23	-12.4160725	42.384922	-1.404202	ZEB1	zinc finger E-box binding homeobox 1
207195_at	8.06e-21	2.83e-23	-12.4140093	42.373789	-1.35273383	CNTN6	contactin 6
203812_at	8.51e-21	3.00e-23	-12.4032114	42.315523	-1.16906567	SLIT3	slit guidance ligand 3
229529_at	1.02e-20	3.61e-23	-12.3697279	42.134799	-1.64581	TCF21	transcription factor 21
229385_s_at	1.02e-20	3.63e-23	-12.3684507	42.127904	-1.37215483	TINCR	tissue differentiation-inducing non-protein coding RNA
226627_at	1.02e-20	3.65e-23	-12.3677659	42.124207	-1.07079633	SEPT8	septin 8
219091_s_at	1.16e-20	4.18e-23	-12.3425553	41.988088	-1.763683	MMRN2	multimerin 2
232027_at	1.29e-20	4.66e-23	-12.3227307	41.881022	-1.48435383	SYNE1	spectrin repeat containing nuclear envelope protein 1
225463_x_at	1.30e-20	4.73e-23	12.3203637	41.868238	0.78524267	GPR89A///GPR89B	G protein-coupled receptor 89A///G protein-coupled receptor 89B
206069_s_at	1.33e-20	4.88e-23	-12.314453	41.836311	-2.05005733	ACADL	acyl-CoA dehydrogenase, long chain
206742_at	1.35e-20	4.97e-23	-12.3111008	41.818203	-2.8550515	PIR-FIGF///FIGF	PIR-FIGF readthrough///c-fos induced growth factor
206898_at	1.43e-20	5.27e-23	-12.3003816	41.760295	-1.935574	CDH19	cadherin 19
220765_s_at	1.67e-20	6.20e-23	-12.2707015	41.599922	-1.22492583	LIMS2	LIM zinc finger domain containing 2
236262_at	1.68e-20	6.29e-23	-12.268272	41.586792	-1.95267267	MMRN2	multimerin 2
242332_at	1.70e-20	6.37e-23	-12.2659402	41.57419	-1.1607	FENDRR	FOXF1 adjacent non-coding developmental regulatory RNA
204975_at	1.78e-20	6.70e-23	-12.2565216	41.523285	-1.69675517	EMP2	epithelial membrane protein 2
205405_at	1.91e-20	7.21e-23	-12.2431973	41.451261	-1.43757067	SEMA5A	semaphorin 5A
226380_at	1.94e-20	7.40e-23	-12.2385495	41.426135	-1.88047383	PTPN21	protein tyrosine phosphatase, non-receptor type 21
209841_s_at	2.10e-20	8.03e-23	-12.2237094	41.345903	-2.1063895	LRRN3	leucine rich repeat neuronal 3
1552767_a_at	2.12e-20	8.13e-23	12.2212723	41.332725	3.43025967	HS6ST2	heparan sulfate 6-O-sulfotransferase 2
201341_at	2.16e-20	8.36e-23	12.2162977	41.305827	1.20237933	ENC1	ectodermal-neural cortex 1
206167_s_at	2.16e-20	8.38e-23	-12.2158009	41.30314	-2.10154267	ARHGAP6	Rho GTPase activating protein 6
64064_at	2.27e-20	8.85e-23	-12.2058112	41.24912	-1.19983817	GIMAP1-GIMAP5///GIMAP5	GIMAP1-GIMAP5 readthrough///GTPase, IMAP family member 5
212097_at	2.32e-20	9.09e-23	-12.2011095	41.223693	-2.212003	CAV1	caveolin 1
217736_s_at	2.33e-20	9.16e-23	12.1997104	41.216126	0.91252133	EIF2AK1	eukaryotic translation initiation factor 2 alpha kinase 1
212071_s_at	2.58e-20	1.02e-22	-12.1798875	41.108909	-1.0625	SPTBN1	spectrin beta, non-erythrocytic 1
226101_at	2.62e-20	1.04e-22	-12.1759872	41.087811	-1.45293467	PRKCE	protein kinase C epsilon
204115_at	2.62e-20	1.05e-22	-12.1754573	41.084944	-1.81150683	GNG11	G protein subunit gamma 11
226056_at	2.98e-20	1.19e-22	-12.1513289	40.954404	-1.11744617	ARHGAP31	Rho GTPase activating protein 31
205866_at	3.00e-20	1.21e-22	-12.1490753	40.942211	-3.40527367	FCN3	ficolin 3
206170_at	3.24e-20	1.31e-22	-12.1342943	40.862225	-1.95728383	ADRB2	adrenoceptor beta 2
1556325_at	3.36e-20	1.37e-22	-12.1268356	40.821859	-2.440427	FILIP1	filamin A interacting protein 1
230030_at	3.37e-20	1.37e-22	12.1257562	40.816017	3.390935	HS6ST2	heparan sulfate 6-O-sulfotransferase 2
204683_at	3.57e-20	1.46e-22	-12.1143905	40.7545	-1.27845933	ICAM2	intercellular adhesion molecule 2
228766_at	3.58e-20	1.47e-22	-12.1129999	40.746973	-3.366812	CD36	CD36 molecule
241450_at	3.58e-20	1.48e-22	-12.1122182	40.742742	-0.72934833	RSPO1	R-spondin 1
231001_at	4.39e-20	1.82e-22	-12.074444	40.538237	-2.01163333	FIBIN	fin bud initiation factor homolog (zebrafish)
226713_at	4.41e-20	1.84e-22	-12.0727092	40.528843	-1.32860717	CCDC50	coiled-coil domain containing 50
203888_at	4.49e-20	1.88e-22	-12.0685695	40.506426	-1.96009333	THBD	thrombomodulin
241986_at	4.53e-20	1.90e-22	-12.0662373	40.493797	-1.331984	BMPER	BMP binding endothelial regulator
219836_at	4.55e-20	1.92e-22	-12.0647003	40.485473	-2.34004133	ZBED2	zinc finger BED-type containing 2
209529_at	4.72e-20	2.00e-22	12.0572217	40.444972	1.90423883	PLPP2	phospholipid phosphatase 2
203060_s_at	5.31e-20	2.26e-22	-12.0348824	40.323976	-1.20755917	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2
213620_s_at	5.31e-20	2.27e-22	-12.0339862	40.319122	-1.38803	ICAM2	intercellular adhesion molecule 2
201292_at	5.36e-20	2.30e-22	12.031676	40.306608	2.63876217	TOP2A	topoisomerase (DNA) II alpha
