ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
239942_at	1.64e-20	1.35e-23	11.1333344	42.877504	2.7115802	GNG11	G protein subunit gamma 11
226985_at	1.90e-20	1.60e-23	11.1103435	42.709458	1.6711635	FGD5	FYVE, RhoGEF and PH domain containing 5
206283_s_at	2.07e-20	1.78e-23	11.0962173	42.606263	2.285838	TAL1	TAL bHLH transcription factor 1, erythroid differentiation factor
213103_at	2.28e-20	2.00e-23	11.0803892	42.490684	1.4379139	STARD13	StAR related lipid transfer domain containing 13
239845_at	2.55e-20	2.29e-23	11.062582	42.360718	1.5516179		
205247_at	2.78e-20	2.54e-23	11.0483901	42.257187	1.4540061	NOTCH4	notch 4
208981_at	3.29e-20	3.07e-23	11.023191	42.073465	1.7232634	PECAM1	platelet and endothelial cell adhesion molecule 1
217771_at	4.36e-20	4.14e-23	-10.9827778	41.779107	-2.2195463	GOLM1	golgi membrane protein 1
1569003_at	4.88e-20	4.73e-23	-10.9648699	41.648787	-1.6111879	VMP1	vacuole membrane protein 1
212975_at	4.98e-20	4.92e-23	10.9596761	41.611004	1.3322898	DENND3	DENN domain containing 3
204642_at	5.28e-20	5.33e-23	10.9489393	41.532915	2.2068295	S1PR1	sphingosine-1-phosphate receptor 1
242332_at	5.28e-20	5.41e-23	10.946889	41.518006	2.1258109	FENDRR	FOXF1 adjacent non-coding developmental regulatory RNA
208161_s_at	6.26e-20	6.52e-23	-10.9217511	41.335291	-2.7915698	ABCC3	ATP binding cassette subfamily C member 3
225765_at	6.49e-20	6.89e-23	-10.9144354	41.282143	-1.2016865	TNPO1	transportin 1
213316_at	8.81e-20	9.51e-23	10.870951	40.966484	1.7315478	KIAA1462	KIAA1462
228807_at	9.56e-20	1.05e-22	10.8576817	40.870246	3.6450196	ASPA	aspartoacylase
220318_at	9.81e-20	1.09e-22	-10.8518841	40.82821	-2.681055	EPN3	epsin 3
219821_s_at	1.28e-19	1.45e-22	10.8140749	40.554264	1.2990211	GFOD1	glucose-fructose oxidoreductase domain containing 1
231873_at	1.28e-19	1.47e-22	10.8118762	40.538343	1.019792	BMPR2	bone morphogenetic protein receptor type 2
205200_at	1.46e-19	1.70e-22	10.7920575	40.394888	2.9416911	EXOSC7///CLEC3B	exosome component 7///C-type lectin domain family 3 member B
206702_at	1.52e-19	1.81e-22	10.7838582	40.335566	2.3107373	TEK	TEK receptor tyrosine kinase
208789_at	1.66e-19	2.00e-22	10.7701536	40.236447	1.4603114	PTRF	polymerase I and transcript release factor
204796_at	1.98e-19	2.43e-22	10.7442191	40.048996	1.7099648	EML1	echinoderm microtubule associated protein like 1
240948_at	2.09e-19	2.60e-22	10.7347299	39.98045	1.5305395		
37384_at	2.47e-19	3.12e-22	10.7101557	39.803034	1.3121043	PPM1F	protein phosphatase, Mg2+/Mn2+ dependent 1F
219689_at	3.23e-19	4.13e-22	10.6720939	39.528527	2.0542933	SEMA3G	semaphorin 3G
206701_x_at	3.44e-19	4.47e-22	10.661471	39.451975	2.5955171	EDNRB	endothelin receptor type B
205846_at	3.54e-19	4.66e-22	10.6556799	39.410255	1.9044327	PTPRB	protein tyrosine phosphatase, receptor type B
220765_s_at	3.57e-19	4.79e-22	10.6519148	39.383134	1.3896311	LIMS2	LIM zinc finger domain containing 2
228434_at	3.57e-19	4.83e-22	10.6509324	39.376059	3.6005352	BTNL9	butyrophilin like 9
244787_at	4.00e-19	5.49e-22	10.6335169	39.250662	2.4699714		
238061_at	4.22e-19	5.93e-22	10.622944	39.17457	3.2886372	LGI3	leucine rich repeat LGI family member 3
213997_at	4.22e-19	5.94e-22	10.6226798	39.172669	2.7594067	FAM189A1	family with sequence similarity 189 member A1
225544_at	4.75e-19	6.78e-22	10.6048199	39.044197	1.8048308	TBX3	T-box 3
221886_at	4.78e-19	6.90e-22	10.6023451	39.026401	2.0374284	DENND2A	DENN domain containing 2A
241926_s_at	5.74e-19	8.40e-22	10.5756232	38.834344	1.356304	ERG	ERG, ETS transcription factor
207547_s_at	5.83e-19	8.63e-22	10.57189	38.807527	2.5763651	FAM107A	family with sequence similarity 107 member A
212822_at	5.98e-19	8.96e-22	10.5667292	38.770461	1.537989	HEG1	heart development protein with EGF like domains 1
206209_s_at	6.50e-19	9.87e-22	10.5536181	38.676323	3.8095101	CA4	carbonic anhydrase 4
204482_at	6.84e-19	1.05e-21	10.5450805	38.615045	2.5435767	CLDN5	claudin 5
212747_at	6.93e-19	1.08e-21	10.5416934	38.59074	1.0260728	ANKS1A	ankyrin repeat and sterile alpha motif domain containing 1A
204017_at	8.23e-19	1.30e-21	-10.5165478	38.410388	-1.7954082	KDELR3	KDEL endoplasmic reticulum protein retention receptor 3
227779_at	8.88e-19	1.41e-21	10.5047299	38.325683	2.3172743	ECSCR	endothelial cell surface expressed chemotaxis and apoptosis regulator
33323_r_at	1.12e-18	1.81e-21	-10.4711399	38.085116	-2.0641503	SFN	stratifin
228540_at	1.16e-18	1.89e-21	10.4649239	38.040631	1.1697732	QKI	QKI, KH domain containing RNA binding
205326_at	1.21e-18	2.00e-21	10.4569221	37.983378	2.5671621	RAMP3	receptor (G protein-coupled) activity modifying protein 3
208837_at	1.21e-18	2.01e-21	-10.4562929	37.978877	-1.3387012	TMED3	transmembrane p24 trafficking protein 3
224352_s_at	1.27e-18	2.14e-21	10.4481469	37.920611	1.239262	CFL2	cofilin 2
203063_at	1.37e-18	2.33e-21	10.4362595	37.835615	1.5093029	PPM1F	protein phosphatase, Mg2+/Mn2+ dependent 1F
226950_at	1.43e-18	2.46e-21	10.4290557	37.784124	1.950489	ACVRL1	activin A receptor like type 1
220990_s_at	1.48e-18	2.57e-21	-10.4231055	37.741605	-0.8388315	MIR21///VMP1	microRNA 21///vacuole membrane protein 1
236923_x_at	1.54e-18	2.71e-21	10.4155681	37.687756	1.7351419		
226380_at	1.66e-18	2.94e-21	10.4042163	37.606684	1.6426406	PTPN21	protein tyrosine phosphatase, non-receptor type 21
222738_at	1.96e-18	3.51e-21	10.380331	37.436212	1.5426721	WWC2///CLDN22	WW and C2 domain containing 2///claudin 22
218313_s_at	2.04e-18	3.69e-21	-10.3733206	37.386206	-1.5501338	GALNT7	polypeptide N-acetylgalactosaminyltransferase 7
236123_at	2.23e-18	4.11e-21	10.3585011	37.28054	1.3369957	WNT2B	Wnt family member 2B
204396_s_at	2.23e-18	4.12e-21	10.3581016	37.277692	2.0284871	GRK5	G protein-coupled receptor kinase 5
231697_s_at	2.28e-18	4.26e-21	-10.3535952	37.245572	-1.6390205	MIR21///VMP1	microRNA 21///vacuole membrane protein 1
226244_at	2.33e-18	4.40e-21	10.3492516	37.214618	2.1557008	CLEC14A	C-type lectin domain family 14 member A
206208_at	2.65e-18	5.04e-21	10.3306084	37.081817	3.6738038	CA4	carbonic anhydrase 4
233289_at	3.06e-18	5.88e-21	10.3092905	36.930075	2.3756775		
201578_at	3.07e-18	5.96e-21	10.3074254	36.916806	1.2205049	PODXL	podocalyxin like
232224_at	3.27e-18	6.40e-21	10.2977045	36.847657	2.5898972	MASP1	mannan binding lectin serine peptidase 1
230831_at	3.28e-18	6.49e-21	-10.2957651	36.833865	-4.0477973	FRMD5	FERM domain containing 5
224762_at	3.39e-18	6.76e-21	-10.2900643	36.793327	-2.124938	SERINC2	serine incorporator 2
237252_at	3.70e-18	7.44e-21	10.2768689	36.699532	1.9454911	THBD	thrombomodulin
222885_at	3.78e-18	7.67e-21	10.2728173	36.670741	1.885668	EMCN	endomucin
238178_at	4.10e-18	8.40e-21	10.2602769	36.581659	2.0971478		
227929_at	4.21e-18	8.69e-21	10.2554668	36.547501	1.826563	LIN7A	lin-7 homolog A, crumbs cell polarity complex component
1554438_at	4.23e-18	8.82e-21	-10.2534466	36.533156	-1.2499262	KIAA1217	KIAA1217
217437_s_at	4.96e-18	1.05e-20	10.2291851	36.360978	1.6808513	TACC1	transforming acidic coiled-coil containing protein 1
222416_at	4.96e-18	1.05e-20	-10.2290414	36.359958	-1.0718128	ALDH18A1	aldehyde dehydrogenase 18 family member A1
218950_at	5.40e-18	1.16e-20	10.2162913	36.269539	1.1682483	ARAP3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3
222079_at	5.55e-18	1.20e-20	10.2112629	36.233891	1.4866902	ERG	ERG, ETS transcription factor
219315_s_at	5.90e-18	1.28e-20	10.2016914	36.166055	1.4045884	TMEM204	transmembrane protein 204
241684_at	6.08e-18	1.34e-20	10.1962851	36.127751	1.2900229		
225144_at	6.43e-18	1.42e-20	10.1873919	36.064758	0.9067125	BMPR2	bone morphogenetic protein receptor type 2
234996_at	6.69e-18	1.49e-20	10.1808855	36.018686	2.1998643	CALCRL	calcitonin receptor like receptor
202878_s_at	7.84e-18	1.77e-20	10.1574561	35.852879	1.559284	CD93	CD93 molecule
40687_at	7.84e-18	1.78e-20	10.156766	35.847997	1.3736575	GJA4	gap junction protein alpha 4
202148_s_at	8.06e-18	1.84e-20	-10.151692	35.812109	-1.4822751	PYCR1	pyrroline-5-carboxylate reductase 1
226673_at	8.15e-18	1.88e-20	10.1490787	35.793629	1.5696641	SH2D3C	SH2 domain containing 3C
1558397_at	8.31e-18	1.93e-20	10.1453091	35.766975	1.9955988	PECAM1	platelet and endothelial cell adhesion molecule 1
227874_at	8.34e-18	1.95e-20	10.1436859	35.755499	2.4614949	EMCN	endomucin
228311_at	8.37e-18	1.98e-20	10.1421182	35.744416	1.2864204	BCL6B	B-cell CLL/lymphoma 6B
202524_s_at	8.71e-18	2.07e-20	10.1356118	35.698426	1.7787692	SPOCK2	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2
208009_s_at	9.44e-18	2.26e-20	-10.1234693	35.612629	-1.4245034	ARHGEF16	Rho guanine nucleotide exchange factor 16
202760_s_at	9.64e-18	2.33e-20	10.1193784	35.583733	1.5424265	PALM2-AKAP2///AKAP2	PALM2-AKAP2 readthrough///A-kinase anchoring protein 2
209260_at	1.04e-17	2.53e-20	-10.1079384	35.502951	-2.4877139	SFN	stratifin
206953_s_at	1.04e-17	2.56e-20	10.1062061	35.490722	1.9425779	ADGRL2	adhesion G protein-coupled receptor L2
202877_s_at	1.06e-17	2.61e-20	10.1034611	35.471345	1.6272891	CD93	CD93 molecule
228127_at	1.08e-17	2.68e-20	10.1001273	35.447815	1.6664615	KCNK3	potassium two pore domain channel subfamily K member 3
242783_at	1.22e-17	3.05e-20	10.0819609	35.319652	1.2173562		
236106_at	1.31e-17	3.30e-20	10.0712244	35.24395	1.0761594		
226101_at	1.48e-17	3.75e-20	10.053182	35.116811	1.1430227	PRKCE	protein kinase C epsilon
226694_at	1.52e-17	3.89e-20	10.0480365	35.080569	1.2778473	PALM2-AKAP2///AKAP2	PALM2-AKAP2 readthrough///A-kinase anchoring protein 2
228819_at	1.55e-17	4.00e-20	10.044371	35.054756	1.5867358	TSPAN18	tetraspanin 18
1553844_a_at	1.62e-17	4.21e-20	10.0373767	35.005512	2.6761338	C10orf67	chromosome 10 open reading frame 67
219958_at	1.79e-17	4.69e-20	10.022268	34.899185	1.3337353	TMEM74B	transmembrane protein 74B
204273_at	1.85e-17	4.86e-20	10.0172682	34.864014	2.8377098	EDNRB	endothelin receptor type B
227197_at	1.96e-17	5.20e-20	10.0077429	34.797028	2.02844	ARHGEF26	Rho guanine nucleotide exchange factor 26
236268_at	2.01e-17	5.37e-20	10.0033684	34.766274	0.9356956	SEC22C	SEC22 homolog C, vesicle trafficking protein
61297_at	2.08e-17	5.62e-20	9.9969802	34.721372	1.4138809	CASKIN2	CASK interacting protein 2
219436_s_at	2.08e-17	5.67e-20	9.9959081	34.713838	2.122219	EMCN	endomucin
205107_s_at	2.08e-17	5.67e-20	-9.9958989	34.713773	-1.2752938	EFNA4	ephrin A4
239952_at	2.24e-17	6.14e-20	9.9846281	34.634585	1.3213663	ZEB1	zinc finger E-box binding homeobox 1
228618_at	2.38e-17	6.56e-20	9.9754185	34.569907	1.5858034	PEAR1	platelet endothelial aggregation receptor 1
235670_at	2.38e-17	6.62e-20	9.9741768	34.561188	2.0151943	STX11	syntaxin 11
203006_at	2.55e-17	7.13e-20	9.9639075	34.4891	1.0912891	INPP5A	inositol polyphosphate-5-phosphatase A
221861_at	2.73e-17	7.69e-20	9.9532827	34.414549	1.6996443	ARRB1	arrestin beta 1
230250_at	2.87e-17	8.13e-20	9.9455839	34.36055	2.2395633	PTPRB	protein tyrosine phosphatase, receptor type B
238567_at	3.00e-17	8.55e-20	-9.9385353	34.311127	-2.5469089	SGPP2	sphingosine-1-phosphate phosphatase 2
228546_at	3.16e-17	9.09e-20	9.9299796	34.251155	3.2443936	DPP6	dipeptidyl peptidase like 6
225602_at	3.16e-17	9.13e-20	9.9294833	34.247677	1.3137043	GLIPR2	GLI pathogenesis related 2
242763_at	3.17e-17	9.22e-20	9.9279853	34.23718	1.6446019		
210155_at	3.53e-17	1.03e-19	9.9120817	34.125771	1.7619628	MYOC	myocilin
1558404_at	3.54e-17	1.04e-19	9.9107253	34.116272	1.9075286	LINC00622	long intergenic non-protein coding RNA 622
201004_at	3.78e-17	1.12e-19	-9.9008644	34.047236	-1.1676405	SSR4	signal sequence receptor subunit 4
231925_at	3.82e-17	1.14e-19	9.8986503	34.031738	1.8863057	P2RY1	purinergic receptor P2Y1
1554690_a_at	4.45e-17	1.33e-19	9.8764294	33.876291	1.4457714	TACC1	transforming acidic coiled-coil containing protein 1
235334_at	4.49e-17	1.35e-19	9.8742808	33.861268	1.6179806	ST6GALNAC3	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3
206167_s_at	4.56e-17	1.38e-19	9.8712068	33.839777	1.967406	ARHGAP6	Rho GTPase activating protein 6
208982_at	5.00e-17	1.53e-19	9.8576122	33.744769	1.2915827	PECAM1	platelet and endothelial cell adhesion molecule 1
209470_s_at	5.37e-17	1.65e-19	9.8466798	33.668407	3.6879474	GPM6A	glycoprotein M6A
213541_s_at	5.37e-17	1.66e-19	9.8457324	33.661791	1.8191716	ERG	ERG, ETS transcription factor
227108_at	5.56e-17	1.73e-19	9.8400536	33.622142	1.2109079	STARD9	StAR related lipid transfer domain containing 9
205978_at	5.63e-17	1.76e-19	9.8375786	33.604864	2.3569046	KL	klotho
213715_s_at	5.97e-17	1.88e-19	9.8285823	33.542077	2.16269	KANK3	KN motif and ankyrin repeat domains 3
213974_at	6.59e-17	2.09e-19	9.8132866	33.435383	2.5055121	ADAMTSL3	ADAMTS like 3
238151_at	6.59e-17	2.10e-19	9.8129116	33.432768	1.6444509		
1558280_s_at	6.59e-17	2.11e-19	9.8121978	33.42779	1.8573198	ARHGAP29	Rho GTPase activating protein 29
201416_at	7.29e-17	2.35e-19	-9.7973079	33.324	-1.6210424	SOX4	SRY-box 4
1558281_a_at	7.50e-17	2.43e-19	-9.7924388	33.290075	-2.7964795	TMEM184A	transmembrane protein 184A
209710_at	7.66e-17	2.49e-19	9.7887293	33.264234	1.7406639	GATA2	GATA binding protein 2
212636_at	8.94e-17	2.93e-19	9.7663225	33.108234	1.2438117	QKI	QKI, KH domain containing RNA binding
226456_at	9.14e-17	3.01e-19	-9.7623403	33.080525	-1.9899784	RMI2	RecQ mediated genome instability 2
235510_at	9.81e-17	3.25e-19	9.7517285	33.006712	2.9740688	USHBP1	USH1 protein network component harmonin binding protein 1
229576_s_at	1.01e-16	3.35e-19	9.7474258	32.976793	1.4853746	TBX3	T-box 3
38069_at	1.12e-16	3.74e-19	-9.7316328	32.867025	-0.9772115	CLCN7	chloride voltage-gated channel 7
226560_at	1.14e-16	3.85e-19	-9.72762	32.839147	-2.19493	SGPP2	sphingosine-1-phosphate phosphatase 2
230560_at	1.19e-16	4.02e-19	9.7216586	32.79774	3.3035608	STXBP6	syntaxin binding protein 6
218775_s_at	1.23e-16	4.19e-19	9.7157024	32.756381	1.3524291	WWC2///CLDN22	WW and C2 domain containing 2///claudin 22
220170_at	1.30e-16	4.46e-19	9.7070792	32.696522	2.477495	FHL5	four and a half LIM domains 5
209875_s_at	1.34e-16	4.62e-19	-9.7021308	32.662183	-3.9327759	SPP1	secreted phosphoprotein 1
208983_s_at	1.34e-16	4.64e-19	9.7012916	32.65636	1.5953022	PECAM1	platelet and endothelial cell adhesion molecule 1
231947_at	1.40e-16	4.87e-19	9.6946105	32.610011	2.330372	MYCT1	myc target 1
217046_s_at	1.48e-16	5.15e-19	9.6866431	32.554756	5.0763781	AGER	advanced glycosylation end-product specific receptor
209529_at	1.54e-16	5.40e-19	-9.6801245	32.509564	-2.1959154	PLPP2	phospholipid phosphatase 2
218711_s_at	1.61e-16	5.69e-19	9.67259	32.457345	2.243488	SDPR	serum deprivation response
205471_s_at	1.74e-16	6.16e-19	9.6614357	32.380072	1.9002206	DACH1	dachshund family transcription factor 1
209641_s_at	1.74e-16	6.20e-19	-9.6605835	32.37417	-2.7410551	ABCC3	ATP binding cassette subfamily C member 3
212071_s_at	1.83e-16	6.57e-19	9.6522785	32.316664	1.2628931	SPTBN1	spectrin beta, non-erythrocytic 1
216620_s_at	1.88e-16	6.77e-19	9.6482334	32.288662	1.1936286	ARHGEF10	Rho guanine nucleotide exchange factor 10
203887_s_at	1.88e-16	6.83e-19	9.6469744	32.279948	1.9904543	THBD	thrombomodulin
203888_at	1.92e-16	7.00e-19	9.6435055	32.255941	2.0737579	THBD	thrombomodulin
205734_s_at	2.09e-16	7.68e-19	9.6303628	32.165018	2.4369585	AFF3	AF4/FMR2 family member 3
238512_at	2.09e-16	7.69e-19	9.6300615	32.162934	1.6665912	WNT2B	Wnt family member 2B
209481_at	2.13e-16	7.86e-19	9.6270963	32.142429	1.1452914	SNRK	SNF related kinase
40560_at	2.16e-16	8.04e-19	9.623769	32.119423	1.5954222	TBX2	T-box 2
207455_at	2.16e-16	8.05e-19	9.6236906	32.11888	1.8477719	P2RY1	purinergic receptor P2Y1
208658_at	2.17e-16	8.13e-19	-9.6222643	32.10902	-1.3299356	PDIA4	protein disulfide isomerase family A member 4
221552_at	2.27e-16	8.54e-19	9.6152329	32.060417	1.3539105	ABHD6	abhydrolase domain containing 6
230151_at	2.28e-16	8.64e-19	9.6136853	32.049722	1.1812785	SPRYD7	SPRY domain containing 7
227178_at	2.40e-16	9.12e-19	9.6060076	31.996674	1.5726096	CELF2	CUGBP, Elav-like family member 2
208843_s_at	2.48e-16	9.48e-19	-9.6004661	31.958397	-0.678334	GORASP2	golgi reassembly stacking protein 2
226955_at	2.80e-16	1.07e-18	9.582885	31.837024	1.6449858	AFAP1L1	actin filament associated protein 1 like 1
1552509_a_at	3.13e-16	1.21e-18	9.5661032	31.721263	3.7258733	CD300LG	CD300 molecule like family member g
212730_at	3.24e-16	1.26e-18	9.5602726	31.681065	1.9983839	SYNM	synemin
229687_s_at	3.24e-16	1.26e-18	9.5598884	31.678417	1.5346289	PRDM11	PR/SET domain 11
211603_s_at	3.33e-16	1.30e-18	-9.5552522	31.646462	-3.0059949	ETV4	ETS variant 4
223492_s_at	3.49e-16	1.37e-18	9.5479141	31.595899	1.3548761	LRRFIP1	LRR binding FLII interacting protein 1
219976_at	3.52e-16	1.39e-18	-9.5462711	31.584579	-1.4566143	HOOK1	hook microtubule tethering protein 1
243509_at	3.57e-16	1.42e-18	9.5434464	31.565122	1.9646713		
229985_at	3.65e-16	1.46e-18	9.5396211	31.538776	3.3842772	BTNL9	butyrophilin like 9
226280_at	3.66e-16	1.47e-18	9.5386374	31.532002	1.0869154	BNIP2	BCL2 interacting protein 2
232095_at	3.78e-16	1.52e-18	9.5334136	31.496034	1.0550796		
204856_at	3.94e-16	1.59e-18	-9.5268502	31.450854	-2.3921902	B3GNT3	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3
210927_x_at	4.05e-16	1.64e-18	-9.5225822	31.421483	-0.5861539	JTB	jumping translocation breakpoint
1558216_at	4.07e-16	1.66e-18	-9.5210607	31.411013	-6.744753	AFAP1-AS1	AFAP1 antisense RNA 1
203517_at	4.08e-16	1.67e-18	-9.5199516	31.403382	-0.8680206	MTX2	metaxin 2
235044_at	4.25e-16	1.75e-18	9.5135945	31.359651	1.6898611	CYYR1	cysteine and tyrosine rich 1
211237_s_at	4.31e-16	1.79e-18	9.5106705	31.339541	3.2751758	FGFR4	fibroblast growth factor receptor 4
203065_s_at	4.31e-16	1.79e-18	9.5102657	31.336757	2.2168168	CAV1	caveolin 1
219059_s_at	4.33e-16	1.80e-18	9.509274	31.329937	2.9615011	LYVE1	lymphatic vessel endothelial hyaluronan receptor 1
217546_at	4.74e-16	1.99e-18	9.4955498	31.235591	2.932052	MT1M	metallothionein 1M
212314_at	4.84e-16	2.04e-18	-9.4919504	31.210857	-0.9023954	SEL1L3	SEL1L family member 3
230179_at	4.95e-16	2.09e-18	9.4880883	31.184323	1.6736367	LOC285812	uncharacterized LOC285812
204797_s_at	5.06e-16	2.15e-18	9.4845783	31.160212	1.2137853	EML1	echinoderm microtubule associated protein like 1
219508_at	5.17e-16	2.20e-18	-9.4809373	31.135206	-4.0893571	GCNT3	glucosaminyl (N-acetyl) transferase 3, mucin type
201548_s_at	5.28e-16	2.26e-18	-9.4771819	31.109419	-1.000898	KDM5B	lysine demethylase 5B
228665_at	5.57e-16	2.39e-18	9.4690675	31.053716	1.9063936	CYYR1	cysteine and tyrosine rich 1
213739_at	5.61e-16	2.43e-18	9.4668699	31.038633	1.0102363	LOC103344931	uncharacterized LOC103344931
206499_s_at	5.61e-16	2.43e-18	-9.466679	31.037324	-1.1719995	RCC1	regulator of chromosome condensation 1
1557371_a_at	6.21e-16	2.71e-18	9.4515779	30.933729	1.4986417	LINC00961	long intergenic non-protein coding RNA 961
210081_at	6.33e-16	2.77e-18	9.4483131	30.911341	4.657255	AGER	advanced glycosylation end-product specific receptor
1557938_s_at	6.69e-16	2.94e-18	9.4398125	30.85307	1.029255	PTRF	polymerase I and transcript release factor
230636_s_at	6.75e-16	2.98e-18	9.4379133	30.840054	1.2864992	KLF9	Kruppel like factor 9
200672_x_at	7.04e-16	3.11e-18	9.4314928	30.796061	1.253758	SPTBN1	spectrin beta, non-erythrocytic 1
204115_at	7.95e-16	3.53e-18	9.4135222	30.673001	1.889044	GNG11	G protein subunit gamma 11
236073_at	8.00e-16	3.57e-18	-9.4117963	30.661188	-2.2044295	EPHA10	EPH receptor A10
203143_s_at	8.00e-16	3.59e-18	9.4113472	30.658115	1.1770371	KIAA0040	KIAA0040
230246_at	8.64e-16	3.89e-18	9.3998467	30.579426	2.4189987	PLAC9	placenta specific 9
235228_at	9.03e-16	4.08e-18	9.3928863	30.531824	2.5421432	CCDC85A	coiled-coil domain containing 85A
