ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
210964_s_at	3.46e-15	1.55e-19	11.6336092	33.847079	2.21812709	GYG2	glycogenin 2
205478_at	3.66e-15	4.10e-19	11.424866	32.908394	3.10485975	PPP1R1A	protein phosphatase 1 regulatory inhibitor subunit 1A
219140_s_at	3.66e-15	4.93e-19	11.384966	32.728506	3.97288671	RBP4	retinol binding protein 4
219398_at	4.27e-15	7.66e-19	11.2905036	32.30205	1.34336565	CIDEC	cell death inducing DFFA like effector c
205220_at	5.63e-15	1.26e-18	11.1833723	31.817447	1.54300169	HCAR3	hydroxycarboxylic acid receptor 3
222317_at	1.96e-14	5.28e-18	10.8782218	30.431859	3.65411065	PDE3B	phosphodiesterase 3B
266_s_at	4.13e-14	1.30e-17	-10.687246	29.561039	-4.0118635	CD24	CD24 molecule
219295_s_at	6.64e-14	2.38e-17	10.5579399	28.969964	2.47435533	PCOLCE2	procollagen C-endopeptidase enhancer 2
212741_at	9.23e-14	3.73e-17	10.4631558	28.535998	2.60093097	MAOA	monoamine oxidase A
201650_at	1.01e-13	4.53e-17	-10.4221481	28.348072	-4.80915537	KRT19	keratin 19
202988_s_at	1.10e-13	5.52e-17	-10.3801155	28.155344	-2.41007776	RGS1	regulator of G-protein signaling 1
203549_s_at	1.10e-13	5.93e-17	10.3648911	28.085511	1.29241302	LPL	lipoprotein lipase
201839_s_at	2.97e-13	1.73e-16	-10.1381839	27.04412	-2.44823033	EPCAM	epithelial cell adhesion molecule
219064_at	3.80e-13	2.39e-16	10.0709215	26.734644	1.50313619	ITIH5	inter-alpha-trypsin inhibitor heavy chain family member 5
200606_at	5.15e-13	3.47e-16	-9.9920402	26.371445	-1.05035582	DSP	desmoplakin
221009_s_at	6.56e-13	4.71e-16	9.9274567	26.073882	2.03479156	ANGPTL4	angiopoietin like 4
213524_s_at	6.89e-13	5.26e-16	9.9043369	25.967319	1.44151424	G0S2	G0/G1 switch 2
218168_s_at	1.00e-12	8.12e-16	9.8129206	25.545768	1.92348303	COQ8A	coenzyme Q8A
207175_at	1.08e-12	9.17e-16	9.7872189	25.427196	1.91814033	ADIPOQ	adiponectin, C1Q and collagen domain containing
208510_s_at	1.27e-12	1.14e-15	9.7417932	25.217576	1.8876574	PPARG	peroxisome proliferator activated receptor gamma
215695_s_at	1.29e-12	1.22e-15	9.7278339	25.153148	2.32817111	GYG2	glycogenin 2
43427_at	1.33e-12	1.35e-15	9.7064004	25.05421	2.91428202	ACACB	acetyl-CoA carboxylase beta
202286_s_at	1.33e-12	1.37e-15	-9.7027595	25.037402	-2.71354016	TACSTD2	tumor-associated calcium signal transducer 2
204388_s_at	1.36e-12	1.49e-15	9.6856854	24.958577	1.93507628	MAOA	monoamine oxidase A
221748_s_at	1.36e-12	1.59e-15	9.6720517	24.895628	1.15321326	TNS1	tensin 1
206243_at	1.36e-12	1.63e-15	9.6664603	24.86981	2.30764337	TIMP4	TIMP metallopeptidase inhibitor 4
201348_at	1.36e-12	1.65e-15	9.6638695	24.857848	1.37303063	GPX3	glutathione peroxidase 3
205498_at	1.39e-12	1.75e-15	9.6517276	24.80178	0.97812975	GHR	growth hormone receptor
214414_x_at	1.58e-12	2.06e-15	9.6169573	24.641201	1.96977943	HBA2///HBA1	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
210298_x_at	1.69e-12	2.28e-15	9.5957721	24.543346	1.86509845	FHL1	four and a half LIM domains 1
209771_x_at	1.77e-12	2.46e-15	-9.5797379	24.469277	-1.88539409	CD24	CD24 molecule
221928_at	1.83e-12	2.63e-15	9.5653262	24.402698	1.81808427	ACACB	acetyl-CoA carboxylase beta
218124_at	2.25e-12	3.43e-15	9.50959	24.145167	1.02925343	RETSAT	retinol saturase
219689_at	2.25e-12	3.50e-15	9.5054239	24.125915	0.61038012	SEMA3G	semaphorin 3G
203414_at	2.25e-12	3.53e-15	9.5036429	24.117684	0.93845546	MMD	monocyte to macrophage differentiation associated
218237_s_at	2.29e-12	3.70e-15	-9.4938178	24.072279	-1.88012171	SLC38A1	solute carrier family 38 member 1
216331_at	2.52e-12	4.19e-15	9.4676841	23.951499	1.61170966	ITGA7	integrin subunit alpha 7
201286_at	2.57e-12	4.38e-15	-9.4584396	23.908771	-2.11579654	SDC1	syndecan 1
201596_x_at	2.68e-12	4.69e-15	-9.4438116	23.841159	-2.72590353	KRT18	keratin 18
205382_s_at	2.74e-12	4.99e-15	9.4311227	23.782506	3.34728234	CFD	complement factor D
204997_at	2.74e-12	5.04e-15	9.429057	23.772958	2.21771513	GPD1	glycerol-3-phosphate dehydrogenase 1
218087_s_at	2.74e-12	5.16e-15	9.4240514	23.749819	3.02359754	SORBS1	sorbin and SH3 domain containing 1
209550_at	2.86e-12	5.52e-15	9.4096158	23.683089	0.90268619	NDN	necdin, MAGE family member
214456_x_at	3.02e-12	5.96e-15	9.3937555	23.609769	3.38704131	SAA2///SAA1	serum amyloid A2///serum amyloid A1
204151_x_at	3.21e-12	6.48e-15	9.376165	23.528446	1.7727724	AKR1C1	aldo-keto reductase family 1 member C1
202931_x_at	3.54e-12	7.30e-15	9.3510769	23.412455	1.46996984	BIN1	bridging integrator 1
216379_x_at	4.32e-12	9.12e-15	-9.3042991	23.196168	-1.44476505	CD24	CD24 molecule
219737_s_at	4.36e-12	9.40e-15	9.2979027	23.166591	1.68550859	PCDH9	protocadherin 9
209581_at	4.44e-12	9.76e-15	9.2900352	23.130212	1.96654236	PLA2G16	phospholipase A2 group XVI
200944_s_at	4.52e-12	1.02e-14	-9.281273	23.089695	-0.84615265	LOC101927733///HMGN1	uncharacterized LOC101927733///high mobility group nucleosome binding domain 1
205913_at	4.52e-12	1.03e-14	9.277889	23.074047	2.40962647	PLIN1	perilipin 1
205610_at	4.80e-12	1.12e-14	9.2609115	22.99554	1.57890622	MYOM1	myomesin 1
204042_at	4.93e-12	1.17e-14	9.2514491	22.951783	0.9192385	WASF3	WAS protein family member 3
201432_at	8.26e-12	2.00e-14	9.1391906	22.432649	0.83256797	CAT	catalase
216594_x_at	8.32e-12	2.05e-14	9.1335917	22.406757	1.45727456	AKR1C1	aldo-keto reductase family 1 member C1
211696_x_at	8.42e-12	2.12e-14	9.1273914	22.378084	1.58154852	HBB	hemoglobin subunit beta
209699_x_at	8.96e-12	2.29e-14	9.1106334	22.300587	2.61167429	LOC101930400///AKR1C2	aldo-keto reductase family 1 member C2-like///aldo-keto reductase family 1, member C2
32837_at	9.13e-12	2.38e-14	9.1030941	22.265722	0.71736069	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2
49452_at	9.37e-12	2.48e-14	9.0938762	22.223095	2.05680344	ACACB	acetyl-CoA carboxylase beta
207092_at	9.69e-12	2.65e-14	9.0801913	22.15981	2.9410995	LEP	leptin
209493_at	9.69e-12	2.68e-14	9.077812	22.148808	1.46408518	PDZD2	PDZ domain containing 2
203548_s_at	9.69e-12	2.69e-14	9.0765756	22.14309	2.99053269	LPL	lipoprotein lipase
203571_s_at	1.02e-11	2.88e-14	9.0626124	22.07852	2.54555551	ADIRF	adipogenesis regulatory factor
204570_at	1.09e-11	3.14e-14	9.0445962	21.99521	2.2835022	COX7A1	cytochrome c oxidase subunit 7A1
209686_at	1.12e-11	3.27e-14	9.035952	21.955238	1.49145816	S100B	S100 calcium binding protein B
201540_at	1.27e-11	3.77e-14	9.0058385	21.815995	1.06783337	FHL1	four and a half LIM domains 1
203980_at	1.28e-11	3.85e-14	9.0013953	21.795451	1.88739535	FABP4	fatty acid binding protein 4
210201_x_at	1.69e-11	5.15e-14	8.9403859	21.513377	1.38843846	BIN1	bridging integrator 1
204223_at	1.77e-11	5.49e-14	8.9271308	21.452098	1.61239945	PRELP	proline and arginine rich end leucine rich repeat protein
201131_s_at	2.12e-11	6.72e-14	-8.8844772	21.254928	-2.46141895	CDH1	cadherin 1
210715_s_at	2.12e-11	6.76e-14	-8.883241	21.249214	-1.60517786	SPINT2	serine peptidase inhibitor, Kunitz type 2
209614_at	2.17e-11	7.01e-14	8.8757829	21.214741	1.72118675	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide
219738_s_at	2.20e-11	7.20e-14	8.8700471	21.188231	1.8269231	PCDH9	protocadherin 9
213693_s_at	2.57e-11	8.54e-14	-8.8341569	21.022357	-2.43183895	MUC1	mucin 1, cell surface associated
218665_at	2.67e-11	9.08e-14	8.8212989	20.962938	0.6298757	FZD4	frizzled class receptor 4
213005_s_at	2.67e-11	9.12e-14	8.8203924	20.958749	0.88278625	KANK1	KN motif and ankyrin repeat domains 1
208651_x_at	3.04e-11	1.05e-13	-8.7903344	20.819859	-1.08622377	CD24	CD24 molecule
204134_at	3.31e-11	1.16e-13	8.7700755	20.726259	1.18528636	PDE2A	phosphodiesterase 2A
204894_s_at	3.39e-11	1.22e-13	8.7597596	20.678602	1.74174009	AOC3	amine oxidase, copper containing 3
201690_s_at	3.39e-11	1.22e-13	-8.7594527	20.677185	-1.30532072	TPD52	tumor protein D52
205608_s_at	5.26e-11	1.91e-13	8.6644201	20.238286	0.56698032	ANGPT1	angiopoietin 1
209763_at	5.80e-11	2.13e-13	8.6414938	20.132444	0.99236946	CHRDL1	chordin like 1
213071_at	5.85e-11	2.18e-13	8.63696	20.111515	2.75135673	DPT	dermatopontin
203323_at	6.87e-11	2.59e-13	8.6006402	19.94388	1.21095867	CAV2	caveolin 2
209183_s_at	7.92e-11	3.02e-13	8.5683042	19.794671	1.9313616	C10orf10	chromosome 10 open reading frame 10
213706_at	9.87e-11	3.81e-13	8.5193413	19.568817	2.10839174	GPD1	glycerol-3-phosphate dehydrogenase 1
214505_s_at	1.01e-10	3.94e-13	8.5122459	19.536095	1.71654741	FHL1	four and a half LIM domains 1
213068_at	1.02e-10	4.05e-13	8.5066731	19.510397	2.35737223	DPT	dermatopontin
217414_x_at	1.03e-10	4.12e-13	8.5027781	19.492436	1.72419562	HBA2///HBA1	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
35776_at	1.06e-10	4.30e-13	8.4938273	19.451165	0.79767266	ITSN1	intersectin 1
221747_at	1.25e-10	5.11e-13	8.4576564	19.28442	1.25206232	TNS1	tensin 1
1007_s_at	1.25e-10	5.22e-13	-8.4531395	19.263601	-0.77915946	MIR4640///DDR1	microRNA 4640///discoidin domain receptor tyrosine kinase 1
214063_s_at	1.25e-10	5.23e-13	8.4525176	19.260735	2.5587445	TF	transferrin
209116_x_at	1.67e-10	7.05e-13	8.3894716	18.970257	3.22253684	HBB	hemoglobin subunit beta
217232_x_at	1.73e-10	7.37e-13	8.3801784	18.927456	1.71272398	HBB	hemoglobin subunit beta
209602_s_at	1.86e-10	8.00e-13	-8.3628218	18.84753	-3.02876985	GATA3	GATA binding protein 3
211653_x_at	1.87e-10	8.13e-13	8.3595171	18.832314	2.47552751	LOC101930400///AKR1C2	aldo-keto reductase family 1 member C2-like///aldo-keto reductase family 1, member C2
207275_s_at	2.37e-10	1.04e-12	8.3067273	18.589328	1.10547532	ACSL1	acyl-CoA synthetase long-chain family member 1
211745_x_at	2.40e-10	1.06e-12	8.302671	18.570663	2.58084693	HBA2///HBA1	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
218499_at	2.41e-10	1.08e-12	-8.2992826	18.555073	-0.9106347	STK26	serine/threonine protein kinase 26
207071_s_at	2.45e-10	1.11e-12	8.2936608	18.529208	0.73057096	ACO1	aconitase 1
220061_at	2.82e-10	1.29e-12	8.2619995	18.383573	1.5103463	ACSM5	acyl-CoA synthetase medium-chain family member 5
208383_s_at	2.94e-10	1.36e-12	8.250696	18.331594	2.58862713	PCK1	phosphoenolpyruvate carboxykinase 1
201243_s_at	3.17e-10	1.48e-12	-8.2332488	18.251378	-1.09220567	ATP1B1	ATPase Na+/K+ transporting subunit beta 1
204159_at	3.43e-10	1.61e-12	8.2145428	18.165396	1.9121031	CDKN2C	cyclin dependent kinase inhibitor 2C
217028_at	4.05e-10	1.93e-12	-8.1772713	17.994144	-1.12742063	CXCR4	C-X-C motif chemokine receptor 4
210375_at	4.09e-10	1.96e-12	8.1732139	17.975507	1.21738217	PTGER3	prostaglandin E receptor 3
213348_at	4.25e-10	2.06e-12	8.1631323	17.929203	0.94254883	CDKN1C	cyclin dependent kinase inhibitor 1C
221246_x_at	4.26e-10	2.08e-12	8.160599	17.917569	1.00308336	TNS1	tensin 1
209612_s_at	5.37e-10	2.65e-12	8.1096052	17.683476	1.88500704	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide
222351_at	5.93e-10	2.96e-12	8.0866578	17.578194	1.52631957	PPP2R1B	protein phosphatase 2 scaffold subunit Abeta
204719_at	6.22e-10	3.13e-12	8.0747808	17.523717	2.63262022	ABCA8	ATP binding cassette subfamily A member 8
203038_at	7.20e-10	3.65e-12	-8.0417355	17.372203	-0.72693386	PTPRK	protein tyrosine phosphatase, receptor type K
218723_s_at	7.53e-10	3.85e-12	8.0303659	17.320092	1.34385796	RGCC	regulator of cell cycle
206488_s_at	7.75e-10	4.00e-12	8.0224664	17.283892	1.57610745	CD36	CD36 molecule
209458_x_at	8.33e-10	4.33e-12	8.0054719	17.20603	2.43562886	HBA2///HBA1	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
203065_s_at	8.96e-10	4.70e-12	7.9881398	17.126645	2.08347409	CAV1	caveolin 1
218186_at	9.79e-10	5.19e-12	-7.9674134	17.031744	-1.96914986	RAB25	RAB25, member RAS oncogene family
212281_s_at	1.03e-09	5.50e-12	-7.9548746	16.97435	-2.38293055	TMEM97	transmembrane protein 97
209512_at	1.07e-09	5.76e-12	7.9453009	16.930538	1.40689438	HSDL2	hydroxysteroid dehydrogenase like 2
209298_s_at	1.42e-09	7.73e-12	7.8826674	16.644098	2.35748822	ITSN1	intersectin 1
209016_s_at	1.44e-09	7.88e-12	-7.8785457	16.62526	-3.00742419	KRT7	keratin 7
211026_s_at	1.60e-09	8.82e-12	7.8545463	16.515606	0.64668712	MGLL	monoglyceride lipase
213675_at	1.60e-09	8.91e-12	7.8524015	16.505809	0.52424928	PARVA	parvin alpha
212112_s_at	1.70e-09	9.56e-12	7.8374571	16.437557	1.16872926	STX12	syntaxin 12
33322_i_at	1.84e-09	1.04e-11	-7.8198484	16.357165	-0.92556301	SFN	stratifin
202309_at	2.02e-09	1.15e-11	7.7983907	16.25924	0.63006679	MTHFD1	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1
58780_s_at	2.03e-09	1.16e-11	7.79564	16.24669	1.75973065	ARHGEF40	Rho guanine nucleotide exchange factor 40
206068_s_at	2.29e-09	1.33e-11	7.7675776	16.118698	1.46772456	ACADL	acyl-CoA dehydrogenase, long chain
209555_s_at	2.42e-09	1.43e-11	7.7523213	16.049148	2.35620088	CD36	CD36 molecule
212071_s_at	2.42e-09	1.43e-11	7.7520562	16.047939	1.05239986	SPTBN1	spectrin beta, non-erythrocytic 1
209008_x_at	2.42e-09	1.44e-11	-7.7508454	16.04242	-1.06626058	KRT8	keratin 8
218736_s_at	2.52e-09	1.51e-11	7.7405727	15.995604	1.8192974	PALMD	palmdelphin
206100_at	2.52e-09	1.51e-11	7.7397453	15.991834	1.19500507	CPM	carboxypeptidase M
212636_at	2.71e-09	1.64e-11	7.7220428	15.911184	1.02433919	QKI	QKI, KH domain containing RNA binding
217047_s_at	2.82e-09	1.72e-11	7.7120544	15.865693	0.78538855	FAM13A	family with sequence similarity 13 member A
218677_at	2.95e-09	1.81e-11	-7.7013658	15.817024	-1.24313895	S100A14	S100 calcium binding protein A14
205005_s_at	3.52e-09	2.18e-11	7.6617524	15.636757	0.67234637	NMT2	N-myristoyltransferase 2
204848_x_at	3.75e-09	2.34e-11	7.6470394	15.569847	1.07953354	HBG2///HBG1	hemoglobin subunit gamma 2///hemoglobin subunit gamma 1
209160_at	3.85e-09	2.42e-11	7.6396851	15.536411	2.60451458	AKR1C3	aldo-keto reductase family 1, member C3
213001_at	4.17e-09	2.64e-11	7.6211583	15.452206	0.58484432	ANGPTL2	angiopoietin like 2
219563_at	4.27e-09	2.72e-11	7.6146764	15.422754	0.88820567	SYNE3///LINC00341	spectrin repeat containing nuclear envelope family member 3///long intergenic non-protein coding RNA 341
212886_at	4.33e-09	2.78e-11	7.6098252	15.400715	2.21654975	CCDC69	coiled-coil domain containing 69
202768_at	4.36e-09	2.82e-11	7.6068331	15.387124	2.03645939	FOSB	FosB proto-oncogene, AP-1 transcription factor subunit
37117_at	4.82e-09	3.14e-11	-7.5839228	15.283086	-1.39388628	PRR5-ARHGAP8///ARHGAP8	PRR5-ARHGAP8 readthrough///Rho GTPase activating protein 8
209210_s_at	5.04e-09	3.30e-11	7.5729302	15.23319	1.15165196	FERMT2	fermitin family member 2
202220_at	5.50e-09	3.64e-11	-7.5520129	15.138283	-0.55823202	KIAA0907	KIAA0907
220736_at	5.50e-09	3.67e-11	7.5504076	15.131002	0.67216983	SLC19A3	solute carrier family 19 member 3
206101_at	5.50e-09	3.68e-11	7.5500766	15.1295	0.8682275	ECM2	extracellular matrix protein 2
209496_at	5.84e-09	3.93e-11	7.5356276	15.063976	2.08408435	RARRES2	retinoic acid receptor responder 2
209087_x_at	6.50e-09	4.41e-11	7.5113571	14.953968	0.6408577	MCAM	melanoma cell adhesion molecule
203853_s_at	7.46e-09	5.09e-11	7.4803939	14.813731	0.97677067	GAB2	GRB2 associated binding protein 2
205968_at	8.24e-09	5.66e-11	-7.4575867	14.710511	-1.33327934	KCNS3	potassium voltage-gated channel modifier subfamily S member 3
204389_at	8.30e-09	5.74e-11	7.454714	14.697514	0.89750158	MAOA	monoamine oxidase A
45297_at	8.55e-09	5.94e-11	7.4470683	14.662929	0.87594634	EHD2	EH domain containing 2
209616_s_at	9.22e-09	6.46e-11	7.4292849	14.582515	1.50861578	LOC100653057///CES1	liver carboxylesterase 1-like///carboxylesterase 1
214093_s_at	9.26e-09	6.52e-11	-7.4271941	14.573064	-1.30863033	FUBP1	far upstream element binding protein 1
203215_s_at	9.47e-09	6.72e-11	-7.4208263	14.544281	-1.61192096	MYO6	myosin VI
201450_s_at	9.97e-09	7.11e-11	-7.4084921	14.488546	-1.3073906	TIA1	TIA1 cytotoxic granule-associated RNA binding protein
201539_s_at	1.05e-08	7.51e-11	7.396908	14.436219	1.28713204	FHL1	four and a half LIM domains 1
220975_s_at	1.08e-08	7.83e-11	7.3879616	14.395818	0.47640395	C1QTNF1	C1q and tumor necrosis factor related protein 1
203721_s_at	1.39e-08	1.01e-10	-7.333612	14.150619	-0.66388025	UTP18	UTP18, small subunit processome component
205609_at	1.52e-08	1.11e-10	7.3125885	14.055882	1.00690774	ANGPT1	angiopoietin 1
214439_x_at	1.63e-08	1.20e-10	7.2956431	13.979566	1.22865659	BIN1	bridging integrator 1
201785_at	1.65e-08	1.22e-10	7.2918158	13.962335	0.86923258	RNASE1	ribonuclease A family member 1, pancreatic
210517_s_at	1.69e-08	1.26e-10	7.2856895	13.934758	1.37629379	AKAP12	A-kinase anchoring protein 12
201417_at	1.85e-08	1.39e-10	-7.2647823	13.840687	-2.09170463	SOX4	SRY-box 4
218502_s_at	1.94e-08	1.46e-10	-7.253288	13.788996	-0.90888186	TRPS1	transcriptional repressor GATA binding 1
201416_at	2.02e-08	1.53e-10	-7.2430491	13.742967	-0.74306018	SOX4	SRY-box 4
203917_at	2.06e-08	1.57e-10	-7.2379739	13.720158	-1.46457419	CXADR	coxsackie virus and adenovirus receptor
221295_at	2.18e-08	1.67e-10	7.2245229	13.659723	1.1038349	CIDEA	cell death-inducing DFFA-like effector a
213933_at	2.30e-08	1.78e-10	7.2109977	13.598982	1.36186689	PTGER3	prostaglandin E receptor 3
201111_at	2.31e-08	1.79e-10	-7.2094019	13.591817	-0.66751885	CSE1L	chromosome segregation 1 like
212282_at	2.46e-08	1.92e-10	-7.1942362	13.523746	-1.45304682	TMEM97	transmembrane protein 97
206030_at	2.66e-08	2.09e-10	7.1765648	13.444472	1.61378942	ASPA	aspartoacylase
213247_at	2.72e-08	2.15e-10	7.1704548	13.417073	0.99168208	SVEP1	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1
205709_s_at	2.88e-08	2.29e-10	-7.1562666	13.353473	-1.30783852	CDS1	CDP-diacylglycerol synthase 1
201890_at	2.97e-08	2.37e-10	-7.1488527	13.320252	-1.5406557	RRM2	ribonucleotide reductase regulatory subunit M2
210832_x_at	3.07e-08	2.47e-10	7.1403933	13.282358	1.12304582	PTGER3	prostaglandin E receptor 3
202990_at	3.14e-08	2.54e-10	7.1340624	13.254005	0.82610916	PYGL	phosphorylase, glycogen, liver
218651_s_at	3.27e-08	2.65e-10	7.1244872	13.211135	0.57595844	LARP6	La ribonucleoprotein domain family member 6
219298_at	3.66e-08	2.99e-10	7.0989114	13.096699	1.72045682	ECHDC3	enoyl-CoA hydratase domain containing 3
216834_at	3.77e-08	3.10e-10	-7.091021	13.061416	-1.63803876	RGS1	regulator of G-protein signaling 1
213605_s_at	4.26e-08	3.51e-10	-7.0635323	12.938576	-1.78286162		
201842_s_at	4.59e-08	3.81e-10	7.0459948	12.860271	0.94177922	EFEMP1	EGF containing fibulin like extracellular matrix protein 1
205824_at	4.68e-08	3.91e-10	7.0402613	12.834681	1.13071296	HSPB2	heat shock protein family B (small) member 2
203324_s_at	4.68e-08	3.93e-10	7.0393347	12.830546	1.71878865	CAV2	caveolin 2
204825_at	4.69e-08	3.96e-10	-7.0375941	12.82278	-1.84898123	MELK	maternal embryonic leucine zipper kinase
203851_at	4.92e-08	4.18e-10	7.0260675	12.771358	1.26355337	IGFBP6	insulin like growth factor binding protein 6
202862_at	5.16e-08	4.40e-10	7.0146751	12.720557	0.96088146	FAH	fumarylacetoacetate hydrolase
213486_at	5.38e-08	4.61e-10	7.004486	12.675141	1.0772391	COPG2IT1	COPG2 imprinted transcript 1 (non-protein coding)
218032_at	5.53e-08	4.77e-10	6.9971854	12.64261	0.50580058	SNN	stannin
209220_at	5.59e-08	4.84e-10	6.993769	12.62739	0.48567882	GPC3	glypican 3
210869_s_at	5.65e-08	4.92e-10	6.9904952	12.612808	1.28769609	MIR6756///MCAM	microRNA 6756///melanoma cell adhesion molecule
209613_s_at	5.74e-08	5.03e-10	6.9857774	12.591797	2.19639984	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide
211726_s_at	5.97e-08	5.25e-10	6.9761235	12.548814	0.5462413	FMO2	flavin containing monooxygenase 2
203435_s_at	6.12e-08	5.41e-10	6.9698029	12.520681	0.91500085	MME	membrane metallo-endopeptidase
216894_x_at	6.95e-08	6.18e-10	6.9408654	12.391971	1.35946993	CDKN1C	cyclin dependent kinase inhibitor 1C
217979_at	6.95e-08	6.21e-10	-6.9396698	12.386657	-0.6126779	TSPAN13	tetraspanin 13
209185_s_at	7.04e-08	6.32e-10	6.9358792	12.369809	0.67018677	IRS2	insulin receptor substrate 2
211699_x_at	7.09e-08	6.39e-10	6.9332806	12.35826	1.86514333	HBA2///HBA1	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
202202_s_at	7.37e-08	6.68e-10	6.923829	12.316266	0.88802454	LAMA4	laminin subunit alpha 4
202071_at	7.73e-08	7.04e-10	-6.9121794	12.264528	-0.98436812	SDC4	syndecan 4
212845_at	8.23e-08	7.53e-10	6.897513	12.199428	0.77789401	SAMD4A	sterile alpha motif domain containing 4A
202464_s_at	8.52e-08	7.84e-10	6.8888326	12.160916	1.19221026	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
208789_at	8.79e-08	8.14e-10	6.8806534	12.124641	1.49844801	PTRF	polymerase I and transcript release factor
201664_at	8.79e-08	8.17e-10	-6.87977	12.120724	-1.48222437	SMC4	structural maintenance of chromosomes 4
208051_s_at	8.92e-08	8.32e-10	-6.8756437	12.102429	-0.67201056	PAIP1	poly(A) binding protein interacting protein 1
202157_s_at	9.67e-08	9.07e-10	6.8568763	12.019259	0.79825325	CELF2	CUGBP, Elav-like family member 2
209603_at	9.70e-08	9.14e-10	-6.8551455	12.011592	-1.9319601	GATA3	GATA binding protein 3
203743_s_at	1.01e-07	9.60e-10	-6.8443487	11.963779	-0.66845303	TDG	thymine DNA glycosylase
204731_at	1.10e-07	1.05e-09	6.8253044	11.879495	1.55464078	TGFBR3	transforming growth factor beta receptor 3
207941_s_at	1.15e-07	1.10e-09	-6.8145718	11.832027	-0.55514439	RBM39	RNA binding motif protein 39
208650_s_at	1.35e-07	1.30e-09	-6.7786474	11.673302	-2.22169256	CD24	CD24 molecule
202546_at	1.37e-07	1.32e-09	-6.7748609	11.656587	-0.75856948	VAMP8	vesicle associated membrane protein 8
209302_at	1.40e-07	1.36e-09	-6.7681062	11.626776	-0.47894283	POLR2H	RNA polymerase II subunit H
215379_x_at	1.49e-07	1.45e-09	-6.7538658	11.563958	-2.41756298	IGLV1-44	immunoglobulin lambda variable 1-44
209452_s_at	1.58e-07	1.55e-09	6.7399188	11.502472	0.45419191	VTI1B	vesicle transport through interaction with t-SNAREs 1B
202912_at	1.59e-07	1.57e-09	6.7370875	11.489995	0.89329799	ADM	adrenomedullin
213764_s_at	1.61e-07	1.59e-09	6.7342206	11.477363	2.59158354	MFAP5	microfibrillar associated protein 5
204026_s_at	1.62e-07	1.61e-09	-6.7307836	11.462221	-0.76767651	ZWINT	ZW10 interacting kinetochore protein
215039_at	1.68e-07	1.68e-09	6.7222303	11.424549	1.16110822	LINC01140	long intergenic non-protein coding RNA 1140
201448_at	1.69e-07	1.70e-09	-6.7192196	11.411292	-1.71564433	TIA1	TIA1 cytotoxic granule-associated RNA binding protein
219935_at	1.69e-07	1.70e-09	6.7186601	11.408829	0.82544931	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5
208029_s_at	1.69e-07	1.71e-09	-6.7182321	11.406945	-1.56134558	LAPTM4B	lysosomal protein transmembrane 4 beta
217820_s_at	1.71e-07	1.73e-09	-6.7146654	11.391243	-0.59329675	ENAH	enabled homolog (Drosophila)
203986_at	1.79e-07	1.82e-09	6.7038986	11.343859	1.36993431	FAM47E-STBD1///FAM47E///STBD1	FAM47E-STBD1 readthrough///family with sequence similarity 47 member E///starch binding domain 1
212097_at	1.80e-07	1.84e-09	6.7012882	11.332375	1.4797245	CAV1	caveolin 1
215306_at	1.81e-07	1.86e-09	6.6997058	11.325414	0.72106541		
204271_s_at	1.87e-07	1.93e-09	6.6915686	11.289626	0.89606987	EDNRB	endothelin receptor type B
204018_x_at	1.87e-07	1.94e-09	6.6904577	11.284741	1.6658871	HBA2///HBA1	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
203814_s_at	1.90e-07	1.97e-09	6.6862318	11.266161	0.90467744	NQO2	NAD(P)H quinone dehydrogenase 2
204653_at	1.91e-07	1.99e-09	-6.6838844	11.255843	-1.16204697	TFAP2A	transcription factor AP-2 alpha
201952_at	1.95e-07	2.05e-09	-6.6776666	11.228515	-1.25752101	ALCAM	activated leukocyte cell adhesion molecule
211946_s_at	1.95e-07	2.06e-09	-6.6768601	11.224971	-1.031647	PRRC2C	proline rich coiled-coil 2C
210946_at	1.96e-07	2.08e-09	6.67499	11.216754	0.68021489	PLPP1	phospholipid phosphatase 1
202088_at	2.05e-07	2.18e-09	-6.663757	11.167412	-0.99465313	SLC39A6	solute carrier family 39 member 6
210299_s_at	2.06e-07	2.20e-09	6.6625138	11.161953	1.65535653	FHL1	four and a half LIM domains 1
220327_at	2.06e-07	2.21e-09	6.6613862	11.157001	1.0498959	VGLL3	vestigial like family member 3
201885_s_at	2.07e-07	2.23e-09	6.6590771	11.146862	0.68746101	CYB5R3	cytochrome b5 reductase 3
