ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
1557233_at	2.20e-01	5.13e-02	-2.09	-4.672793	-4.52e-02	F11-AS1	F11 antisense RNA 1
37802_r_at	2.20e-01	5.13e-02	-2.09	-4.672797	-2.70e-01	FAM63B	family with sequence similarity 63 member B
203699_s_at	2.20e-01	5.13e-02	2.09	-4.672827	1.40	DIO2	deiodinase, iodothyronine, type II
227052_at	2.20e-01	5.13e-02	2.09	-4.673069	7.09e-01	SMIM14	small integral membrane protein 14
230621_at	2.20e-01	5.13e-02	2.09	-4.673115	4.40e-01	IAH1	isoamyl acetate-hydrolyzing esterase 1 homolog
215397_x_at	2.20e-01	5.13e-02	2.09	-4.673307	4.74e-01		
211387_x_at	2.20e-01	5.13e-02	2.09	-4.673318	2.78e-01	RNGTT	RNA guanylyltransferase and 5'-phosphatase
218966_at	2.20e-01	5.14e-02	2.09	-4.673955	6.42e-01	MYO5C	myosin VC
216392_s_at	2.20e-01	5.14e-02	2.09	-4.67456	6.27e-01	SEC23IP	SEC23 interacting protein
219511_s_at	2.20e-01	5.14e-02	-2.09	-4.674916	-1.04	SNCAIP	synuclein alpha interacting protein
222279_at	2.20e-01	5.14e-02	-2.09	-4.675196	-5.39e-01	HLA-F-AS1	HLA-F antisense RNA 1
AFFX-LysX-5_at	2.20e-01	5.14e-02	-2.09	-4.675403	-4.25e-01		
1554178_a_at	2.20e-01	5.15e-02	-2.09	-4.675479	-5.43e-01	FAM126B	family with sequence similarity 126 member B
206647_at	2.20e-01	5.15e-02	-2.09	-4.675532	-4.35e-02	HBZ	hemoglobin subunit zeta
211685_s_at	2.20e-01	5.15e-02	-2.09	-4.675773	-1.37	NCALD	neurocalcin delta
225186_at	2.20e-01	5.15e-02	2.09	-4.675811	6.17e-01	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
AFFX-r2-Bs-thr-3_s_at	2.21e-01	5.15e-02	-2.09	-4.676027	-5.26e-01		
226364_at	2.21e-01	5.15e-02	-2.09	-4.676052	-5.55e-01	HIP1	huntingtin interacting protein 1
202643_s_at	2.21e-01	5.15e-02	2.09	-4.676251	8.42e-01	TNFAIP3	TNF alpha induced protein 3
1555226_s_at	2.21e-01	5.15e-02	2.09	-4.676447	5.92e-01	C1orf43	chromosome 1 open reading frame 43
243314_at	2.21e-01	5.15e-02	-2.09	-4.6765	-1.08e-01		
1558426_x_at	2.21e-01	5.15e-02	2.09	-4.676523	3.98e-01	ORAI2	ORAI calcium release-activated calcium modulator 2
220956_s_at	2.21e-01	5.15e-02	-2.09	-4.676619	-3.85e-01	RAB4B-EGLN2///EGLN2	RAB4B-EGLN2 readthrough (NMD candidate)///egl-9 family hypoxia inducible factor 2
238303_at	2.21e-01	5.15e-02	2.09	-4.676714	5.06e-01		
242726_at	2.21e-01	5.15e-02	2.09	-4.67689	8.01e-01		
218914_at	2.21e-01	5.15e-02	2.09	-4.676955	4.69e-01	RRNAD1	ribosomal RNA adenine dimethylase domain containing 1
219197_s_at	2.21e-01	5.15e-02	-2.09	-4.677023	-1.76	SCUBE2	signal peptide, CUB domain and EGF like domain containing 2
1563496_at	2.21e-01	5.15e-02	-2.09	-4.677137	-2.32e-02	RNF217-AS1	RNF217 antisense RNA 1 (head to head)
209454_s_at	2.21e-01	5.16e-02	2.09	-4.677189	7.10e-01	TEAD3	TEA domain transcription factor 3
226305_at	2.21e-01	5.16e-02	-2.09	-4.677451	-1.41	LYNX1	Ly6/neurotoxin 1
244487_at	2.21e-01	5.16e-02	-2.09	-4.67783	-5.73e-01	NCK1	NCK adaptor protein 1
222372_at	2.21e-01	5.16e-02	-2.09	-4.677832	-8.43e-01	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1
221189_s_at	2.21e-01	5.16e-02	2.09	-4.678368	4.04e-01	MIR6878///TARS2	microRNA 6878///threonyl-tRNA synthetase 2, mitochondrial (putative)
242176_at	2.21e-01	5.16e-02	-2.09	-4.678488	-2.01e-01	MEF2A	myocyte enhancer factor 2A
220545_s_at	2.21e-01	5.16e-02	-2.09	-4.678517	-1.43e-01	TSKS	testis specific serine kinase substrate
236402_at	2.21e-01	5.16e-02	-2.09	-4.678548	-6.69e-01	BRAF	B-Raf proto-oncogene, serine/threonine kinase
209681_at	2.21e-01	5.16e-02	2.09	-4.678786	8.98e-01	SLC19A2	solute carrier family 19 member 2
1556798_a_at	2.21e-01	5.16e-02	2.09	-4.678856	1.94e-02	RNF144A-AS1	RNF144A antisense RNA 1
227719_at	2.21e-01	5.17e-02	-2.09	-4.679053	-1.59	SMAD9	SMAD family member 9
207296_at	2.21e-01	5.17e-02	-2.09	-4.679209	-8.00e-02	ZNF343	zinc finger protein 343
225808_at	2.21e-01	5.17e-02	2.09	-4.679262	5.92e-01	METTL23	methyltransferase like 23
1559401_a_at	2.21e-01	5.17e-02	2.09	-4.679263	7.45e-01		
36907_at	2.21e-01	5.17e-02	-2.09	-4.679555	-1.51e-01	MVK	mevalonate kinase
221836_s_at	2.21e-01	5.17e-02	2.09	-4.679568	5.44e-01	TRAPPC9	trafficking protein particle complex 9
230381_at	2.21e-01	5.17e-02	-2.09	-4.679655	-6.34e-01	LOC101929219///C1orf186	uncharacterized LOC101929219///chromosome 1 open reading frame 186
230472_at	2.21e-01	5.17e-02	-2.09	-4.67978	-1.80	IRX1	iroquois homeobox 1
226502_at	2.21e-01	5.17e-02	2.09	-4.679913	4.14e-01	ELMOD2	ELMO domain containing 2
1556651_at	2.21e-01	5.17e-02	-2.09	-4.68023	-8.89e-02		
221201_s_at	2.21e-01	5.17e-02	-2.09	-4.680324	-3.14e-01	ZNF155	zinc finger protein 155
220227_at	2.21e-01	5.17e-02	-2.09	-4.680349	-1.64e-02	CDH4	cadherin 4
218887_at	2.21e-01	5.17e-02	-2.09	-4.680489	-2.17e-01	MRPL2	mitochondrial ribosomal protein L2
236205_at	2.21e-01	5.17e-02	-2.09	-4.680567	-4.36e-02	ABCC6P1	ATP binding cassette subfamily C member 6 pseudogene 1
206296_x_at	2.21e-01	5.18e-02	2.09	-4.68064	1.05	MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1
213990_s_at	2.21e-01	5.18e-02	-2.09	-4.680742	-4.87e-02	PAK5	p21 (RAC1) activated kinase 5
208450_at	2.21e-01	5.18e-02	2.09	-4.680777	1.71	LGALS2	galectin 2
1567032_s_at	2.21e-01	5.18e-02	-2.09	-4.680904	-7.73e-01	ZNF160	zinc finger protein 160
213825_at	2.21e-01	5.18e-02	-2.09	-4.680978	-2.50e-02	OLIG2	oligodendrocyte lineage transcription factor 2
214163_at	2.21e-01	5.18e-02	2.09	-4.681534	5.48e-01	HSPB11	heat shock protein family B (small) member 11
218702_at	2.21e-01	5.18e-02	-2.09	-4.681598	-2.84e-01	SARS2	seryl-tRNA synthetase 2, mitochondrial
235533_at	2.21e-01	5.18e-02	-2.09	-4.681601	-6.23e-01	COX19	COX19, cytochrome c oxidase assembly factor
216612_x_at	2.21e-01	5.18e-02	-2.09	-4.681889	-6.68e-02		
1564709_at	2.21e-01	5.19e-02	2.09	-4.682506	2.38e-02	LOC286238	uncharacterized LOC286238
201216_at	2.21e-01	5.19e-02	2.09	-4.682568	3.70e-01	ERP29	endoplasmic reticulum protein 29
236028_at	2.21e-01	5.19e-02	2.09	-4.683193	1.56	IBSP	integrin binding sialoprotein
1569225_a_at	2.21e-01	5.19e-02	2.09	-4.683349	1.31	SCML4	sex comb on midleg-like 4 (Drosophila)
217816_s_at	2.21e-01	5.19e-02	-2.09	-4.683392	-2.54e-01	PCNP	PEST proteolytic signal containing nuclear protein
203868_s_at	2.21e-01	5.19e-02	2.09	-4.683407	8.60e-01	VCAM1	vascular cell adhesion molecule 1
201845_s_at	2.22e-01	5.19e-02	2.09	-4.68357	4.04e-01	RYBP	RING1 and YY1 binding protein
238891_at	2.22e-01	5.19e-02	-2.09	-4.683638	-2.97e-01		
1570632_at	2.22e-01	5.19e-02	-2.08	-4.683878	-3.87e-02		
200812_at	2.22e-01	5.20e-02	2.08	-4.684107	3.35e-01	CCT7	chaperonin containing TCP1 subunit 7
213461_at	2.22e-01	5.20e-02	2.08	-4.684149	6.55e-01	NUDT21	nudix hydrolase 21
204631_at	2.22e-01	5.20e-02	-2.08	-4.684252	-4.29e-02	MYH2	myosin heavy chain 2
1565778_at	2.22e-01	5.20e-02	-2.08	-4.684397	-2.04e-01	ABCA8	ATP binding cassette subfamily A member 8
214985_at	2.22e-01	5.20e-02	-2.08	-4.684583	-1.76e-01	EXT1	exostosin glycosyltransferase 1
1560813_at	2.22e-01	5.20e-02	-2.08	-4.684624	-1.18		
233364_s_at	2.22e-01	5.20e-02	-2.08	-4.684753	-1.17		
202524_s_at	2.22e-01	5.20e-02	2.08	-4.684765	1.01	SPOCK2	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2
232587_at	2.22e-01	5.20e-02	2.08	-4.684838	4.55e-01	EML4	echinoderm microtubule associated protein like 4
207590_s_at	2.22e-01	5.20e-02	2.08	-4.685486	4.24e-01	CENPI	centromere protein I
202674_s_at	2.22e-01	5.20e-02	2.08	-4.685768	1.49e-02	LMO7	LIM domain 7
1568865_at	2.22e-01	5.21e-02	2.08	-4.685966	7.49e-01	FNTB	farnesyltransferase, CAAX box, beta
229543_at	2.22e-01	5.21e-02	2.08	-4.686852	1.16	FAM26F	family with sequence similarity 26 member F
242321_at	2.22e-01	5.21e-02	-2.08	-4.687005	-1.44	PTPN14	protein tyrosine phosphatase, non-receptor type 14
222618_at	2.22e-01	5.21e-02	-2.08	-4.687039	-4.58e-01	SMU1	DNA replication regulator and spliceosomal factor
217849_s_at	2.22e-01	5.21e-02	-2.08	-4.687053	-5.94e-01	CDC42BPB	CDC42 binding protein kinase beta
239966_at	2.22e-01	5.21e-02	-2.08	-4.687396	-6.80e-01		
204652_s_at	2.22e-01	5.22e-02	2.08	-4.687757	4.74e-01	NRF1	nuclear respiratory factor 1
215568_x_at	2.22e-01	5.22e-02	2.08	-4.687938	2.87e-01	LYPLA2	lysophospholipase II
209376_x_at	2.22e-01	5.22e-02	-2.08	-4.688184	-6.25e-01	SCAF11	SR-related CTD associated factor 11
204197_s_at	2.22e-01	5.22e-02	2.08	-4.688322	1.04	RUNX3	runt related transcription factor 3
201535_at	2.22e-01	5.22e-02	-2.08	-4.688938	-7.67e-01	UBL3	ubiquitin like 3
213804_at	2.23e-01	5.23e-02	-2.08	-4.689387	-2.49e-01	INPP5B	inositol polyphosphate-5-phosphatase B
220943_s_at	2.23e-01	5.23e-02	-2.08	-4.689485	-2.39e-01	NDUFAF7	NADH:ubiquinone oxidoreductase complex assembly factor 7
208144_s_at	2.23e-01	5.23e-02	-2.08	-4.689505	-5.97e-02		
204191_at	2.23e-01	5.23e-02	-2.08	-4.689673	-8.54e-01	IFNAR1	interferon alpha and beta receptor subunit 1
226888_at	2.23e-01	5.23e-02	2.08	-4.690255	4.03e-01	CSNK1G1	casein kinase 1 gamma 1
221763_at	2.23e-01	5.23e-02	-2.08	-4.690386	-4.59e-01	JMJD1C	jumonji domain containing 1C
1566465_at	2.23e-01	5.23e-02	2.08	-4.690832	1.15	KCNK1	potassium two pore domain channel subfamily K member 1
231715_s_at	2.23e-01	5.24e-02	2.08	-4.691248	5.56e-01	MIR6741///PYCR2	microRNA 6741///pyrroline-5-carboxylate reductase family member 2
218744_s_at	2.23e-01	5.24e-02	2.08	-4.691253	8.14e-01	PACSIN3	protein kinase C and casein kinase substrate in neurons 3
236018_at	2.23e-01	5.24e-02	-2.08	-4.69153	-3.50e-01	ADAL	adenosine deaminase like
241411_at	2.23e-01	5.24e-02	-2.08	-4.691568	-2.30e-01		
239053_at	2.23e-01	5.24e-02	-2.08	-4.692116	-2.05e-01	CIAO1	cytosolic iron-sulfur assembly component 1
216280_s_at	2.23e-01	5.24e-02	2.08	-4.692216	1.49e-02	DICER1	dicer 1, ribonuclease III
204579_at	2.23e-01	5.24e-02	2.08	-4.692291	1.77	FGFR4	fibroblast growth factor receptor 4
224897_at	2.23e-01	5.24e-02	2.08	-4.692299	4.68e-01	WDR26	WD repeat domain 26
1556037_s_at	2.23e-01	5.24e-02	-2.08	-4.692415	-1.53e-01	HHIP	hedgehog interacting protein
227264_at	2.23e-01	5.25e-02	-2.08	-4.6927	-3.84e-01	TRAF6	TNF receptor associated factor 6
209582_s_at	2.23e-01	5.25e-02	-2.08	-4.693059	-6.08e-01	CD200	CD200 molecule
226107_at	2.23e-01	5.25e-02	-2.08	-4.693163	-7.57e-01	C1GALT1	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1
227440_at	2.23e-01	5.25e-02	2.08	-4.693198	5.23e-01	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B
244506_at	2.23e-01	5.25e-02	-2.08	-4.693462	-2.34e-01	TMTC1	transmembrane and tetratricopeptide repeat containing 1
234087_at	2.23e-01	5.25e-02	-2.08	-4.693623	-1.96e-02		
206088_at	2.23e-01	5.25e-02	2.08	-4.694055	6.83e-01	LRRC37A3	leucine rich repeat containing 37 member A3
216032_s_at	2.23e-01	5.26e-02	2.08	-4.694439	4.61e-01	ERGIC3	ERGIC and golgi 3
243198_at	2.23e-01	5.26e-02	2.08	-4.694664	1.50	TEX9	testis expressed 9
220456_at	2.24e-01	5.26e-02	-2.08	-4.695129	-1.30e-01	SPTLC3	serine palmitoyltransferase long chain base subunit 3
202251_at	2.24e-01	5.26e-02	2.08	-4.695248	4.87e-01	PRPF3	pre-mRNA processing factor 3
225484_at	2.24e-01	5.26e-02	2.08	-4.695357	7.58e-01	CEP41	centrosomal protein 41
221655_x_at	2.24e-01	5.26e-02	2.08	-4.695591	1.02	EPS8L1	EPS8 like 1
221811_at	2.24e-01	5.26e-02	2.08	-4.695773	2.14	PGAP3	post-GPI attachment to proteins 3
215999_at	2.24e-01	5.26e-02	2.08	-4.695778	1.49e-02	CDRT1	CMT1A duplicated region transcript 1
223162_s_at	2.24e-01	5.27e-02	2.08	-4.696011	5.14e-01	KIAA1147	KIAA1147
221835_at	2.24e-01	5.27e-02	-2.08	-4.697314	-6.86e-02	DTX3	deltex E3 ubiquitin ligase 3
232363_at	2.24e-01	5.27e-02	-2.08	-4.697318	-4.80e-01		
1565677_at	2.24e-01	5.27e-02	-2.08	-4.697396	-4.04e-01	PRSS23	protease, serine 23
210362_x_at	2.24e-01	5.28e-02	-2.08	-4.698182	-1.51e-02	PML	promyelocytic leukemia
244646_at	2.24e-01	5.28e-02	2.08	-4.698259	8.40e-01		
209260_at	2.24e-01	5.28e-02	2.08	-4.698852	8.21e-01	SFN	stratifin
221969_at	2.24e-01	5.28e-02	2.08	-4.698916	1.79	PAX5	paired box 5
237919_at	2.24e-01	5.28e-02	2.08	-4.698938	7.79e-01	RFFL	ring finger and FYVE-like domain containing E3 ubiquitin protein ligase
217931_at	2.24e-01	5.28e-02	2.08	-4.699126	3.88e-01	CNPY3	canopy FGF signaling regulator 3
214967_at	2.24e-01	5.29e-02	-2.08	-4.699635	-5.77e-01		
1560622_at	2.24e-01	5.29e-02	2.08	-4.699837	4.92e-01		
1568887_at	2.24e-01	5.29e-02	-2.08	-4.700001	-2.07e-02	LOC102724382	uncharacterized LOC102724382
230804_at	2.24e-01	5.29e-02	-2.08	-4.700125	-3.66e-02	NKAPL	NFKB activating protein like
211368_s_at	2.24e-01	5.29e-02	-2.08	-4.700164	-6.16e-01	CASP1	caspase 1
214206_at	2.24e-01	5.29e-02	-2.08	-4.700482	-2.67e-02	PPIL6	peptidylprolyl isomerase like 6
200028_s_at	2.24e-01	5.29e-02	2.08	-4.70054	3.31e-01	STARD7	StAR related lipid transfer domain containing 7
224583_at	2.24e-01	5.29e-02	2.08	-4.700583	7.35e-01	COTL1	coactosin like F-actin binding protein 1
226510_at	2.24e-01	5.29e-02	-2.08	-4.700619	-3.78e-01	HEATR5A	HEAT repeat containing 5A
34868_at	2.24e-01	5.29e-02	2.08	-4.700794	4.90e-01	SMG5	SMG5, nonsense mediated mRNA decay factor
205844_at	2.24e-01	5.29e-02	-2.08	-4.700812	-9.47e-01	VNN1	vanin 1
211998_at	2.24e-01	5.29e-02	-2.08	-4.700826	-1.05	MIR4738///H3F3B///H3F3A	microRNA 4738///H3 histone, family 3B///H3 histone, family 3A
244347_at	2.24e-01	5.29e-02	-2.07	-4.70098	-5.03e-01		
210153_s_at	2.24e-01	5.30e-02	2.07	-4.70114	4.94e-01	ME2	malic enzyme 2
1569091_at	2.24e-01	5.30e-02	2.07	-4.70114	3.70e-01		
237212_at	2.24e-01	5.30e-02	-2.07	-4.701164	-4.22e-01		
229022_at	2.25e-01	5.30e-02	-2.07	-4.70148	-2.69e-01	ZFX	zinc finger protein, X-linked
237946_at	2.25e-01	5.30e-02	-2.07	-4.701677	-4.87e-01		
209080_x_at	2.25e-01	5.30e-02	2.07	-4.701699	4.75e-01	GLRX3	glutaredoxin 3
209807_s_at	2.25e-01	5.30e-02	-2.07	-4.701932	-4.10e-02	NFIX	nuclear factor I X
209724_s_at	2.25e-01	5.30e-02	-2.07	-4.70211	-3.46e-01	ZBTB14	zinc finger and BTB domain containing 14
209627_s_at	2.25e-01	5.30e-02	2.07	-4.702271	1.00	OSBPL3	oxysterol binding protein like 3
230247_at	2.25e-01	5.30e-02	-2.07	-4.702398	-1.46e-01		
230156_x_at	2.25e-01	5.30e-02	2.07	-4.702434	3.98e-01	LINC01578	long intergenic non-protein coding RNA 1578
213414_s_at	2.25e-01	5.31e-02	2.07	-4.702759	3.33e-01	RPS19	ribosomal protein S19
1555742_at	2.25e-01	5.31e-02	-2.07	-4.703905	-6.70e-02	ERVH-6	endogenous retrovirus group H member 6
240651_at	2.25e-01	5.31e-02	-2.07	-4.704131	-1.45e-01		
220272_at	2.25e-01	5.31e-02	-2.07	-4.704383	-1.51	BNC2	basonuclin 2
205788_s_at	2.25e-01	5.31e-02	2.07	-4.704423	4.46e-01	LOC441155///ZC3H11A	zinc finger CCCH-type domain-containing-like///zinc finger CCCH-type containing 11A
220441_at	2.25e-01	5.32e-02	2.07	-4.704477	1.04	DNAJC22	DnaJ heat shock protein family (Hsp40) member C22
224035_s_at	2.25e-01	5.32e-02	-2.07	-4.704495	-4.91e-01	BCL2L13	BCL2 like 13
213457_at	2.25e-01	5.32e-02	2.07	-4.704905	8.20e-01	MFHAS1	malignant fibrous histiocytoma amplified sequence 1
237935_at	2.25e-01	5.32e-02	-2.07	-4.704968	-4.59e-02		
226207_at	2.25e-01	5.32e-02	-2.07	-4.70514	-5.16e-01	RILPL1	Rab interacting lysosomal protein like 1
242660_at	2.25e-01	5.32e-02	-2.07	-4.705343	-2.33e-02	MALRD1	MAM and LDL receptor class A domain containing 1
211284_s_at	2.25e-01	5.32e-02	2.07	-4.705414	4.12e-01	GRN	granulin
230766_at	2.25e-01	5.32e-02	2.07	-4.705577	1.03	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
235003_at	2.25e-01	5.32e-02	2.07	-4.705742	7.79e-01	UHMK1	U2AF homology motif (UHM) kinase 1
213798_s_at	2.25e-01	5.32e-02	2.07	-4.706002	4.73e-01	CAP1	adenylate cyclase associated protein 1
214268_s_at	2.25e-01	5.32e-02	2.07	-4.706065	6.33e-01	MTMR4	myotubularin related protein 4
234505_at	2.25e-01	5.33e-02	-2.07	-4.706111	-1.43e-01		
207656_s_at	2.25e-01	5.33e-02	-2.07	-4.706225	-6.52e-02	ACOX1	acyl-CoA oxidase 1
232691_at	2.25e-01	5.33e-02	2.07	-4.706238	8.56e-02	SFXN5	sideroflexin 5
221565_s_at	2.25e-01	5.33e-02	-2.07	-4.706487	-7.48e-01	CALHM2	calcium homeostasis modulator 2
200678_x_at	2.25e-01	5.33e-02	2.07	-4.706903	4.21e-01	GRN	granulin
223234_at	2.26e-01	5.33e-02	2.07	-4.707289	6.12e-01	MAD2L2	MAD2 mitotic arrest deficient-like 2 (yeast)
221231_s_at	2.26e-01	5.33e-02	-2.07	-4.707359	-2.46e-02	NRDE2	NRDE-2, necessary for RNA interference, domain containing
229694_at	2.26e-01	5.33e-02	-2.07	-4.707531	-5.15e-01	WDR11	WD repeat domain 11
216060_s_at	2.26e-01	5.34e-02	-2.07	-4.707789	-3.74e-01	DAAM1	dishevelled associated activator of morphogenesis 1
231392_at	2.26e-01	5.34e-02	-2.07	-4.708119	-5.10e-02		
231161_x_at	2.26e-01	5.34e-02	-2.07	-4.708196	-2.43e-01	TRIM8	tripartite motif containing 8
227122_at	2.26e-01	5.34e-02	-2.07	-4.708363	-5.34e-01	ZNF791	zinc finger protein 791
222233_s_at	2.26e-01	5.34e-02	2.07	-4.70856	6.64e-01	DCLRE1C	DNA cross-link repair 1C
201007_at	2.26e-01	5.34e-02	-2.07	-4.708614	-3.42e-01	HADHB	hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit
204069_at	2.26e-01	5.34e-02	-2.07	-4.708917	-1.34	MEIS1	Meis homeobox 1
225164_s_at	2.26e-01	5.34e-02	-2.07	-4.709143	-3.81e-01	EIF2AK4	eukaryotic translation initiation factor 2 alpha kinase 4
1552760_at	2.26e-01	5.35e-02	-2.07	-4.709794	-5.22e-01	HDAC9	histone deacetylase 9
243256_at	2.26e-01	5.35e-02	-2.07	-4.71004	-5.63e-01	MKNK1	MAP kinase interacting serine/threonine kinase 1
1554279_a_at	2.26e-01	5.35e-02	-2.07	-4.710078	-6.70e-02	TRMT2B	tRNA methyltransferase 2 homolog B
223823_at	2.26e-01	5.35e-02	-2.07	-4.710275	-2.40e-01	KCNMB2	potassium calcium-activated channel subfamily M regulatory beta subunit 2
214205_x_at	2.26e-01	5.35e-02	2.07	-4.710779	3.92e-01	GLRX3	glutaredoxin 3
217004_s_at	2.26e-01	5.35e-02	2.07	-4.711042	1.75e-02	MCF2	MCF.2 cell line derived transforming sequence
228825_at	2.26e-01	5.36e-02	-2.07	-4.711682	-8.60e-01	PTGR1	prostaglandin reductase 1
243973_at	2.26e-01	5.36e-02	2.07	-4.711888	4.90e-01		
213339_at	2.26e-01	5.36e-02	-2.07	-4.711896	-3.41e-02	TP73-AS1	TP73 antisense RNA 1
223020_at	2.27e-01	5.36e-02	2.07	-4.71272	4.78e-01	CLPTM1L	CLPTM1 like
205113_at	2.27e-01	5.37e-02	2.07	-4.713445	1.40e-02	NEFM	neurofilament, medium polypeptide
240376_s_at	2.27e-01	5.37e-02	-2.07	-4.713899	-2.20e-01		
238723_at	2.27e-01	5.37e-02	-2.07	-4.714042	-6.22e-01	ATXN3	ataxin 3
224047_at	2.27e-01	5.37e-02	2.07	-4.714169	7.17e-01		
208784_s_at	2.27e-01	5.38e-02	-2.07	-4.714435	-4.16e-01	KLHDC3	kelch domain containing 3
200093_s_at	2.27e-01	5.38e-02	2.07	-4.714455	5.36e-01	HINT1	histidine triad nucleotide binding protein 1
34187_at	2.27e-01	5.38e-02	-2.07	-4.714777	-2.67e-01	RBMS2	RNA binding motif single stranded interacting protein 2
202586_at	2.27e-01	5.38e-02	-2.07	-4.715027	-5.99e-01	POLR2L	RNA polymerase II subunit L
201723_s_at	2.27e-01	5.38e-02	2.07	-4.715287	5.87e-01	GALNT1	polypeptide N-acetylgalactosaminyltransferase 1
217977_at	2.27e-01	5.38e-02	2.07	-4.715476	7.83e-01	MSRB1	methionine sulfoxide reductase B1
222136_x_at	2.27e-01	5.38e-02	2.07	-4.715796	4.07e-01	ZNF729///ZNF43	zinc finger protein 729///zinc finger protein 43
1556491_at	2.27e-01	5.38e-02	-2.07	-4.715883	-4.21e-02		
221908_at	2.27e-01	5.38e-02	2.07	-4.715917	1.13	RNFT2	ring finger protein, transmembrane 2
224043_s_at	2.27e-01	5.39e-02	-2.07	-4.716174	-5.49e-02	UPB1	beta-ureidopropionase 1
238764_at	2.27e-01	5.39e-02	-2.07	-4.716205	-6.22e-02	CSAD	cysteine sulfinic acid decarboxylase
213003_s_at	2.27e-01	5.39e-02	-2.07	-4.716225	-1.16e-01	SPIDR	scaffolding protein involved in DNA repair
220743_at	2.27e-01	5.39e-02	-2.07	-4.716383	-1.41e-01	C16orf72	chromosome 16 open reading frame 72
1557353_at	2.27e-01	5.39e-02	-2.07	-4.716398	-7.58e-01		
201491_at	2.27e-01	5.39e-02	2.07	-4.71665	5.01e-01	AHSA1	activator of Hsp90 ATPase activity 1
1556806_at	2.27e-01	5.39e-02	2.07	-4.716852	5.01e-01		
225306_s_at	2.27e-01	5.39e-02	2.07	-4.717029	7.03e-01	SLC25A29	solute carrier family 25 member 29
227523_s_at	2.27e-01	5.39e-02	2.07	-4.717358	5.54e-01	PHF20L1	PHD finger protein 20-like 1
236970_s_at	2.27e-01	5.39e-02	2.07	-4.717375	1.57e-02	BCAP29	B-cell receptor-associated protein 29
1552569_a_at	2.27e-01	5.39e-02	-2.07	-4.71759	-1.78e-02	RTP3	receptor transporter protein 3
205990_s_at	2.27e-01	5.40e-02	2.07	-4.717785	1.54	WNT5A	Wnt family member 5A
225342_at	2.27e-01	5.40e-02	-2.07	-4.718159	-1.58	LOC100507855///AK4	adenylate kinase 4, mitochondrial-like///adenylate kinase 4
1559450_at	2.27e-01	5.40e-02	2.07	-4.71821	1.11		
1561939_at	2.27e-01	5.40e-02	-2.07	-4.71822	-1.33e-01	DYNC2H1	dynein cytoplasmic 2 heavy chain 1
1562962_at	2.27e-01	5.40e-02	-2.06	-4.718277	-9.12e-02		
243114_at	2.28e-01	5.40e-02	-2.06	-4.718932	-1.52e-02		
237882_at	2.28e-01	5.41e-02	-2.06	-4.719384	-9.60e-02		
226841_at	2.28e-01	5.41e-02	-2.06	-4.719564	-8.51e-01	MPEG1	macrophage expressed 1
225742_at	2.28e-01	5.41e-02	2.06	-4.719747	8.66e-01	MDM4	MDM4, p53 regulator
209421_at	2.28e-01	5.41e-02	2.06	-4.720072	6.70e-01	MSH2	mutS homolog 2
234478_at	2.28e-01	5.41e-02	-2.06	-4.720118	-2.86e-01		
206335_at	2.28e-01	5.41e-02	2.06	-4.720249	6.18e-01	GALNS	galactosamine (N-acetyl)-6-sulfatase
207576_x_at	2.28e-01	5.41e-02	-2.06	-4.72035	-7.04e-02	OXT	oxytocin/neurophysin I prepropeptide
204072_s_at	2.28e-01	5.41e-02	-2.06	-4.720612	-9.55e-01	FRY	FRY microtubule binding protein
1557985_s_at	2.28e-01	5.42e-02	2.06	-4.721541	3.34e-01	CEP78	centrosomal protein 78
223766_at	2.28e-01	5.42e-02	2.06	-4.721556	1.43e-01		
233458_at	2.28e-01	5.42e-02	2.06	-4.721726	6.28e-01	LOC101060521///POLR3E	DNA-directed RNA polymerase III subunit RPC5///RNA polymerase III subunit E
1552902_a_at	2.28e-01	5.42e-02	-2.06	-4.721803	-3.95e-02	FOXP2	forkhead box P2
209317_at	2.28e-01	5.42e-02	2.06	-4.721833	4.91e-01	POLR1C	RNA polymerase I subunit C
229083_at	2.28e-01	5.42e-02	-2.06	-4.721892	-6.28e-01	HNRNPA0	heterogeneous nuclear ribonucleoprotein A0
232386_at	2.28e-01	5.42e-02	-2.06	-4.722377	-8.47e-02	VPS13C	vacuolar protein sorting 13 homolog C
233020_at	2.28e-01	5.42e-02	-2.06	-4.722423	-7.70e-01	SEC22B	SEC22 homolog B, vesicle trafficking protein (gene/pseudogene)
202846_s_at	2.28e-01	5.42e-02	2.06	-4.72262	5.11e-01	PIGC	phosphatidylinositol glycan anchor biosynthesis class C
205425_at	2.28e-01	5.43e-02	-2.06	-4.722794	-7.56e-01	HIP1	huntingtin interacting protein 1
