ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
239398_at	9.97e-06	1.70e-08	-9.72	9.807962	-4.82	KLHL31	kelch like family member 31
222725_s_at	1.03e-05	1.77e-08	-9.70	9.766071	-3.84	PALMD	palmdelphin
1555740_a_at	1.03e-05	1.79e-08	-9.69	9.755548	-5.61	MRAP	melanocortin 2 receptor accessory protein
227801_at	1.03e-05	1.84e-08	9.67	9.730372	2.89	TRIM59	tripartite motif containing 59
219017_at	1.03e-05	1.87e-08	9.66	9.716192	2.69	ETNK1	ethanolamine kinase 1
220351_at	1.03e-05	1.87e-08	-9.66	9.715427	-2.52	ACKR4	atypical chemokine receptor 4
207547_s_at	1.03e-05	1.87e-08	-9.66	9.713631	-2.20	FAM107A	family with sequence similarity 107 member A
203002_at	1.05e-05	1.93e-08	-9.64	9.686096	-2.68	AMOTL2	angiomotin like 2
201920_at	1.08e-05	2.00e-08	9.62	9.651802	1.90	SLC20A1	solute carrier family 20 member 1
220736_at	1.09e-05	2.03e-08	-9.61	9.634664	-5.41	SLC19A3	solute carrier family 19 member 3
209182_s_at	1.14e-05	2.15e-08	-9.57	9.581186	-3.57	C10orf10	chromosome 10 open reading frame 10
242137_at	1.17e-05	2.22e-08	-9.55	9.551481	-2.38	RBMS3	RNA binding motif single stranded interacting protein 3
244586_x_at	1.18e-05	2.27e-08	-9.53	9.527929	-5.06e-01		
229693_at	1.18e-05	2.29e-08	-9.53	9.521811	-2.87	TMEM220	transmembrane protein 220
219696_at	1.23e-05	2.40e-08	9.50	9.473973	1.60	DENND1B	DENN domain containing 1B
207168_s_at	1.26e-05	2.49e-08	9.48	9.44062	1.44	H2AFY	H2A histone family member Y
242025_at	1.27e-05	2.53e-08	-9.47	9.424771	-3.61		
220765_s_at	1.30e-05	2.61e-08	-9.45	9.395046	-2.20	LIMS2	LIM zinc finger domain containing 2
204482_at	1.32e-05	2.68e-08	-9.43	9.370117	-3.16	CLDN5	claudin 5
235335_at	1.32e-05	2.70e-08	-9.42	9.361671	-1.10	ABCA9	ATP binding cassette subfamily A member 9
202469_s_at	1.33e-05	2.76e-08	9.41	9.342318	8.23e-01	CPSF6	cleavage and polyadenylation specific factor 6
1552519_at	1.35e-05	2.85e-08	-9.39	9.310791	-6.61	ACVR1C	activin A receptor type 1C
220061_at	1.35e-05	2.85e-08	-9.39	9.310781	-3.75	ACSM5	acyl-CoA synthetase medium-chain family member 5
209220_at	1.35e-05	2.87e-08	-9.39	9.304747	-4.39	GPC3	glypican 3
239461_at	1.35e-05	2.90e-08	-9.38	9.295038	-3.51	GALNT15	polypeptide N-acetylgalactosaminyltransferase 15
220037_s_at	1.38e-05	2.97e-08	-9.36	9.269745	-5.48	LYVE1	lymphatic vessel endothelial hyaluronan receptor 1
223837_at	1.39e-05	3.03e-08	-9.35	9.252377	-8.50e-01	GULP1	GULP, engulfment adaptor PTB domain containing 1
235201_at	1.42e-05	3.15e-08	-9.33	9.213751	-3.30	FOXP2	forkhead box P2
204894_s_at	1.42e-05	3.17e-08	-9.32	9.208659	-4.73	AOC3	amine oxidase, copper containing 3
239345_at	1.42e-05	3.18e-08	-9.32	9.205226	-4.53	SLC19A3	solute carrier family 19 member 3
235980_at	1.42e-05	3.19e-08	-9.32	9.202995	-1.77	PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha
204442_x_at	1.43e-05	3.25e-08	-9.31	9.184955	-2.79	LTBP4	latent transforming growth factor beta binding protein 4
231262_at	1.44e-05	3.30e-08	-9.30	9.168792	-4.26		
205382_s_at	1.44e-05	3.31e-08	-9.30	9.166642	-4.99	CFD	complement factor D
204389_at	1.48e-05	3.46e-08	-9.27	9.123209	-4.49	MAOA	monoamine oxidase A
1559910_at	1.48e-05	3.46e-08	-9.27	9.123194	-2.59		
216399_s_at	1.51e-05	3.57e-08	-9.25	9.094871	-9.54e-01	SCAPER	S-phase cyclin A associated protein in the ER
220327_at	1.56e-05	3.73e-08	-9.22	9.05283	-3.48	VGLL3	vestigial like family member 3
230438_at	1.56e-05	3.74e-08	-9.22	9.048586	-3.22	TBX15	T-box 15
228452_at	1.56e-05	3.77e-08	-9.21	9.042108	-1.86	GID4	GID complex subunit 4 homolog
1560698_a_at	1.56e-05	3.79e-08	-9.21	9.037844	-3.85	TRHDE-AS1	TRHDE antisense RNA 1
239153_at	1.58e-05	3.87e-08	9.20	9.016709	4.18	HOTAIR	HOX transcript antisense RNA
1557938_s_at	1.58e-05	3.92e-08	-9.19	9.005481	-3.05	PTRF	polymerase I and transcript release factor
227771_at	1.58e-05	3.93e-08	-9.19	9.001345	-2.63	LIFR	leukemia inhibitory factor receptor alpha
215768_at	1.60e-05	4.01e-08	-9.18	8.983654	-3.54		
215438_x_at	1.60e-05	4.03e-08	9.17	8.977276	1.37	GSPT1	G1 to S phase transition 1
206742_at	1.63e-05	4.15e-08	-9.16	8.950491	-5.09	PIR-FIGF///FIGF	PIR-FIGF readthrough///c-fos induced growth factor
32625_at	1.68e-05	4.32e-08	-9.13	8.910604	-4.57	NPR1	natriuretic peptide receptor 1
218257_s_at	1.68e-05	4.33e-08	9.13	8.908931	1.59	UGGT1	UDP-glucose glycoprotein glucosyltransferase 1
223430_at	1.71e-05	4.43e-08	-9.11	8.885759	-3.23	SIK2	salt inducible kinase 2
209875_s_at	1.71e-05	4.48e-08	9.11	8.875661	5.36	SPP1	secreted phosphoprotein 1
32259_at	1.74e-05	4.57e-08	-9.09	8.85639	-2.42	EZH1	enhancer of zeste 1 polycomb repressive complex 2 subunit
217871_s_at	1.93e-05	5.12e-08	9.02	8.7473	2.48	MIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)
204134_at	1.94e-05	5.17e-08	-9.02	8.738125	-3.36	PDE2A	phosphodiesterase 2A
229641_at	1.94e-05	5.22e-08	-9.01	8.729298	-2.56	CCBE1	collagen and calcium binding EGF domains 1
229015_at	1.94e-05	5.26e-08	-9.01	8.720289	-3.06		
1560049_at	2.00e-05	5.46e-08	-8.98	8.685075	-4.24		
228758_at	2.02e-05	5.54e-08	-8.98	8.67089	-2.37	BCL6	B-cell CLL/lymphoma 6
219902_at	2.02e-05	5.58e-08	-8.97	8.664221	-3.90	BHMT2	betaine--homocysteine S-methyltransferase 2
238484_s_at	2.04e-05	5.66e-08	-8.96	8.650061	-1.27	SSBP2	single stranded DNA binding protein 2
221928_at	2.09e-05	5.84e-08	-8.94	8.620583	-5.22	ACACB	acetyl-CoA carboxylase beta
231137_at	2.10e-05	5.94e-08	-8.93	8.604219	-1.20	IDH3A	isocitrate dehydrogenase 3 (NAD(+)) alpha
244655_at	2.10e-05	5.95e-08	-8.93	8.602847	-3.02	LOC100507311	uncharacterized LOC100507311
211931_s_at	2.11e-05	6.03e-08	8.92	8.588727	9.09e-01	HNRNPA3///HNRNPA3P1	heterogeneous nuclear ribonucleoprotein A3///heterogeneous nuclear ribonucleoprotein A3 pseudogene 1
218934_s_at	2.11e-05	6.05e-08	-8.92	8.585781	-5.95	HSPB7	heat shock protein family B (small) member 7
210831_s_at	2.18e-05	6.34e-08	-8.89	8.541322	-3.75	PTGER3	prostaglandin E receptor 3
228032_s_at	2.18e-05	6.34e-08	8.89	8.540297	1.48	DENND1B	DENN domain containing 1B
228730_s_at	2.18e-05	6.37e-08	-8.89	8.535817	-2.80	SCRN2	secernin 2
208510_s_at	2.24e-05	6.61e-08	-8.87	8.500817	-4.74	PPARG	peroxisome proliferator activated receptor gamma
235456_at	2.26e-05	6.69e-08	8.86	8.489728	6.27		
219874_at	2.29e-05	6.83e-08	8.85	8.468627	3.99	SLC12A8	solute carrier family 12 member 8
212843_at	2.30e-05	6.91e-08	-8.84	8.458235	-2.24	NCAM1	neural cell adhesion molecule 1
200671_s_at	2.34e-05	7.06e-08	-8.83	8.43685	-3.62	SPTBN1	spectrin beta, non-erythrocytic 1
228568_at	2.44e-05	7.42e-08	-8.80	8.38944	-5.11	MYZAP	myocardial zonula adherens protein
222606_at	2.45e-05	7.49e-08	8.79	8.379596	1.65	ZWILCH	zwilch kinetochore protein
200696_s_at	2.49e-05	7.72e-08	-8.77	8.350003	-3.17	GSN	gelsolin
218474_s_at	2.49e-05	7.73e-08	8.77	8.349637	1.68	KCTD5	potassium channel tetramerization domain containing 5
218031_s_at	2.49e-05	7.73e-08	-8.77	8.349021	-2.28	FOXN3	forkhead box N3
1555854_at	2.51e-05	7.87e-08	-8.76	8.332546	-4.49	LOC101930400///AKR1C2///AKR1C1	aldo-keto reductase family 1 member C2-like///aldo-keto reductase family 1, member C2///aldo-keto reductase family 1 member C1
208790_s_at	2.63e-05	8.30e-08	-8.73	8.280937	-3.42	PTRF	polymerase I and transcript release factor
214091_s_at	2.63e-05	8.32e-08	-8.73	8.278099	-3.87	GPX3	glutathione peroxidase 3
203845_at	2.66e-05	8.45e-08	-8.72	8.26303	-1.59	KAT2B	lysine acetyltransferase 2B
228890_at	2.72e-05	8.70e-08	-8.70	8.234597	-3.02	ATOH8	atonal bHLH transcription factor 8
237154_at	2.75e-05	8.87e-08	-8.69	8.216505	-4.86	LOC101930114	uncharacterized LOC101930114
206930_at	2.81e-05	9.09e-08	-8.67	8.192096	-4.75	GLYAT	glycine-N-acyltransferase
206955_at	2.81e-05	9.15e-08	-8.67	8.186008	-4.25	LOC101930168///LOC100509620///AQP7	putative aquaporin-7-like protein 3///putative aquaporin-7-like protein 3///aquaporin 7
229011_at	2.81e-05	9.19e-08	-8.67	8.181915	-3.52	EMP1	epithelial membrane protein 1
202095_s_at	2.82e-05	9.28e-08	8.66	8.172736	4.81	BIRC5	baculoviral IAP repeat containing 5
1552315_at	2.86e-05	9.49e-08	-8.65	8.150727	-1.62	GIMAP1	GTPase, IMAP family member 1
238919_at	2.86e-05	9.51e-08	-8.65	8.148976	-3.58	PCDH9	protocadherin 9
213075_at	2.87e-05	9.60e-08	-8.64	8.139529	-2.20	OLFML2A	olfactomedin like 2A
228434_at	2.97e-05	1.00e-07	-8.62	8.100319	-4.47	BTNL9	butyrophilin like 9
238003_at	2.98e-05	1.01e-07	-8.61	8.090592	-3.57	HEPN1///HEPACAM	hepatocellular carcinoma, down-regulated 1///hepatic and glial cell adhesion molecule
227434_at	2.99e-05	1.02e-07	-8.61	8.084923	-9.46e-01	WBSCR17	Williams-Beuren syndrome chromosome region 17
225655_at	2.99e-05	1.02e-07	8.60	8.079683	4.29	UHRF1	ubiquitin like with PHD and ring finger domains 1
241381_at	3.02e-05	1.04e-07	-8.59	8.062337	-2.57	CXorf36	chromosome X open reading frame 36
203323_at	3.02e-05	1.04e-07	-8.59	8.057727	-3.61	CAV2	caveolin 2
209074_s_at	3.02e-05	1.05e-07	-8.59	8.054786	-3.77	FAM107A	family with sequence similarity 107 member A
209284_s_at	3.06e-05	1.07e-07	8.58	8.035321	1.21	FAM208A	family with sequence similarity 208 member A
203228_at	3.06e-05	1.09e-07	8.57	8.019121	3.32	PAFAH1B3	platelet activating factor acetylhydrolase 1b catalytic subunit 3
227282_at	3.06e-05	1.09e-07	-8.57	8.018497	-2.17	PCDH19	protocadherin 19
227692_at	3.06e-05	1.09e-07	-8.56	8.015156	-3.65	GNAI1	G protein subunit alpha i1
218039_at	3.06e-05	1.09e-07	8.56	8.014936	4.79	NUSAP1	nucleolar and spindle associated protein 1
43427_at	3.08e-05	1.11e-07	-8.56	8.001314	-5.43	ACACB	acetyl-CoA carboxylase beta
203065_s_at	3.08e-05	1.12e-07	-8.55	7.990635	-3.85	CAV1	caveolin 1
202309_at	3.08e-05	1.12e-07	-8.55	7.98654	-1.38	MTHFD1	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1
222083_at	3.08e-05	1.13e-07	-8.54	7.981982	-5.55	GLYAT	glycine-N-acyltransferase
205883_at	3.08e-05	1.13e-07	-8.54	7.980162	-5.70	ZBTB16	zinc finger and BTB domain containing 16
213221_s_at	3.08e-05	1.14e-07	-8.54	7.976695	-3.18	SIK2	salt inducible kinase 2
227006_at	3.08e-05	1.14e-07	-8.54	7.973995	-3.77	PPP1R14A	protein phosphatase 1 regulatory inhibitor subunit 14A
218979_at	3.11e-05	1.16e-07	8.53	7.953846	1.67	RMI1	RecQ mediated genome instability 1
219970_at	3.11e-05	1.17e-07	-8.52	7.947916	-2.50	GIPC2	GIPC PDZ domain containing family member 2
200087_s_at	3.11e-05	1.18e-07	8.52	7.943685	6.30e-01	TMED2	transmembrane p24 trafficking protein 2
226584_s_at	3.11e-05	1.18e-07	8.52	7.936082	3.17	FAM110A	family with sequence similarity 110 member A
202464_s_at	3.11e-05	1.20e-07	-8.51	7.927018	-3.05	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
225894_at	3.11e-05	1.20e-07	-8.51	7.925047	-3.34	SYNPO2	synaptopodin 2
214660_at	3.11e-05	1.20e-07	-8.51	7.924787	-1.87	ITGA1	integrin subunit alpha 1
202723_s_at	3.11e-05	1.20e-07	-8.51	7.924133	-2.50	FOXO1	forkhead box O1
225630_at	3.11e-05	1.20e-07	-8.51	7.920339	-2.43	EEPD1	endonuclease/exonuclease/phosphatase family domain containing 1
201348_at	3.11e-05	1.21e-07	-8.51	7.918641	-4.07	GPX3	glutathione peroxidase 3
207283_at	3.14e-05	1.22e-07	-8.50	7.903982	-2.26	RPL23AP32	ribosomal protein L23a pseudogene 32
228880_at	3.15e-05	1.23e-07	-8.49	7.897694	-3.18	NAT8L	N-acetyltransferase 8 like
235753_at	3.15e-05	1.25e-07	-8.48	7.882206	-2.78	HOXA7	homeobox A7
211653_x_at	3.15e-05	1.26e-07	-8.48	7.879907	-5.06	LOC101930400///AKR1C2	aldo-keto reductase family 1 member C2-like///aldo-keto reductase family 1, member C2
89977_at	3.15e-05	1.26e-07	-8.48	7.874982	-4.21	ACSM5	acyl-CoA synthetase medium-chain family member 5
225424_at	3.15e-05	1.26e-07	-8.48	7.873455	-5.63	GPAM	glycerol-3-phosphate acyltransferase, mitochondrial
203755_at	3.15e-05	1.26e-07	8.48	7.873405	4.35	BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B
1553243_at	3.15e-05	1.27e-07	-8.48	7.871532	-4.25	ITIH5	inter-alpha-trypsin inhibitor heavy chain family member 5
204570_at	3.20e-05	1.30e-07	-8.46	7.8494	-3.42	COX7A1	cytochrome c oxidase subunit 7A1
227140_at	3.23e-05	1.32e-07	8.45	7.834584	3.85	INHBA	inhibin beta A subunit
219037_at	3.23e-05	1.32e-07	8.45	7.832911	1.31	RRP15	ribosomal RNA processing 15 homolog
236644_at	3.25e-05	1.33e-07	-8.45	7.822303	-1.09	RNF180	ring finger protein 180
228445_at	3.30e-05	1.36e-07	-8.43	7.802006	-3.14	AIFM2	apoptosis inducing factor, mitochondria associated 2
229985_at	3.33e-05	1.37e-07	-8.43	7.791528	-4.82	BTNL9	butyrophilin like 9
201866_s_at	3.35e-05	1.40e-07	-8.42	7.770704	-1.93	NR3C1	nuclear receptor subfamily 3 group C member 1
53991_at	3.35e-05	1.41e-07	-8.42	7.770243	-2.73	DENND2A	DENN domain containing 2A
200644_at	3.35e-05	1.41e-07	8.42	7.769882	3.52	MARCKSL1	MARCKS like 1
233392_at	3.35e-05	1.41e-07	-8.41	7.766661	-2.05		
228727_at	3.39e-05	1.44e-07	-8.40	7.744703	-1.79	ANXA11	annexin A11
218368_s_at	3.39e-05	1.44e-07	8.40	7.744189	2.73	TNFRSF12A	TNF receptor superfamily member 12A
203883_s_at	3.39e-05	1.45e-07	-8.40	7.742193	-1.07	RAB11FIP2	RAB11 family interacting protein 2
211406_at	3.39e-05	1.45e-07	8.40	7.738822	1.69	IER3IP1	immediate early response 3 interacting protein 1
204115_at	3.42e-05	1.47e-07	-8.39	7.727684	-2.51	GNG11	G protein subunit gamma 11
225939_at	3.42e-05	1.48e-07	-8.38	7.718993	-2.14	EIF4E3	eukaryotic translation initiation factor 4E family member 3
201432_at	3.42e-05	1.48e-07	-8.38	7.7173	-2.12	CAT	catalase
237419_at	3.46e-05	1.51e-07	-8.37	7.702281	-9.06e-01		
1555929_s_at	3.49e-05	1.53e-07	-8.37	7.68956	-2.02		
230003_at	3.49e-05	1.53e-07	-8.36	7.685121	-4.72	SLC16A7	solute carrier family 16 member 7
242197_x_at	3.53e-05	1.56e-07	-8.36	7.671462	-3.34	CD36	CD36 molecule
205289_at	3.57e-05	1.59e-07	-8.34	7.653376	-3.28	BMP2	bone morphogenetic protein 2
209053_s_at	3.57e-05	1.59e-07	8.34	7.651092	2.55	WHSC1	Wolf-Hirschhorn syndrome candidate 1
203878_s_at	3.62e-05	1.61e-07	8.33	7.635635	5.00	MMP11	matrix metallopeptidase 11
233932_at	3.67e-05	1.65e-07	-8.32	7.61708	-3.62		
209347_s_at	3.67e-05	1.66e-07	-8.32	7.607204	-1.09	MAF	MAF bZIP transcription factor
209326_at	3.67e-05	1.66e-07	8.32	7.605909	1.80	SLC35A2	solute carrier family 35 member A2
229086_at	3.67e-05	1.67e-07	-8.31	7.602057	-3.37	ZNF436-AS1	ZNF436 antisense RNA 1
228728_at	3.67e-05	1.67e-07	-8.31	7.600772	-3.17	CPED1	cadherin like and PC-esterase domain containing 1
222513_s_at	3.70e-05	1.70e-07	-8.31	7.588151	-4.76	SORBS1	sorbin and SH3 domain containing 1
