biomarkerid	biomarkername	synonym	gene_id	biomarker_type	molecular_type	use_development	use_refid	confidence	with_condition	identity_method	source	development_stage	disease_subtype	population	sample_size	refid	displayorder	title	url
LCBD-1251	NK cells			Predictive	Cell			Potential	the infiltration and activation of NK cells			Research	Extensive Stage Small Cell Lung Cancer			4781	1	Potential value of efficacy prediction and treatment of naturalkiller cells in extensive stage small cell lung cancer	https://pubmed.ncbi.nlm.nih.gov/36861174
LCBD-1348	ctDNA			predictive	DNA				an early decline in ctDNA	SPIDIA4P,IFCC,CANCER-ID; SEQC2; NIH Biomarkers Consortium; NIBSC ;ILSA		Clinical	Non–Small-Cell Lung Cancer (NSCLC)			4782	4	Circulating Tumor DNA as a Biomarker for Monitoring Patients with Solid Cancers: Comparison with Standard Protein Biomarkers	https://pubmed.ncbi.nlm.nih.gov/35962648
LCBD-1463	pericentric satellite DNA			Monitoring, Diagnostic and Prognostic	DNA				overrepresented;	Liquid Biopsy Application		Research	Lung Cancer			4791	1	The Utility of Repetitive Cell-Free DNA in Cancer LiquidBiopsies	https://pubmed.ncbi.nlm.nih.gov/35741173
LCBD-1160	Circulating tumor cell (CTC)		5473	Prognostic	Cell				High CTC numbers	NGS		Clinical	Non–Small-Cell Lung Cancer (NSCLC)		30(30 NSCL w/o targetable mutation w/progression after platinum-based chem)	4803	3	Utilization of Circulating Tumor Cells in the Management ofSolid Tumors	https://pubmed.ncbi.nlm.nih.gov/37109080
LCBD-1117	volatile organic compound (VOC)			Diagnostic and Predictive	Organic Compound				VOC levels change	gas chromatography–mass spectrometry (GC-MS), portable devices, electric noses (eNose),canines		Research	Non–Small-Cell Lung Cancer (NSCLC)			4806	4	Molecular Markers in Guiding Lung Cancer Diagnosis and Treatment	https://pubmed.ncbi.nlm.nih.gov/2573464437
LCBD-1160	circulating tumor cells (CTCs)		5473	Prognostic and predictive	Cell					Liquid Biopsy		Approved	Non–Small-Cell Lung Cancer (NSCLC)			4806	6	Molecular Markers in Guiding Lung Cancer Diagnosis and Treatment	https://pubmed.ncbi.nlm.nih.gov/2573464437
LCBD-1348	Circulating tumor DNA (ctDNA)			Diagnostic, Prognostic and Predictive	DNA				ctDNA levels increase	"karyotyping, PCR-based assays, spectral karyotyping, comparative genomic hybridization (CGH), and
fluorescence in-situ hybridization (FISH). Modern technologies include microarray-based CGH, single nucleotide
polymorphisms (SNP), and next-generation sequencing(NGS) "		Approved	Non–Small-Cell Lung Cancer (NSCLC)			4806	6	Molecular Markers in Guiding Lung Cancer Diagnosis and Treatment	https://pubmed.ncbi.nlm.nih.gov/2573464437
LCBD-0163	Circulating-free DNA (cfDNA)			Prognostic, Predictive and Detective	DNA					AS-PCR; dPCR; Multiplex PCR-based NGS; Hybrid captured-based NGS; WES; cfDNA methylation; Fragmentomics; Combined approaches		Research	Non–Small-Cell Lung Cancer (NSCLC)			4815	2	Making the Rounds: Exploring the Role of Circulating TumorDNA (ctDNA) in Non-Small Cell Lung Cance	https://pubmed.ncbi.nlm.nih.gov/36012272
LCBD-0163	Circulating-free DNA (cfDNA)			Predictive and Detective	DNA				levels of cfDNA	Liquid biopsies		Research	Non–Small-Cell Lung Cancer (NSCLC)			4817	3	Liquid biopsy approaches to capture tumor evolution and clinical outcomes during cancer immunotherapy	https://pubmed.ncbi.nlm.nih.gov/36657818
LCBD-1348	Circulating tumor DNA (ctDNA)			Predictive and Prognostic	DNA				High ctDNA levels	CAPP-Seq		Clinical	Non–Small-Cell Lung Cancer (NSCLC)			4821	7	Benefits from Adjuvant Chemotherapy in Patients withResected Non-Small Cell Lung Cancer: Possibility ofStratification by Gene Amplification of ACTN4 According toEvaluation of Metastatic Ability	https://pubmed.ncbi.nlm.nih.gov/36139525
LCBD-0858	PTPRN4			Diagnostic	DNA				Methylation			Research	Lung Cancer			4824	1	Clinical Scores, Biomarkers and IT Tools in Lung CancerScreening—Can an Integrated Approach OvercomeCurrent Challenges?	https://pubmed.ncbi.nlm.nih.gov/36831559
LCBD-1117	volatile organic compound (VOC)			Diagnostic	Organic Compound				VOC levels change			Research	Lung Cancer		47	4824	5	Clinical Scores, Biomarkers and IT Tools in Lung CancerScreening—Can an Integrated Approach OvercomeCurrent Challenges?	https://pubmed.ncbi.nlm.nih.gov/36831559
LCBD-1160	Circulating tumor cell (CTC)		5473	Diagnostic and Prognostic	Cell				"positive
(CTC+)"	Label-dependent/Label-free/RT-PCR		Research	early-stage Non–Small-Cell Lung Cancer (NSCLC)		1321	4825	4	Circulating Tumor Cells as a Predictive Biomarker in ResectableLung Cancer: A Systematic Review and Meta-Analysis	https://pubmed.ncbi.nlm.nih.gov/36551601
LCBD-0163	Circulating-free DNA (cfDNA)			Predictive and Prognostic	DNA				Reduced cfDNA levels			Approved	Non–Small-Cell Lung Cancer (NSCLC)			4827	4	Liquid biopsy on the horizon in immunotherapy of non-smallcell lung cancer: current status, challenges, and perspectives	https://pubmed.ncbi.nlm.nih.gov/37002211
LCBD-0383	PD-L1		29126	Prognostic and Therapeutic	mRNA				"elevated expression of PD-L1
mRNA"			Clinical	Non–Small-Cell Lung Cancer (NSCLC)		21	4827	28	Liquid biopsy on the horizon in immunotherapy of non-smallcell lung cancer: current status, challenges, and perspectives	https://pubmed.ncbi.nlm.nih.gov/37002211
LCBD-1137	Circulating immune cells			Prognostic	Cell				Circulating immune cells counts change			Research	Non–Small-Cell Lung Cancer (NSCLC); Small-Cell Lung Cancer (SCLC)			4827	1	Liquid biopsy on the horizon in immunotherapy of non-smallcell lung cancer: current status, challenges, and perspectives	https://pubmed.ncbi.nlm.nih.gov/37002211
LCBD-1160	Circulating tumor cell (CTC)		5473	Therapeutic	Cell				presence of CTCs			Approved	Non–Small-Cell Lung Cancer (NSCLC)			4827	5	Liquid biopsy on the horizon in immunotherapy of non-smallcell lung cancer: current status, challenges, and perspectives	https://pubmed.ncbi.nlm.nih.gov/37002211
LCBD-0225	MET		4233	Prognostic	ctDNA				"ctDNA MET alterations correlated with bone metastasis and TP53/PTEN abnormalities; MET mut+ shorter median time to metastasis/recurrence
(1.0 m vs. 10.4 m) and poorer survival (30.6 m vs. 58.4 m)"	NGS			Non–Small-Cell Lung Cancer (NSCLC)		102	4830	46	Prognostic Value of Circulating Tumor DNA (ctDNA) in Oncogene-Driven NSCLC: Current Knowledge and Future Perspectives	https://pubmed.ncbi.nlm.nih.gov/36230877
LCBD-0895	KRAS		3845	Prognostic	ctDNA				OS ctDNA KRAS mut+ significantly worse vs. KRAS w	RFLP–PCR			"Non–Small-Cell Lung Cancer (NSCLC) "		180	4830	29	Prognostic Value of Circulating Tumor DNA (ctDNA) in Oncogene-Driven NSCLC: Current Knowledge and Future Perspectives	https://pubmed.ncbi.nlm.nih.gov/36230877
LCBD-0895	KRAS		3845	Prognostic	ctDNA				Significantly worse survival for serum KRAS mut+ patients	PCR			Non–Small-Cell Lung Cancer (NSCLC)		50	4830	26	Prognostic Value of Circulating Tumor DNA (ctDNA) in Oncogene-Driven NSCLC: Current Knowledge and Future Perspectives	https://pubmed.ncbi.nlm.nih.gov/36230877
LCBD-0895	KRAS		3845	Prognostic	ctDNA				Significantly worse survival for serum KRAS mut+ patients	PCR			Non–Small-Cell Lung Cancer (NSCLC)		50	4830	26	Prognostic Value of Circulating Tumor DNA (ctDNA) in Oncogene-Driven NSCLC: Current Knowledge and Future Perspectives	https://pubmed.ncbi.nlm.nih.gov/36230877
LCBD-0895	KRAS		3845	Prognostic	ctDNA				PFS similar between KRAS wt and KRAS mut+ (5.77 m vs. 5.43 m); OS similar for both KRAS genotype groups (9.07 m vs. 10.03 m)	Fluorogenic RT-PCR			Non–Small-Cell Lung Cancer (NSCLC) stage IIIB or IV		308	4830	25	Prognostic Value of Circulating Tumor DNA (ctDNA) in Oncogene-Driven NSCLC: Current Knowledge and Future Perspectives	https://pubmed.ncbi.nlm.nih.gov/36230877
LCBD-0895	KRAS		3845	Prognostic	ctDNA				PFS similar between KRAS wt and KRAS mut+ (5.77 m vs. 5.43 m); OS similar for both KRAS genotype groups (9.07 m vs. 10.03 m)	Fluorogenic RT-PCR			Non–Small-Cell Lung Cancer (NSCLC) stage IIIB or IV		308	4830	25	Prognostic Value of Circulating Tumor DNA (ctDNA) in Oncogene-Driven NSCLC: Current Knowledge and Future Perspectives	https://pubmed.ncbi.nlm.nih.gov/36230877
LCBD-0895	KRAS		3845	Prognostic	ctDNA				Median OS ctDNA KRAS mut+ 4.8 m vs. KRAS wt 9.5 m; Median PFS ctDNA KRAS mut+ 3.0 m vs. KRAS wt 5.6 m;  Independent prognostic value of KRAS in OS	"ARMS-qPCR "			Non–Small-Cell Lung Cancer (NSCLC) stage III orIV		246	4830	28	Prognostic Value of Circulating Tumor DNA (ctDNA) in Oncogene-Driven NSCLC: Current Knowledge and Future Perspectives	https://pubmed.ncbi.nlm.nih.gov/36230877
LCBD-0963	EGFR		1956	Prognostic	ctDNA				EGFR-TKIs cohort: presence of allele frequency heterogeneity in ctDNA significantly associated with shorter O	Targeted NGS		Research	Non–Small-Cell Lung Cancer (NSCLC)		259	4830	82	Prognostic Value of Circulating Tumor DNA (ctDNA) in Oncogene-Driven NSCLC: Current Knowledge and Future Perspectives	https://pubmed.ncbi.nlm.nih.gov/36230877
LCBD-0963	EGFR		1956	Prognostic	ctDNA				ctDNA EGFR L861Q mutation detected in blood sample two months prior to radiologically identified metastasis	Personalized Analysis of Cancer (blocker displacement amplification)			Non–Small-Cell Lung Cancer (NSCLC) Stage IB		1	4830	87	Prognostic Value of Circulating Tumor DNA (ctDNA) in Oncogene-Driven NSCLC: Current Knowledge and Future Perspectives	https://pubmed.ncbi.nlm.nih.gov/36230877
LCBD-0963	EGFR		1956	Prognostic	ctDNA				Median OS in ctDNA L858R mut+ 13.7 m vs. exon 19 del 30.0 m; ctDNA L858R mut marker of shorter OS and PFS	T-PCR (TaqMan) assay			Advanced EGFR mutated Non–Small-Cell Lung Cancer (NSCLC)		97	4830	86	Prognostic Value of Circulating Tumor DNA (ctDNA) in Oncogene-Driven NSCLC: Current Knowledge and Future Perspectives	https://pubmed.ncbi.nlm.nih.gov/36230877
LCBD-0963	EGFR		1956	Prognostic	ctDNA				5-year survival rate ctDNA EGFR mut+ 18.5% vs. EGFR mut- 76.9%;  median OS ctDNA EGFR mut+ 29.00 ± 2.55 m vs. EGFR mut- not reached; ctDNA EGFR mut+ independent prognostic risk factor for DFS, OS;  ctDNA EGFR mut+ patients shorter DFS of 19.00 ± 2.50 m; Probability of developing distant metastasis ctDNA EGFRmut+ 81.5% vs. EGFR mut- 25.2%	Real-time PCR; ARMS		Research	Non–Small-Cell Lung Cancer (NSCLC)		174	4830	81	Prognostic Value of Circulating Tumor DNA (ctDNA) in Oncogene-Driven NSCLC: Current Knowledge and Future Perspectives	https://pubmed.ncbi.nlm.nih.gov/36230877
LCBD-0963	EGFR		1956	Prognostic	ctDNA				Median OS ctDNA EGFR mut+ patients 8.18 m vs. EGFR mut- 25.3 m;  EGFR mut and ≥6 sites of progression = higher risk of death	ddPCR			Advanced EGFR-mutated Non–Small-Cell Lung Cancer (NSCLC)		177	4830	83	Prognostic Value of Circulating Tumor DNA (ctDNA) in Oncogene-Driven NSCLC: Current Knowledge and Future Perspectives	https://pubmed.ncbi.nlm.nih.gov/36230877
LCBD-0963	EGFR		1956	Prognostic	ctDNA				"Persistent detection of EGFR mut ctDNA at six weeks associated with
shorter median PFS (16.2 m vs. 9.8 m) and median OS (10.1 m)"	ddPCR			Metastatic EGFR-mutated Non–Small-Cell Lung Cancer (NSCLC)		49	4830	84	Prognostic Value of Circulating Tumor DNA (ctDNA) in Oncogene-Driven NSCLC: Current Knowledge and Future Perspectives	https://pubmed.ncbi.nlm.nih.gov/36230877
LCBD-0963	EGFR		1956	Prognostic	ctDNA				Somatic copy-number alterations in ctDNA independent predictor for shorter PFS and OS	ddPCR			"Advanced treatment-naïve EGFR-mutant lung adenocarcinoma "		43	4830	85	Prognostic Value of Circulating Tumor DNA (ctDNA) in Oncogene-Driven NSCLC: Current Knowledge and Future Perspectives	https://pubmed.ncbi.nlm.nih.gov/36230877
LCBD-0963	EGFR		1956	Prognostic	ctDNA				PFS and OS of patients with ctDNA TP53-wt tumors significantly longer vs. TP53-mut tumors (OS: 21.2 m vs. 32.0 m; PFS: 8.4 m vs. 12.81 m);  Patients with ctDNA TP53 and EGFR exon 19 mut significantly longer PFS and OS vs. TP53 and EGFR L858R mutations (26.8 m vs. 21.5 m)	ddPCR			"Advanced treatment-naïve EGFR-mutant lung
adenocarcinoma "		180	4830	88	Prognostic Value of Circulating Tumor DNA (ctDNA) in Oncogene-Driven NSCLC: Current Knowledge and Future Perspectives	https://pubmed.ncbi.nlm.nih.gov/36230877
LCBD-1112	ALK		238	Prognostic	ctDNA				Significant correlation between ctDNA burden and disease burden as assessed by RECIST, volumetric segmentation analysis, quantitative tallying of organ-specific metastasis	NGS			Non–Small-Cell Lung Cancer (NSCLC)		75	4830	28	Prognostic Value of Circulating Tumor DNA (ctDNA) in Oncogene-Driven NSCLC: Current Knowledge and Future Perspectives	https://pubmed.ncbi.nlm.nih.gov/36230877
LCBD-1112	ALK		238	Prognostic	ctDNA				Significant correlation between ctDNA burden and disease burden as assessed by RECIST, volumetric segmentation analysis, quantitative tallying of organ-specific metastasis	NGS			Non–Small-Cell Lung Cancer (NSCLC)		75	4830	28	Prognostic Value of Circulating Tumor DNA (ctDNA) in Oncogene-Driven NSCLC: Current Knowledge and Future Perspectives	https://pubmed.ncbi.nlm.nih.gov/36230877
LCBD-1112	ALK		238	Prognostic	ctDNA				Significant correlation between ctDNA burden and disease burden as assessed by RECIST, volumetric segmentation analysis, quantitative tallying of organ-specific metastasis	NGS			Non–Small-Cell Lung Cancer (NSCLC)		75	4830	28	Prognostic Value of Circulating Tumor DNA (ctDNA) in Oncogene-Driven NSCLC: Current Knowledge and Future Perspectives	https://pubmed.ncbi.nlm.nih.gov/36230877
LCBD-1112	ALK		238	Prognostic	ctDNA				Significant correlation between ctDNA burden and disease burden as assessed by RECIST, volumetric segmentation analysis, quantitative tallying of organ-specific metastasis	NGS			Non–Small-Cell Lung Cancer (NSCLC)		75	4830	28	Prognostic Value of Circulating Tumor DNA (ctDNA) in Oncogene-Driven NSCLC: Current Knowledge and Future Perspectives	https://pubmed.ncbi.nlm.nih.gov/36230877
LCBD-1112	ALK		238	Prognostic	ctDNA				Significant correlation between ctDNA burden and disease burden as assessed by RECIST, volumetric segmentation analysis, quantitative tallying of organ-specific metastasis	NGS			Non–Small-Cell Lung Cancer (NSCLC)		75	4830	28	Prognostic Value of Circulating Tumor DNA (ctDNA) in Oncogene-Driven NSCLC: Current Knowledge and Future Perspectives	https://pubmed.ncbi.nlm.nih.gov/36230877
LCBD-1112	ALK		238	Prognostic	ctDNA				Significant correlation between ctDNA burden and disease burden as assessed by RECIST, volumetric segmentation analysis, quantitative tallying of organ-specific metastasis	NGS			Non–Small-Cell Lung Cancer (NSCLC)		75	4830	28	Prognostic Value of Circulating Tumor DNA (ctDNA) in Oncogene-Driven NSCLC: Current Knowledge and Future Perspectives	https://pubmed.ncbi.nlm.nih.gov/36230877
LCBD-1112	ALK		238	Prognostic	ctDNA				Significant correlation between ctDNA burden and disease burden as assessed by RECIST, volumetric segmentation analysis, quantitative tallying of organ-specific metastasis	NGS			Non–Small-Cell Lung Cancer (NSCLC)		75	4830	28	Prognostic Value of Circulating Tumor DNA (ctDNA) in Oncogene-Driven NSCLC: Current Knowledge and Future Perspectives	https://pubmed.ncbi.nlm.nih.gov/36230877
LCBD-1112	ALK		238	Prognostic	ctDNA				Significant correlation between ctDNA burden and disease burden as assessed by RECIST, volumetric segmentation analysis, quantitative tallying of organ-specific metastasis	NGS			Non–Small-Cell Lung Cancer (NSCLC)		75	4830	28	Prognostic Value of Circulating Tumor DNA (ctDNA) in Oncogene-Driven NSCLC: Current Knowledge and Future Perspectives	https://pubmed.ncbi.nlm.nih.gov/36230877
LCBD-1112	ALK		238	Prognostic	ctDNA				Significant correlation between ctDNA burden and disease burden as assessed by RECIST, volumetric segmentation analysis, quantitative tallying of organ-specific metastasis	NGS			Non–Small-Cell Lung Cancer (NSCLC)		75	4830	28	Prognostic Value of Circulating Tumor DNA (ctDNA) in Oncogene-Driven NSCLC: Current Knowledge and Future Perspectives	https://pubmed.ncbi.nlm.nih.gov/36230877
LCBD-1112	ALK		238	Prognostic	ctDNA				Significant correlation between ctDNA burden and disease burden as assessed by RECIST, volumetric segmentation analysis, quantitative tallying of organ-specific metastasis	NGS			Non–Small-Cell Lung Cancer (NSCLC)		75	4830	28	Prognostic Value of Circulating Tumor DNA (ctDNA) in Oncogene-Driven NSCLC: Current Knowledge and Future Perspectives	https://pubmed.ncbi.nlm.nih.gov/36230877
LCBD-1112	ALK		238	Prognostic	ctDNA				Significant correlation between ctDNA burden and disease burden as assessed by RECIST, volumetric segmentation analysis, quantitative tallying of organ-specific metastasis	NGS			Non–Small-Cell Lung Cancer (NSCLC)		75	4830	28	Prognostic Value of Circulating Tumor DNA (ctDNA) in Oncogene-Driven NSCLC: Current Knowledge and Future Perspectives	https://pubmed.ncbi.nlm.nih.gov/36230877
LCBD-1112	ALK		238	Prognostic	ctDNA				Significant correlation between ctDNA burden and disease burden as assessed by RECIST, volumetric segmentation analysis, quantitative tallying of organ-specific metastasis	NGS			Non–Small-Cell Lung Cancer (NSCLC)		75	4830	28	Prognostic Value of Circulating Tumor DNA (ctDNA) in Oncogene-Driven NSCLC: Current Knowledge and Future Perspectives	https://pubmed.ncbi.nlm.nih.gov/36230877
LCBD-1112	ALK		238	Prognostic	ctDNA				Significant correlation between ctDNA burden and disease burden as assessed by RECIST, volumetric segmentation analysis, quantitative tallying of organ-specific metastasis	NGS			Non–Small-Cell Lung Cancer (NSCLC)		75	4830	28	Prognostic Value of Circulating Tumor DNA (ctDNA) in Oncogene-Driven NSCLC: Current Knowledge and Future Perspectives	https://pubmed.ncbi.nlm.nih.gov/36230877
LCBD-1112	ALK		238	Prognostic	ctDNA				Significant correlation between ctDNA burden and disease burden as assessed by RECIST, volumetric segmentation analysis, quantitative tallying of organ-specific metastasis	NGS			Non–Small-Cell Lung Cancer (NSCLC)		75	4830	28	Prognostic Value of Circulating Tumor DNA (ctDNA) in Oncogene-Driven NSCLC: Current Knowledge and Future Perspectives	https://pubmed.ncbi.nlm.nih.gov/36230877
LCBD-1112	ALK		238	Prognostic	ctDNA				Significant correlation between ctDNA burden and disease burden as assessed by RECIST, volumetric segmentation analysis, quantitative tallying of organ-specific metastasis	NGS			Non–Small-Cell Lung Cancer (NSCLC)		75	4830	28	Prognostic Value of Circulating Tumor DNA (ctDNA) in Oncogene-Driven NSCLC: Current Knowledge and Future Perspectives	https://pubmed.ncbi.nlm.nih.gov/36230877
LCBD-1112	ALK		238	Prognostic	ctDNA				Significant correlation between ctDNA burden and disease burden as assessed by RECIST, volumetric segmentation analysis, quantitative tallying of organ-specific metastasis	NGS			Non–Small-Cell Lung Cancer (NSCLC)		75	4830	28	Prognostic Value of Circulating Tumor DNA (ctDNA) in Oncogene-Driven NSCLC: Current Knowledge and Future Perspectives	https://pubmed.ncbi.nlm.nih.gov/36230877
LCBD-1112	ALK		238	Prognostic	ctDNA				Significant correlation between ctDNA burden and disease burden as assessed by RECIST, volumetric segmentation analysis, quantitative tallying of organ-specific metastasis	NGS			Non–Small-Cell Lung Cancer (NSCLC)		75	4830	28	Prognostic Value of Circulating Tumor DNA (ctDNA) in Oncogene-Driven NSCLC: Current Knowledge and Future Perspectives	https://pubmed.ncbi.nlm.nih.gov/36230877
